Rk,Player,Season,Age,Tm,Lg,WS,OWS,OBPM,PER,BPM
35,JaKarr Sampson,2018-19,25,CHI,NBA,0.5,0.3,3.6,22.5,3.7
36,R.J. Hunter,2018-19,25,BOS,NBA,0.1,0.1,3.2,21.5,3.6
37,Ben Simmons,2018-19,22,PHI,NBA,8.2,4.6,2.2,20,3.6
38,Mitch Creek,2018-19,26,TOT,NBA,0.2,0.1,2.4,20.2,3.5
39,D'Angelo Russell,2018-19,22,BRK,NBA,5,2.4,4,19.4,3.4
40,Derrick Favors,2018-19,27,UTA,NBA,7.9,4.4,1.8,21.8,3.3
41,Montrezl Harrell,2018-19,25,LAC,NBA,8.7,6.1,2.6,23.4,3.3
42,Boban Marjanović,2018-19,30,TOT,NBA,3,2.1,2.8,24.2,3.2
43,Eric Bledsoe,2018-19,29,MIL,NBA,8.2,4.4,1.9,19.3,3.1
44,Marc Gasol,2018-19,34,TOT,NBA,6,2,0.8,16.7,3.1
45,Pau Gasol,2018-19,38,TOT,NBA,1.1,0.5,1,16.7,3.1
46,Domantas Sabonis,2018-19,22,IND,NBA,7.6,4.3,1.9,21.9,3.1
47,Clint Capela,2018-19,24,HOU,NBA,10.8,7.8,3.3,23.8,3
48,DeMarcus Cousins,2018-19,28,GSW,NBA,2.4,0.9,0.4,21.4,3
49,Jrue Holiday,2018-19,28,NOP,NBA,5.4,3.5,3.1,19.4,3
50,Bradley Beal,2018-19,25,WAS,NBA,7.6,5.9,3.8,20.8,2.9
51,Victor Oladipo,2018-19,26,IND,NBA,2.3,0.4,1.8,17.6,2.9
52,Dwight Powell,2018-19,27,DAL,NBA,7.5,5.6,2,20.4,2.9
53,Chris Boucher,2018-19,26,TOR,NBA,0.7,0.2,-0.2,22.2,2.6
54,Jonas Valančiūnas,2018-19,26,TOT,NBA,4.2,2.2,2.2,24.4,2.6
55,John Henson,2018-19,28,MIL,NBA,0.6,0.1,0.4,17.1,2.5
56,Amile Jefferson,2018-19,25,ORL,NBA,0.4,0.2,0.5,21.1,2.5
57,Mitchell Robinson,2018-19,20,NYK,NBA,6.1,4,0.1,22,2.5
58,Myles Turner,2018-19,22,IND,NBA,6.3,1.9,0,18,2.5
59,Larry Nance,2018-19,26,CLE,NBA,4.9,3.3,1,18.6,2.4
60,Pascal Siakam,2018-19,24,TOR,NBA,9.3,5.7,1.6,18.7,2.4
61,Kyle Lowry,2018-19,32,TOR,NBA,6.6,3.6,1.7,16.5,2.3
62,Emanuel Terry,2018-19,22,TOT,NBA,0.1,0,-0.2,19.7,2.3
63,Hassan Whiteside,2018-19,29,MIA,NBA,6.3,2.3,1.1,23.5,2.3
64,Malcolm Brogdon,2018-19,26,MIL,NBA,6.5,4.2,2,17.8,2.2
65,Brook Lopez,2018-19,30,MIL,NBA,6.7,2.3,0.4,14.6,2.2
66,Lou Williams,2018-19,32,LAC,NBA,5.1,3.9,4.3,21.2,2.2
67,Andre Drummond,2018-19,25,DET,NBA,10,4.1,1.3,23.4,2.1
68,Buddy Hield,2018-19,26,SAC,NBA,5.9,4.3,3.5,17.5,2.1
69,DeAndre Jordan,2018-19,30,TOT,NBA,7.1,4,0.8,19,2.1
70,Luke Kornet,2018-19,23,NYK,NBA,1.4,0.6,1.4,14.8,2.1
71,Joakim Noah,2018-19,33,MEM,NBA,2.2,1,-0.3,18.6,2.1
72,Nerlens Noel,2018-19,24,OKC,NBA,4.3,1.9,-1.2,19.3,2.1
73,Mason Plumlee,2018-19,28,DEN,NBA,5.8,2.9,-0.5,17.8,2.1
74,Thomas Bryant,2018-19,21,WAS,NBA,5.6,4.3,2.3,21,2
75,Danny Green,2018-19,31,TOR,NBA,5.9,3,1.1,13,2
76,Jakob Poeltl,2018-19,23,SAS,NBA,5.1,3.5,1.3,19.4,2
77,Devin Robinson,2018-19,23,WAS,NBA,0.3,0.2,0.8,20.6,1.9
78,Bam Adebayo,2018-19,21,MIA,NBA,6.8,3.4,-0.4,17.9,1.8
79,LaMarcus Aldridge,2018-19,33,SAS,NBA,9.3,6.4,2.4,22.9,1.8
80,Darren Collison,2018-19,31,IND,NBA,6.8,3.9,0.8,16.7,1.8
81,Andre Iguodala,2018-19,35,GSW,NBA,4.2,2.4,0.1,13.1,1.8
82,Meyers Leonard,2018-19,26,POR,NBA,3,2.1,1.5,15.8,1.8
83,Robert Williams,2018-19,21,BOS,NBA,1.2,0.5,-1.7,18.8,1.8
84,Paul Millsap,2018-19,33,DEN,NBA,6.1,3.2,0.7,17.9,1.7
85,Jarrett Allen,2018-19,20,BRK,NBA,7.6,4.4,0.2,18.5,1.6
86,Robert Covington,2018-19,28,TOT,NBA,2.5,0.9,-0.5,13.3,1.6
87,Tobias Harris,2018-19,26,TOT,NBA,7.1,4.5,2.1,17.2,1.6
88,Kevin Love,2018-19,30,CLE,NBA,1.3,1,3.3,19.5,1.6
89,Miles Plumlee,2018-19,30,ATL,NBA,0.5,0.4,1.6,18.9,1.6
90,De'Aaron Fox,2018-19,21,SAC,NBA,5.6,3.2,1.3,18.1,1.5
91,Nikola Mirotić,2018-19,27,TOT,NBA,3.5,2,2.1,17.2,1.5
92,Monte Morris,2018-19,23,DEN,NBA,6.2,4.4,1.1,16.2,1.5
93,Shabazz Napier,2018-19,27,BRK,NBA,2,1,0.9,15.3,1.5
94,Julius Randle,2018-19,24,NOP,NBA,6.1,4.2,2.1,21,1.5
95,Thabo Sefolosha,2018-19,34,UTA,NBA,1.5,0.2,-1.6,12.1,1.5
96,Delon Wright,2018-19,26,TOT,NBA,4.3,1.9,0.1,15.5,1.5
97,Thaddeus Young,2018-19,30,IND,NBA,6.9,3,0.4,16.2,1.5
98,Rudy Gay,2018-19,32,SAS,NBA,4.4,2.2,0.8,17.5,1.4
99,Draymond Green,2018-19,28,GSW,NBA,4.3,1.1,-1.3,12.9,1.4
100,Joe Ingles,2018-19,31,UTA,NBA,6,2.5,0.3,13.4,1.4
101,JaVale McGee,2018-19,31,LAL,NBA,5.9,3,0.3,21.8,1.4
102,Derrick Rose,2018-19,30,MIN,NBA,3,2.6,3.2,19.5,1.4
103,Dāvis Bertāns,2018-19,26,SAS,NBA,4,2.6,1.1,13,1.3
104,Donovan Mitchell,2018-19,22,UTA,NBA,5,1.3,1.2,17.2,1.3
105,Khem Birch,2018-19,26,ORL,NBA,2.8,1.8,0.1,19.2,1.2
106,Willie Cauley-Stein,2018-19,25,SAC,NBA,6.7,3.8,0.2,18,1.2
107,Pat Connaughton,2018-19,26,MIL,NBA,3.9,2,0.3,13.6,1.2
108,Jeremy Lamb,2018-19,26,CHO,NBA,5.3,3.3,1.2,17.3,1.2
109,Thomas Welsh,2018-19,22,DEN,NBA,0.1,0.1,2.2,16.1,1.2
110,Steven Adams,2018-19,25,OKC,NBA,9.1,5.1,0.7,18.5,1.1
111,DeMar DeRozan,2018-19,29,SAS,NBA,6.3,3.6,1,19.6,1.1
112,Damian Jones,2018-19,23,GSW,NBA,1.5,1,-0.6,15.3,1.1
113,Devin Booker,2018-19,22,PHO,NBA,3.5,3.3,3.3,20.2,1
114,Enes Kanter,2018-19,26,TOT,NBA,5.4,3.9,2.5,22.3,1
115,CJ McCollum,2018-19,27,POR,NBA,5.6,4,2.1,17,1
116,Patrick Beverley,2018-19,30,LAC,NBA,4.8,2.8,-0.3,11.8,0.9
117,Nemanja Bjelica,2018-19,30,SAC,NBA,4.5,2.7,0.4,15.4,0.9
118,John Collins,2018-19,21,ATL,NBA,6,5,2.8,21.8,0.9
119,Otto Porter,2018-19,25,TOT,NBA,3.2,1.8,0.8,15.9,0.9
120,John Wall,2018-19,28,WAS,NBA,1.2,0.5,2.2,18,0.9
121,Derrick White,2018-19,24,SAS,NBA,3.6,1.7,-0.4,14.8,0.9
122,Kyle Anderson,2018-19,25,MEM,NBA,2.7,0.8,-1.6,12.8,0.8
123,Michael Carter-Williams,2018-19,27,TOT,NBA,0.8,0.2,-1.4,14.7,0.8
124,Gordon Hayward,2018-19,28,BOS,NBA,4.9,2.6,0.4,15.6,0.8
125,Zach LaVine,2018-19,23,CHI,NBA,2.8,1.7,2.4,18.7,0.8
126,Kalin Lucas,2018-19,29,DET,NBA,0,0,-5.6,16.6,0.8
127,Salah Mejri,2018-19,32,DAL,NBA,1.1,0.5,-1.1,16.1,0.8
128,Khris Middleton,2018-19,27,MIL,NBA,6.1,2.5,0.7,16.5,0.8
129,Terrence Ross,2018-19,27,ORL,NBA,4.3,1.7,1.1,15.4,0.8
130,Marcus Smart,2018-19,24,BOS,NBA,5.3,2.2,-1.2,13.1,0.8
131,Al-Farouq Aminu,2018-19,28,POR,NBA,5.8,3,0.1,13.2,0.7
132,Bojan Bogdanović,2018-19,29,IND,NBA,6.8,3.9,1.3,16.1,0.7
133,Maurice Harkless,2018-19,25,POR,NBA,3.4,1.5,-1,13.2,0.7
134,Kelly Olynyk,2018-19,27,MIA,NBA,4.7,2.3,-0.2,14.4,0.7
135,Kadeem Allen,2018-19,26,NYK,NBA,1,0.7,0.3,16.2,0.6
136,Gorgui Dieng,2018-19,29,MIN,NBA,2.8,1.5,-0.3,18.1,0.6
137,Spencer Dinwiddie,2018-19,25,BRK,NBA,4.8,3.5,1.4,16.3,0.6
138,Aaron Gordon,2018-19,23,ORL,NBA,5.1,1.8,0.3,15.1,0.6
139,Richaun Holmes,2018-19,25,PHO,NBA,4.3,3.1,0.1,20.7,0.6
140,Jamal Murray,2018-19,21,DEN,NBA,5.1,2.8,1.4,16,0.6
141,Dwyane Wade,2018-19,37,MIA,NBA,2.4,0.1,0.8,15.8,0.6
142,D.J. Augustin,2018-19,31,ORL,NBA,6.9,5,1.1,15.7,0.5
143,Dewayne Dedmon,2018-19,29,ATL,NBA,4,2.1,-0.3,16,0.5
144,Joe Harris,2018-19,27,BRK,NBA,5.5,3.8,0.8,13.5,0.5
145,Kevon Looney,2018-19,22,GSW,NBA,6,4.2,0.1,17.3,0.5
146,Jodie Meeks,2018-19,31,TOR,NBA,0.3,0.2,1.4,16,0.5
147,Fred VanVleet,2018-19,24,TOR,NBA,4.3,2.4,0.4,13.7,0.5
148,Omri Casspi,2018-19,30,MEM,NBA,1.3,0.6,-0.3,15.7,0.4
149,Reggie Jackson,2018-19,28,DET,NBA,5,3.1,1.3,15.2,0.4
150,Maxi Kleber,2018-19,27,DAL,NBA,3.5,1.6,-0.8,13.1,0.4
151,Kyle O'Quinn,2018-19,28,IND,NBA,1,0.2,-2.5,16.8,0.4
152,Christian Wood,2018-19,23,TOT,NBA,0.8,0.4,1.4,21.9,0.4
153,Jae Crowder,2018-19,28,UTA,NBA,4.4,1.3,-0.3,12.1,0.3
154,Frank Kaminsky,2018-19,25,CHO,NBA,1.8,1.3,1.4,16.8,0.3
155,Josh Richardson,2018-19,25,MIA,NBA,5.6,3,0.1,14,0.3
156,Deandre Ayton,2018-19,20,PHO,NBA,5.8,4.1,1.3,20.5,0.2
157,Jerami Grant,2018-19,24,OKC,NBA,7.3,4,-0.4,13.8,0.2
158,Serge Ibaka,2018-19,29,TOR,NBA,6.1,2.8,0.2,18.7,0.2
159,Jemerrio Jones,2018-19,23,LAL,NBA,0.2,0,-2.2,12.1,0.2
160,Caris LeVert,2018-19,24,BRK,NBA,1.7,0.5,-0.3,14.9,0.2
161,J.J. Redick,2018-19,34,PHI,NBA,5.9,4.6,2.2,15.1,0.2
162,Malik Beasley,2018-19,22,DEN,NBA,4.5,2.9,0.8,14.2,0.1
163,Trey Burke,2018-19,26,TOT,NBA,1.9,1.4,1.5,16.5,0.1
164,Isaiah Hicks,2018-19,24,NYK,NBA,0.1,0.1,-2.1,17.4,0.1
165,Cody Zeller,2018-19,26,CHO,NBA,3.9,2.6,-0.6,17.2,0.1
166,Ed Davis,2018-19,29,BRK,NBA,5.7,3.3,-0.6,17.3,0
167,Luol Deng,2018-19,33,MIN,NBA,0.8,0.5,0.2,14.6,0
168,Wayne Ellington,2018-19,31,TOT,NBA,2.6,1.3,-0.3,11.8,0
169,Georges Niang,2018-19,25,UTA,NBA,1.3,0.7,-0.2,13,0
170,Daniel Theis,2018-19,26,BOS,NBA,3.5,2.3,-0.8,17,0
171,Taj Gibson,2018-19,33,MIN,NBA,5.1,3.7,0.3,17.8,-0.1
172,Willy Hernangómez,2018-19,24,CHO,NBA,2.6,1.8,1.1,20.4,-0.1
173,Alex Caruso,2018-19,24,LAL,NBA,1,0.5,-1,13.9,-0.2
174,Kenneth Faried,2018-19,29,TOT,NBA,2.9,2.1,1.3,21.6,-0.2
175,Lauri Markkanen,2018-19,21,CHI,NBA,2.7,1.3,1.4,17.1,-0.2
176,Terry Rozier,2018-19,24,BOS,NBA,3.2,0.9,-0.7,12.9,-0.2
177,Ricky Rubio,2018-19,28,UTA,NBA,3.7,0.9,-1,14,-0.2
178,Jayson Tatum,2018-19,20,BOS,NBA,5,1.6,-0.4,15.1,-0.2
179,T.J. Warren,2018-19,25,PHO,NBA,2.1,1.6,0.9,16.3,-0.2
180,Lonzo Ball,2018-19,21,LAL,NBA,1.6,-0.2,-1.6,11.7,-0.3
181,Nicolas Batum,2018-19,30,CHO,NBA,3.7,2,-0.7,11.9,-0.3
182,Jaren Jackson,2018-19,19,MEM,NBA,3.3,1.2,-1.2,16.4,-0.3
183,T.J. Leaf,2018-19,21,IND,NBA,1.6,0.9,0.3,16.9,-0.3
184,Patty Mills,2018-19,30,SAS,NBA,3.5,2.2,0.4,13.2,-0.3
185,Raul Neto,2018-19,26,UTA,NBA,1.1,0.5,-1.1,13.5,-0.3
186,Klay Thompson,2018-19,28,GSW,NBA,5.3,2.9,1.1,16.6,-0.3
187,Marvin Williams,2018-19,32,CHO,NBA,3.8,1.9,-0.4,12.6,-0.3
188,Jonathan Isaac,2018-19,21,ORL,NBA,4,0.9,-1.4,13,-0.4
189,Tyler Johnson,2018-19,26,TOT,NBA,2.3,0.9,-0.7,12.4,-0.4
190,Cory Joseph,2018-19,27,IND,NBA,3.5,0.5,-2.1,11,-0.4
191,Jaylen Morris,2018-19,23,MIL,NBA,0.1,0,-3.7,12.2,-0.4
192,Jeff Teague,2018-19,30,MIN,NBA,2.2,1.7,0.8,15.4,-0.4
193,Kentavious Caldwell-Pope,2018-19,25,LAL,NBA,4,2.3,-0.3,12.9,-0.5
194,Jordan Clarkson,2018-19,26,CLE,NBA,1.8,1.9,2.1,16.8,-0.5
195,Shai Gilgeous-Alexander,2018-19,20,LAC,NBA,3.3,1.5,-0.9,13.4,-0.5
196,Danuel House,2018-19,25,HOU,NBA,2.3,1.6,0.1,12.2,-0.5
197,Derrick Jones,2018-19,21,MIA,NBA,2.9,1.2,-1.5,14,-0.5
198,Kyle Korver,2018-19,37,TOT,NBA,2.3,1,-0.2,11.2,-0.5
199,Jake Layman,2018-19,24,POR,NBA,3.1,1.9,-0.1,13.5,-0.5
200,Malcolm Miller,2018-19,25,TOR,NBA,0.2,0.1,1.2,13.7,-0.5
201,Royce O'Neale,2018-19,25,UTA,NBA,3.3,0.7,-2.6,9,-0.5
202,Tristan Thompson,2018-19,27,CLE,NBA,2.6,2.1,1.4,18.4,-0.5
203,Ivica Zubac,2018-19,21,TOT,NBA,3.2,1.9,-0.2,18.9,-0.5
204,J.J. Barea,2018-19,34,DAL,NBA,1,0.4,1.2,16.3,-0.6
205,Bogdan Bogdanović,2018-19,26,SAC,NBA,2.7,1.3,-0.1,14.1,-0.6
206,Dante Cunningham,2018-19,31,SAS,NBA,1.9,1,-1.3,10.2,-0.6
207,Tyus Jones,2018-19,22,MIN,NBA,3,2.1,-0.9,13.7,-0.6
208,P.J. Tucker,2018-19,33,HOU,NBA,5,2,-1.6,9.2,-0.6
209,Justise Winslow,2018-19,22,MIA,NBA,2.8,0.2,-1.3,12.8,-0.6
210,Trae Young,2018-19,20,ATL,NBA,3.3,2.5,2.3,17,-0.6
211,Jonah Bolden,2018-19,23,PHI,NBA,1.4,0.5,-1.8,12.7,-0.7
212,Vince Carter,2018-19,42,ATL,NBA,1.9,1.2,-0.4,11.8,-0.7
213,Gary Clark,2018-19,24,HOU,NBA,1,0.3,-1.1,9.2,-0.7
214,Jonas Jerebko,2018-19,31,GSW,NBA,3.3,2.1,-0.3,13.5,-0.7
215,Norman Powell,2018-19,25,TOR,NBA,2.4,1,-0.9,13.3,-0.7
216,Tomáš Satoranský,2018-19,27,WAS,NBA,4.7,3.8,-0.4,14.1,-0.7
217,Tony Snell,2018-19,27,MIL,NBA,3.2,1.6,-1,10.7,-0.7
218,Noah Vonleh,2018-19,23,NYK,NBA,3.2,1.5,-1.2,13.9,-0.7
219,Brad Wanamaker,2018-19,29,BOS,NBA,1,0.6,-1.3,14.3,-0.7
220,Miles Bridges,2018-19,20,CHO,NBA,2.9,1.4,-0.9,13.1,-0.8
221,Jordan Bell,2018-19,24,GSW,NBA,1.6,0.5,-2.2,12.9,-0.9
222,Cheick Diallo,2018-19,22,NOP,NBA,2.6,1.4,-1.1,17.5,-0.9
223,T.J. McConnell,2018-19,26,PHI,NBA,2.9,1.2,-1.8,13.4,-0.9
224,Marcus Morris,2018-19,29,BOS,NBA,4.5,2.1,-0.2,14.2,-0.9
225,Quincy Pondexter,2018-19,30,SAS,NBA,0.8,0.5,-1.6,13.2,-0.9
226,Marvin Bagley,2018-19,19,SAC,NBA,3.6,2,0.5,18.9,-1
227,Ryan Broekhoff,2018-19,28,DAL,NBA,0.8,0.5,-0.5,10.7,-1
228,Seth Curry,2018-19,28,POR,NBA,2.4,1.5,-0.4,11.4,-1
229,Shaun Livingston,2018-19,33,GSW,NBA,2,1.2,-1.7,11.7,-1
230,Jordan Loyd,2018-19,25,TOR,NBA,0.2,0.2,0,16.3,-1
231,Reggie Bullock,2018-19,27,TOT,NBA,3.1,1.6,-0.7,10.5,-1.1
232,Bruno Caboclo,2018-19,23,MEM,NBA,1.5,0.6,-1.1,12.4,-1.1
233,Goran Dragić,2018-19,32,MIA,NBA,1.6,0.6,-0.5,13.9,-1.1
234,Juan Hernangómez,2018-19,23,DEN,NBA,3,1.6,-0.9,11,-1.1
235,Luke Kennard,2018-19,22,DET,NBA,2.5,1.3,-0.4,11.9,-1.1
236,Mike Muscala,2018-19,27,TOT,NBA,2.5,1.2,-0.8,10.8,-1.1
237,Dion Waiters,2018-19,27,MIA,NBA,1.2,0.1,-0.5,11.4,-1.1
238,Alec Burks,2018-19,27,TOT,NBA,1.5,0.7,-0.6,12.7,-1.2
239,Zach Collins,2018-19,21,POR,NBA,2.9,1.4,-1.5,13.5,-1.2
240,Bryn Forbes,2018-19,25,SAS,NBA,3.8,2.5,-0.3,12,-1.2
241,James Johnson,2018-19,31,MIA,NBA,1.5,0,-2.4,10.9,-1.2
242,Alex Len,2018-19,25,ATL,NBA,3.2,2.2,0,17.2,-1.2
243,Thon Maker,2018-19,21,TOT,NBA,2,0.5,-2.2,11.3,-1.2
244,Kelly Oubre,2018-19,23,TOT,NBA,2.2,0.9,-0.3,15.2,-1.2
245,Zaza Pachulia,2018-19,34,DET,NBA,2.3,1.1,-2.8,13.7,-1.2
246,Omari Spellman,2018-19,21,ATL,NBA,1.2,0.6,-0.5,12.4,-1.2
247,Trevor Ariza,2018-19,33,TOT,NBA,2.5,1.3,-0.7,12,-1.3
248,Corey Brewer,2018-19,32,TOT,NBA,1,0.4,-2.9,11.6,-1.3
249,Chris Chiozza,2018-19,23,HOU,NBA,0,0,-2.7,7,-1.3
250,Drew Eubanks,2018-19,21,SAS,NBA,0.3,0.1,-1.9,15.1,-1.3
251,Raymond Felton,2018-19,34,OKC,NBA,0.7,0.3,-1.7,11.2,-1.3
252,Eric Gordon,2018-19,30,HOU,NBA,2.6,1.7,0.5,12.2,-1.3
253,Marcin Gortat,2018-19,34,LAC,NBA,1.4,0.6,-1.7,12.8,-1.3
254,Shaquille Harrison,2018-19,25,CHI,NBA,1.4,-0.1,-2.8,12.4,-1.3
255,Josh Hart,2018-19,23,LAL,NBA,2.1,0.2,-2.3,9.3,-1.3
256,Evan Turner,2018-19,30,POR,NBA,2,0.5,-1.8,11.6,-1.3
257,Mohamed Bamba,2018-19,20,ORL,NBA,1.7,0.3,-2.8,14.9,-1.4
258,Harrison Barnes,2018-19,26,TOT,NBA,3.6,2,-0.2,12.8,-1.4
259,Yogi Ferrell,2018-19,25,SAC,NBA,1.9,1.3,-1,12.7,-1.4
260,Dorian Finney-Smith,2018-19,25,DAL,NBA,3.3,1.2,-1.8,11,-1.4
261,Jeff Green,2018-19,32,WAS,NBA,3.6,2.8,0,13.6,-1.4
262,George Hill,2018-19,32,TOT,NBA,2.8,1.5,-1.9,12.1,-1.4
263,Kyle Kuzma,2018-19,23,LAL,NBA,3.1,1.2,-0.2,14,-1.4
264,Doug McDermott,2018-19,27,IND,NBA,2.9,1.8,-0.5,11.6,-1.4
265,Elfrid Payton,2018-19,24,NOP,NBA,1.5,0.6,-0.7,14,-1.4
266,Ivan Rabb,2018-19,21,MEM,NBA,2.1,1.2,-1.1,16.1,-1.4
267,Aron Baynes,2018-19,32,BOS,NBA,2.4,1.3,-1.8,14,-1.5
268,Michael Beasley,2018-19,30,LAL,NBA,0.2,-0.1,-1.9,15.9,-1.5
269,Sterling Brown,2018-19,23,MIL,NBA,2.1,0.7,-1.8,10.9,-1.5
270,DeMarre Carroll,2018-19,32,BRK,NBA,3.1,1.5,-0.9,12.1,-1.5
271,Henry Ellenson,2018-19,22,TOT,NBA,0.4,0.2,-1,13.1,-1.5
272,James Ennis,2018-19,28,TOT,NBA,2.6,1.6,-1.4,11,-1.5
273,Langston Galloway,2018-19,27,DET,NBA,3.4,2.1,-0.9,10.7,-1.5
274,Jahlil Okafor,2018-19,23,NOP,NBA,2.2,1.4,-0.6,17.9,-1.5
275,Jabari Parker,2018-19,23,TOT,NBA,1.4,0.1,-0.7,15.5,-1.5
276,Rajon Rondo,2018-19,32,LAL,NBA,1.3,-0.2,-1.7,12.1,-1.5
277,Lance Stephenson,2018-19,28,LAL,NBA,1.1,-0.1,-1.6,11.8,-1.5
278,Mikal Bridges,2018-19,22,PHO,NBA,2.9,1.7,-2,10.8,-1.6
279,Wendell Carter,2018-19,19,CHI,NBA,1.9,0.7,-2.2,15.2,-1.6
280,Jerian Grant,2018-19,26,ORL,NBA,1.7,0.5,-2.9,10.8,-1.6
281,Gary Harris,2018-19,24,DEN,NBA,2.6,1.1,-1.2,12.2,-1.6
282,Aaron Holiday,2018-19,22,IND,NBA,0.9,0.1,-1.7,11.9,-1.6
283,Justin Jackson,2018-19,23,TOT,NBA,2.9,2,-0.8,11.3,-1.6
284,Dario Šarić,2018-19,24,TOT,NBA,3.5,2.3,-0.3,13.1,-1.6
285,Landry Shamet,2018-19,21,TOT,NBA,3.6,2.7,-0.3,11,-1.6
286,Marco Belinelli,2018-19,32,SAS,NBA,2.5,1.4,-0.5,11.9,-1.7
287,Jalen Brunson,2018-19,22,DAL,NBA,2.6,1.5,-1.2,12.8,-1.7
288,Gerald Green,2018-19,33,HOU,NBA,1.9,0.9,-0.2,11.4,-1.7
289,JaMychal Green,2018-19,28,TOT,NBA,2.9,0.9,-1.3,14.7,-1.7
290,Jordan McRae,2018-19,27,WAS,NBA,0.5,0.3,-0.9,14.3,-1.7
291,Will Barton,2018-19,28,DEN,NBA,1.2,0.1,-1.1,11,-1.8
292,Sam Dekker,2018-19,24,TOT,NBA,1,0.6,-1,13.3,-1.8
293,Jared Dudley,2018-19,33,BRK,NBA,1.8,0.6,-2.9,7.8,-1.8
294,Tim Frazier,2018-19,28,TOT,NBA,2,1.3,-1.4,11.7,-1.8
295,Justin Holiday,2018-19,29,TOT,NBA,2.1,-0.4,-2.3,10,-1.8
296,Furkan Korkmaz,2018-19,21,PHI,NBA,1.1,0.4,-1.6,11.5,-1.8
297,Wesley Matthews,2018-19,32,TOT,NBA,2.7,1.1,-1.4,10.3,-1.8
298,Ryan Arcidiacono,2018-19,24,CHI,NBA,3.7,2.8,-2,11.6,-1.9
299,Torrey Craig,2018-19,28,DEN,NBA,3,1.4,-2,10.4,-1.9
300,Robin Lopez,2018-19,30,CHI,NBA,2.7,2,-0.6,15.9,-1.9
301,Johnathan Motley,2018-19,23,LAC,NBA,0.3,0.1,-1.2,18.9,-1.9
302,Iman Shumpert,2018-19,28,TOT,NBA,1.4,0.1,-2.4,9.1,-1.9
303,Dennis Smith,2018-19,21,TOT,NBA,0,-1.2,-1.6,12.3,-1.9
304,Nik Stauskas,2018-19,25,TOT,NBA,1.1,0.6,-0.7,10.9,-1.9
305,Kenrich Williams,2018-19,24,NOP,NBA,1.2,0.3,-2.3,9.7,-1.9
306,Deyonta Davis,2018-19,22,ATL,NBA,0.4,0.3,-1.5,15.6,-2
