Rk,Player,Season,Age,Tm,Lg,WS,OWS,OBPM,PER,BPM
133,Mike Harris,2013-14,30,UTA,NBA,0.5,0.3,-1.6,15.3,0.3
134,Nenê Hilário,2013-14,31,WAS,NBA,3.2,0.8,-0.9,16.6,0.3
135,Kevin Martin,2013-14,30,MIN,NBA,5.3,3.8,1.1,16.3,0.3
136,Thabo Sefolosha,2013-14,29,OKC,NBA,3,0.9,-1.2,10.4,0.3
137,Mario Chalmers,2013-14,27,MIA,NBA,4.8,2.4,-0.3,14,0.2
138,Tyson Chandler,2013-14,31,NYK,NBA,4.9,3.1,0.3,16.4,0.2
139,Jae Crowder,2013-14,23,DAL,NBA,2.3,1.2,-0.7,11.9,0.2
140,Nando De Colo,2013-14,26,TOT,NBA,1,0.3,-1.1,13.1,0.2
141,Joe Johnson,2013-14,32,BRK,NBA,4.9,3.9,2,15.5,0.2
142,Shawn Marion,2013-14,35,DAL,NBA,4.3,2.2,0.1,13.7,0.2
143,Hedo Türkoğlu,2013-14,34,LAC,NBA,0.8,0.1,-1.6,11.3,0.2
144,Jeff Withey,2013-14,23,NOP,NBA,1.8,1.2,-0.5,15.2,0.2
145,Derrick Favors,2013-14,22,UTA,NBA,5.1,2.9,0,19,0.1
146,Reggie Jackson,2013-14,23,OKC,NBA,4.9,2.3,0.4,15.4,0.1
147,Brandon Jennings,2013-14,24,DET,NBA,3.9,3,1.9,15.6,0.1
148,Jeremy Lamb,2013-14,21,OKC,NBA,3.3,1.4,-0.1,13.4,0.1
149,Greg Monroe,2013-14,23,DET,NBA,5.9,3.7,0.6,18.1,0.1
150,Nikola Vučević,2013-14,23,ORL,NBA,4.4,1.8,0.1,18.8,0.1
151,Shane Battier,2013-14,35,MIA,NBA,2.4,1,-0.6,8.7,0
152,Andray Blatche,2013-14,27,BRK,NBA,3.7,1.6,0.1,18.8,0
153,Kenyon Martin,2013-14,36,NYK,NBA,1.2,0.5,-2.2,12.2,0
154,Anthony Tolliver,2013-14,28,CHA,NBA,3.2,1.9,0.1,11,0
155,Marvin Williams,2013-14,27,UTA,NBA,2.9,1.9,0.3,14,0
156,Hilton Armstrong,2013-14,29,GSW,NBA,0.3,0.1,-0.7,17,-0.1
157,Trevor Booker,2013-14,26,WAS,NBA,4.3,2.3,-0.5,15,-0.1
158,Francisco García,2013-14,32,HOU,NBA,1.8,0.8,-0.7,9.3,-0.1
159,Jodie Meeks,2013-14,26,LAL,NBA,4.5,3.8,0.4,14.7,-0.1
160,Zach Randolph,2013-14,32,MEM,NBA,6.4,2.9,0.8,18.3,-0.1
161,Jeff Teague,2013-14,25,ATL,NBA,5.2,3.3,1.2,17.1,-0.1
162,Thaddeus Young,2013-14,25,PHI,NBA,3.5,1.2,0.4,16.6,-0.1
163,Arron Afflalo,2013-14,28,ORL,NBA,5.3,4.3,1.4,16,-0.2
164,Matt Barnes,2013-14,33,LAC,NBA,3.5,1.5,-0.4,12,-0.2
165,Corey Brewer,2013-14,27,MIN,NBA,5.2,2.4,-1.7,12.7,-0.2
166,Jeremy Lin,2013-14,25,HOU,NBA,4.4,2.8,0.2,14.3,-0.2
167,Terrence Ross,2013-14,22,TOR,NBA,4.2,2,0,12,-0.2
168,J.R. Smith,2013-14,28,NYK,NBA,3.7,2.5,1,14,-0.2
169,Mirza Teletović,2013-14,28,BRK,NBA,2.7,1.6,1.4,14.3,-0.2
170,Chris Wright,2013-14,25,MIL,NBA,0.3,0.2,-0.4,16.5,-0.2
171,Omri Casspi,2013-14,25,HOU,NBA,2.4,1,-0.4,12.9,-0.3
172,Monta Ellis,2013-14,28,DAL,NBA,4.9,2.8,0.3,16.8,-0.3
173,Rashard Lewis,2013-14,34,MIA,NBA,1.7,0.5,-1.3,10.7,-0.3
174,Kyle O'Quinn,2013-14,23,ORL,NBA,2.5,0.5,-2.2,16.5,-0.3
175,Rajon Rondo,2013-14,27,BOS,NBA,1.1,0.2,0.3,15.3,-0.3
176,Ray Allen,2013-14,38,MIA,NBA,4.1,2.5,0.5,12.8,-0.4
177,Bradley Beal,2013-14,20,WAS,NBA,4,1.6,0.3,14.3,-0.4
178,Maurice Harkless,2013-14,20,ORL,NBA,2.8,0.6,-1.5,11.8,-0.4
179,Andrei Kirilenko,2013-14,32,BRK,NBA,1.3,0.4,-1.1,12.4,-0.4
180,Greivis Vásquez,2013-14,27,TOT,NBA,3.6,2.4,1.1,14.1,-0.4
181,Martell Webster,2013-14,27,WAS,NBA,5,3.3,-0.1,11.5,-0.4
182,Michael Carter-Williams,2013-14,22,PHI,NBA,1.3,-0.8,-0.2,15.5,-0.5
183,Chris Douglas-Roberts,2013-14,27,CHA,NBA,2.4,1.1,-1.1,12.2,-0.5
184,Eric Gordon,2013-14,25,NOP,NBA,2.5,2,1,14.9,-0.5
185,Devin Harris,2013-14,30,DAL,NBA,1.6,1.2,0.3,14.6,-0.5
186,John Henson,2013-14,23,MIL,NBA,3.3,1.7,-0.3,17.9,-0.5
187,Jordan Hill,2013-14,26,LAL,NBA,4.4,3.1,0.5,19.3,-0.5
188,Brandon Knight,2013-14,22,MIL,NBA,2.8,2.4,1.7,16.5,-0.5
189,Nick Young,2013-14,28,LAL,NBA,2.5,2.3,1.4,16,-0.5
190,Al-Farouq Aminu,2013-14,23,NOP,NBA,3.1,1.3,-0.9,13.2,-0.6
191,Jordan Crawford,2013-14,25,TOT,NBA,2.8,1.5,0.6,14.3,-0.6
192,Derek Fisher,2013-14,39,OKC,NBA,3.1,1.4,-1.8,10.1,-0.6
193,Jordan Farmar,2013-14,27,LAL,NBA,0.7,0.4,0.8,15,-0.7
194,Josh Harrellson,2013-14,24,DET,NBA,0.7,0.5,-0.8,13.4,-0.7
195,Tobias Harris,2013-14,21,ORL,NBA,4.1,2.4,0,16.5,-0.7
196,Elton Brand,2013-14,34,ATL,NBA,3.6,1.4,-2.4,14,-0.8
197,Alec Burks,2013-14,22,UTA,NBA,3.2,2.6,0.2,15.8,-0.8
198,Wilson Chandler,2013-14,26,DEN,NBA,3.1,1.8,-0.1,12.4,-0.8
199,Dante Cunningham,2013-14,26,MIN,NBA,2.9,0.9,-1.7,12.6,-0.8
200,Samuel Dalembert,2013-14,32,DAL,NBA,4.9,2.9,-0.9,16.8,-0.8
201,Wayne Ellington,2013-14,26,DAL,NBA,0.7,0.4,-0.5,12.2,-0.8
202,Timofey Mozgov,2013-14,27,DEN,NBA,4.5,2.6,-0.9,16.7,-0.8
203,Anthony Randolph,2013-14,24,DEN,NBA,0.6,-0.1,-2.3,12.2,-0.8
204,Ramon Sessions,2013-14,27,TOT,NBA,4.3,3.1,0.7,16,-0.8
205,Josh Smith,2013-14,28,DET,NBA,1.1,-1.4,-0.9,14.1,-0.8
206,Gerald Wallace,2013-14,31,BOS,NBA,1.3,-0.3,-2.8,10,-0.8
207,Lou Williams,2013-14,27,ATL,NBA,2.6,1.6,0.2,14.2,-0.8
208,Jeff Adrien,2013-14,27,TOT,NBA,2.7,1.6,0,17.4,-0.9
209,Nick Calathes,2013-14,24,MEM,NBA,1.5,-0.1,-2.5,12.3,-0.9
210,Nick Collison,2013-14,33,OKC,NBA,3.6,2,-1.3,11.8,-0.9
211,Jeremy Evans,2013-14,26,UTA,NBA,2.8,1.9,-0.7,16.2,-0.9
212,J.J. Hickson,2013-14,25,DEN,NBA,3.3,1.3,-0.4,16.2,-0.9
213,Anthony Morrow,2013-14,28,NOP,NBA,2.4,2.1,0.7,13.9,-0.9
214,Aaron Brooks,2013-14,29,TOT,NBA,2.2,1.3,-0.2,12.5,-1
215,Taj Gibson,2013-14,28,CHI,NBA,5.7,1.4,-1.3,16,-1
216,Kirk Hinrich,2013-14,33,CHI,NBA,3.8,0.4,-2.4,10.8,-1
217,Luke Babbitt,2013-14,24,NOP,NBA,0.7,0.5,0,12.1,-1.1
218,Brandon Bass,2013-14,28,BOS,NBA,5.1,3.2,-0.6,15,-1.1
219,DeJuan Blair,2013-14,24,DAL,NBA,3.4,1.8,-1.2,17.3,-1.1
220,Steve Blake,2013-14,33,TOT,NBA,1.8,0.7,-1.2,11,-1.1
221,MarShon Brooks,2013-14,25,TOT,NBA,0.4,0.1,-0.6,15.5,-1.1
222,Gorgui Dieng,2013-14,24,MIN,NBA,2.2,0.7,-2,16.5,-1.1
223,Wesley Johnson,2013-14,26,LAL,NBA,1.9,0.4,-1.6,11,-1.1
224,Shelvin Mack,2013-14,23,ATL,NBA,2.3,1.2,-0.6,13.2,-1.1
225,Jameer Nelson,2013-14,31,ORL,NBA,2.8,1.6,0.6,13.9,-1.1
226,Jan Veselý,2013-14,23,TOT,NBA,1.6,0.2,-3.3,12.7,-1.1
227,Gustavo Ayón,2013-14,28,ATL,NBA,0.7,0,-2.5,12.9,-1.2
228,Bismack Biyombo,2013-14,21,CHA,NBA,3.2,1.1,-2.9,13.3,-1.2
229,Ed Davis,2013-14,24,MEM,NBA,2.6,1.2,-1.3,15.9,-1.2
230,Raymond Felton,2013-14,29,NYK,NBA,2.2,1.1,-0.5,12.9,-1.2
231,Kevin Garnett,2013-14,37,BRK,NBA,1.2,-0.7,-2.5,13.3,-1.2
232,Chris Johnson,2013-14,23,BOS,NBA,1.4,0.9,-1.2,10.8,-1.2
233,Kelly Olynyk,2013-14,22,BOS,NBA,2.9,1.5,-0.9,15.2,-1.2
234,Will Barton,2013-14,23,POR,NBA,0.6,0.3,-1.2,13.5,-1.3
235,Ian Mahinmi,2013-14,27,IND,NBA,3.3,0.7,-4.1,10.2,-1.3
236,Cartier Martin,2013-14,29,TOT,NBA,1.3,0.5,-0.9,11,-1.3
237,Miles Plumlee,2013-14,25,PHO,NBA,4,1.2,-1.4,14.6,-1.3
238,Jonas Valančiūnas,2013-14,21,TOR,NBA,6.7,3.5,-0.6,16.1,-1.3
239,Caron Butler,2013-14,33,TOT,NBA,1.8,0.6,-0.6,12.2,-1.4
240,Landry Fields,2013-14,25,TOR,NBA,0.4,0,-2.4,8.6,-1.4
241,Danny Granger,2013-14,30,TOT,NBA,1.3,0.1,-1.3,10.9,-1.4
242,Roy Hibbert,2013-14,27,IND,NBA,5.4,0.5,-2.9,13.5,-1.4
243,Richard Jefferson,2013-14,33,UTA,NBA,2.7,2.3,-0.6,11.8,-1.4
244,Perry Jones,2013-14,22,OKC,NBA,1.5,0.7,-1.2,10.1,-1.4
245,Chris Kaman,2013-14,31,LAL,NBA,0.5,-0.2,-1.7,17,-1.4
246,Jermaine O'Neal,2013-14,35,GSW,NBA,2.7,1.3,-1.6,15.3,-1.4
247,Victor Oladipo,2013-14,21,ORL,NBA,1.3,-1.4,-1.9,13.6,-1.4
248,Travis Outlaw,2013-14,29,SAC,NBA,1.4,0.8,-1.1,10.4,-1.4
249,Kyle Singler,2013-14,25,DET,NBA,4.4,3.6,-0.7,11.8,-1.4
250,Ish Smith,2013-14,25,PHO,NBA,1,0,-2,11.7,-1.4
251,Jared Sullinger,2013-14,21,BOS,NBA,3.9,1.9,0.1,16.4,-1.4
252,Metta World Peace,2013-14,34,NYK,NBA,0.3,-0.2,-1.9,11.7,-1.4
253,Ömer Aşık,2013-14,27,HOU,NBA,2.4,1,-1.2,14,-1.5
254,Jared Dudley,2013-14,28,LAC,NBA,2.4,1.2,-1.4,8.9,-1.5
255,Jeff Green,2013-14,27,BOS,NBA,3.3,1.3,-0.2,13.1,-1.5
256,Gerald Henderson,2013-14,26,CHA,NBA,3.6,0.8,-1.6,13.1,-1.5
257,Jonas Jerebko,2013-14,26,DET,NBA,1.4,1,-0.8,13.4,-1.5
258,Ryan Kelly,2013-14,22,LAL,NBA,2.2,1.5,-1.4,12.6,-1.5
259,Kosta Koufos,2013-14,24,MEM,NBA,3.5,1.3,-1.5,16.5,-1.5
260,Marcus Thornton,2013-14,26,TOT,NBA,2,1,-0.4,12,-1.5
261,Dion Waiters,2013-14,22,CLE,NBA,1.6,0.3,-0.3,14,-1.5
262,Harrison Barnes,2013-14,21,GSW,NBA,3.2,0.4,-2.2,9.8,-1.6
263,E'Twaun Moore,2013-14,24,ORL,NBA,1.7,0.6,-1.9,11.1,-1.6
264,Mike Scott,2013-14,25,ATL,NBA,2.6,1.3,0,15.3,-1.6
265,Amar'e Stoudemire,2013-14,31,NYK,NBA,3.8,2.9,0.3,18.8,-1.6
266,Quincy Acy,2013-14,23,TOT,NBA,1.5,0.6,-2.5,10.1,-1.7
267,Byron Mullens,2013-14,24,TOT,NBA,0.5,0.1,-0.8,12.8,-1.7
268,Brian Roberts,2013-14,28,NOP,NBA,2.2,2,-0.1,13.4,-1.7
269,Greg Stiemsma,2013-14,28,NOP,NBA,1.5,0.5,-3.6,9.7,-1.7
270,Shawne Williams,2013-14,27,LAL,NBA,0.7,0.1,-2.5,9.5,-1.7
271,Jerryd Bayless,2013-14,25,TOT,NBA,2.4,1.1,-1.6,12,-1.8
272,Dionte Christmas,2013-14,27,PHO,NBA,0.3,0.2,-0.5,11.1,-1.8
273,Matthew Dellavedova,2013-14,23,CLE,NBA,2.1,1.4,-1.6,10.7,-1.8
274,Tim Hardaway,2013-14,21,NYK,NBA,3.1,2.7,0,12.7,-1.8
275,Chuck Hayes,2013-14,30,TOT,NBA,1.4,0.2,-3.1,10,-1.8
276,Zaza Pachulia,2013-14,29,MIL,NBA,1.7,1,-0.9,14,-1.8
277,Beno Udrih,2013-14,31,TOT,NBA,0.8,0.5,-0.9,12.7,-1.8
278,Nate Wolters,2013-14,22,MIL,NBA,1.2,0.9,-0.8,12.7,-1.8
279,Avery Bradley,2013-14,23,BOS,NBA,1.8,0.4,-1.1,12.7,-1.9
280,Andrew Bynum,2013-14,26,TOT,NBA,0.4,-0.2,-1.4,15.2,-1.9
281,Tyler Hansbrough,2013-14,28,TOR,NBA,3,1.7,-1.3,14.2,-1.9
282,Ryan Hollins,2013-14,29,LAC,NBA,1.3,0.7,-3.4,11.9,-1.9
283,John Salmons,2013-14,34,TOT,NBA,1.7,0.2,-2.5,7.8,-1.9
284,Alexey Shved,2013-14,25,MIN,NBA,0.2,-0.4,-1.8,10.2,-1.9
285,Michael Beasley,2013-14,25,MIA,NBA,1.6,0.5,-1.1,16.8,-2
286,Keith Bogans,2013-14,33,BOS,NBA,0.1,0.1,-1.4,9.9,-2
287,Toney Douglas,2013-14,27,TOT,NBA,0.9,0.2,-2.5,9.2,-2
288,Robbie Hummel,2013-14,24,MIN,NBA,1.1,0.6,-1.6,9.6,-2
289,Quincy Pondexter,2013-14,25,MEM,NBA,0.4,0.2,-1,10.3,-2
290,Iman Shumpert,2013-14,23,NYK,NBA,2,0.4,-2.4,9.6,-2
291,Mo Williams,2013-14,31,POR,NBA,2.2,1,-1.2,11.8,-2
292,Cody Zeller,2013-14,21,CHA,NBA,2.6,0.4,-2.9,13.1,-2
293,Jeff Ayres,2013-14,26,SAS,NBA,2.4,1,-3,11.1,-2.1
294,Carlos Boozer,2013-14,32,CHI,NBA,3.4,-0.9,-2.3,14.4,-2.1
295,Will Bynum,2013-14,31,DET,NBA,1,0.6,-0.6,14.4,-2.1
296,Jarrett Jack,2013-14,30,CLE,NBA,2.3,0.9,-1.6,11.5,-2.1
297,Michael Kidd-Gilchrist,2013-14,20,CHA,NBA,3.1,0.9,-2.9,12,-2.1
298,Tristan Thompson,2013-14,22,CLE,NBA,5.7,3.4,-0.6,14.9,-2.1
299,Derrick Williams,2013-14,22,TOT,NBA,2.6,1.3,-1.6,11.5,-2.1
300,Steven Adams,2013-14,20,OKC,NBA,2.9,0.9,-3.1,11.2,-2.2
301,Henry Sims,2013-14,23,TOT,NBA,2.1,1.4,-0.8,16.1,-2.2
302,Tyler Zeller,2013-14,24,CLE,NBA,2.6,1.5,-1.8,15.4,-2.2
303,Pero Antić,2013-14,31,ATL,NBA,1.4,0.5,-1.6,11.7,-2.3
304,Andrea Bargnani,2013-14,28,NYK,NBA,1.5,0.8,-0.7,14.5,-2.3
305,Khris Middleton,2013-14,22,MIL,NBA,2.7,1.9,-1.2,12.5,-2.3
306,Jarvis Varnado,2013-14,25,TOT,NBA,0.8,0.5,-3.5,13.3,-2.3
307,Ronnie Brewer,2013-14,28,TOT,NBA,0,-0.1,-3.8,3.4,-2.4
