Rk,Player,Season,Age,Tm,Lg,WS,OWS,OBPM,PER,BPM
61,Larry Nance,2017-18,25,TOT,NBA,5.8,3.5,0.9,20.2,2.4
62,Adreian Payne,2017-18,26,ORL,NBA,0.2,0.1,1.8,18.8,2.4
63,Jonas Valančiūnas,2017-18,25,TOR,NBA,7.6,4.6,2.4,22.5,2.4
64,Fred VanVleet,2017-18,23,TOR,NBA,4.7,2.7,1.4,15.9,2.4
65,Marc Gasol,2017-18,33,MEM,NBA,4,1.5,1.7,17.4,2.3
66,Daniel Hamilton,2017-18,22,OKC,NBA,0.1,0.1,1,18.2,2.3
67,Joe Ingles,2017-18,30,UTA,NBA,7.6,4,1,14.4,2.3
68,Dirk Nowitzki,2017-18,39,DAL,NBA,4.8,2.6,1.7,16.7,2.3
69,Kelly Olynyk,2017-18,26,MIA,NBA,5.5,2.8,1.1,17.8,2.3
70,Derrick White,2017-18,23,SAS,NBA,0.5,0.3,0.8,15.9,2.3
71,Lou Williams,2017-18,31,LAC,NBA,6.7,5.5,4.2,20.2,2.3
72,Bradley Beal,2017-18,24,WAS,NBA,6.9,4.4,2.9,18.4,2.2
73,Enes Kanter,2017-18,25,NYK,NBA,7.6,5.5,3.3,24,2.2
74,Nikola Mirotić,2017-18,26,TOT,NBA,4,2.2,2.5,18.7,2.2
75,Greg Monroe,2017-18,27,TOT,NBA,3.4,1.8,1.3,21.2,2.2
76,Terry Rozier,2017-18,23,BOS,NBA,5.6,2.2,0.9,15.1,2.1
77,Brandan Wright,2017-18,30,TOT,NBA,1.3,0.8,1.1,19,2.1
78,Al Jefferson,2017-18,33,IND,NBA,1.6,0.8,0.6,20.2,2
79,Meyers Leonard,2017-18,25,POR,NBA,1.1,0.7,1,17.8,2
80,Ike Anigbogu,2017-18,19,IND,NBA,0.1,0.1,1.8,21.6,1.9
81,Wade Baldwin,2017-18,21,POR,NBA,0.3,0.2,0.2,16.6,1.9
82,Tobias Harris,2017-18,25,TOT,NBA,6.7,4.2,2.3,17.1,1.9
83,Kristaps Porziņģis,2017-18,22,NYK,NBA,3.2,1.4,1.9,20.4,1.8
84,Dāvis Bertāns,2017-18,25,SAS,NBA,3.1,1.6,1,14.1,1.6
85,Jrue Holiday,2017-18,27,NOP,NBA,7.1,4.2,1.3,17.8,1.6
86,James Johnson,2017-18,30,MIA,NBA,5,2.2,0,15.8,1.6
87,Jeremy Lamb,2017-18,25,CHO,NBA,4.9,3,1.3,17,1.6
88,Dwight Powell,2017-18,26,DAL,NBA,6.6,4.6,0.6,18.8,1.6
89,Robert Covington,2017-18,27,PHI,NBA,6.1,1.6,-0.2,12.9,1.5
90,Derrick Favors,2017-18,26,UTA,NBA,8,4.5,0.9,18.8,1.5
91,Reggie Hearn,2017-18,26,DET,NBA,0,0,2.9,13.1,1.5
92,JaVale McGee,2017-18,30,GSW,NBA,2.7,1.7,0.3,22.3,1.5
93,Maurice Harkless,2017-18,24,POR,NBA,3.2,1.6,-0.4,12.6,1.4
94,Willy Hernangómez,2017-18,23,TOT,NBA,1.8,1.1,0.9,21.2,1.4
95,DeAndre Jordan,2017-18,29,LAC,NBA,9.4,6,1.7,20.2,1.4
96,Trey Lyles,2017-18,22,DEN,NBA,3.9,2.7,2,17.9,1.3
97,Dario Šarić,2017-18,23,PHI,NBA,6.6,3.8,1.8,15.8,1.3
98,Pascal Siakam,2017-18,23,TOR,NBA,4.7,2.1,-0.3,14.5,1.3
99,Derrick Walton,2017-18,22,MIA,NBA,0.4,0.2,-1.1,11.2,1.3
100,J.J. Barea,2017-18,33,DAL,NBA,3.3,2.3,2.7,17.8,1.2
101,CJ McCollum,2017-18,26,POR,NBA,6.6,3.7,1.8,17,1.2
102,Donovan Mitchell,2017-18,21,UTA,NBA,5.2,1.4,0.9,16.7,1.2
103,Tomáš Satoranský,2017-18,26,WAS,NBA,5,3.7,0.8,15.4,1.2
104,Jayson Tatum,2017-18,19,BOS,NBA,7.1,3,0,15.3,1.2
105,Steven Adams,2017-18,24,OKC,NBA,9.7,6.7,1.7,20.6,1.1
106,Will Barton,2017-18,27,DEN,NBA,6.2,4.4,1.6,16.2,1.1
107,Richaun Holmes,2017-18,24,PHI,NBA,2.8,1.6,-0.3,17.4,1.1
108,J.J. Redick,2017-18,33,PHI,NBA,6.6,4.8,2.2,15.9,1.1
109,Lonzo Ball,2017-18,20,LAL,NBA,2,-0.5,-0.7,12.5,1
110,Buddy Hield,2017-18,25,SAC,NBA,2.8,1.3,1.6,16.1,1
111,Amir Johnson,2017-18,30,PHI,NBA,4.1,2.1,-1.2,14.9,1
112,Marvin Williams,2017-18,31,CHO,NBA,5,3.1,0.6,13.9,1
113,Ante Žižić,2017-18,21,CLE,NBA,1,0.9,1.9,24.2,1
114,Devin Booker,2017-18,21,PHO,NBA,2.4,1.9,2.9,18.1,0.9
115,Brook Lopez,2017-18,29,LAL,NBA,3.8,1.9,0.7,16.5,0.9
116,Anthony Tolliver,2017-18,32,DET,NBA,5.3,3.8,1.2,13.9,0.9
117,Rudy Gay,2017-18,31,SAS,NBA,3.1,1,0.2,18,0.8
118,Gary Harris,2017-18,23,DEN,NBA,5.5,3.9,1,16.5,0.8
119,Tyus Jones,2017-18,21,MIN,NBA,3.6,2.3,-0.8,14.1,0.8
120,Chandler Parsons,2017-18,29,MEM,NBA,1.1,0.7,1.2,13.6,0.8
121,Bobby Portis,2017-18,22,CHI,NBA,3.5,2,2.2,19.7,0.8
122,Willie Reed,2017-18,27,TOT,NBA,1.5,1,0.5,19.2,0.8
123,Trevor Ariza,2017-18,32,HOU,NBA,5.3,2.6,0,11.8,0.7
124,Reggie Bullock,2017-18,26,DET,NBA,4.2,2.8,0.7,13.6,0.7
125,Salah Mejri,2017-18,31,DAL,NBA,2.7,1.3,-2,17.8,0.7
126,Shabazz Napier,2017-18,26,POR,NBA,3.2,1.2,-0.7,14.2,0.7
127,Josh Richardson,2017-18,24,MIA,NBA,5.4,1.8,-0.6,13.6,0.7
128,Ricky Rubio,2017-18,27,UTA,NBA,5.3,1.5,-0.7,15.4,0.7
129,Kent Bazemore,2017-18,28,ATL,NBA,2.2,0.2,-0.4,14.5,0.6
130,Spencer Dinwiddie,2017-18,24,BRK,NBA,5.7,4.3,1.3,15.9,0.6
131,Julius Randle,2017-18,23,LAL,NBA,6.6,4,0.6,19.9,0.6
132,Patrick Beverley,2017-18,29,LAC,NBA,0.4,0.1,-0.3,12.4,0.5
133,Mike Conley,2017-18,30,MEM,NBA,0.6,0.4,1.3,15.4,0.5
134,Eric Moreland,2017-18,26,DET,NBA,2.3,0.7,-2.8,13.9,0.5
135,Dejounte Murray,2017-18,21,SAS,NBA,3.2,-0.2,-1.6,15.1,0.5
136,Nerlens Noel,2017-18,23,DAL,NBA,1.3,0.4,-2.2,16.2,0.5
137,Mason Plumlee,2017-18,27,DEN,NBA,3.6,1.8,-1,16.9,0.5
138,Al-Farouq Aminu,2017-18,27,POR,NBA,4.2,0.9,-0.7,12,0.4
139,Nicolas Batum,2017-18,29,CHO,NBA,3.5,1.7,0.5,14.4,0.4
140,Wayne Ellington,2017-18,30,MIA,NBA,4.5,2.6,1,12.5,0.4
141,Eric Gordon,2017-18,29,HOU,NBA,4.7,2.9,2,15.2,0.4
142,Danny Green,2017-18,30,SAS,NBA,2.9,0.1,-1,11.4,0.4
143,Paul Millsap,2017-18,32,DEN,NBA,2.5,1.4,0.4,17,0.4
144,Jakob Poeltl,2017-18,22,TOR,NBA,5.6,3.1,-0.7,17.5,0.4
145,Jeff Teague,2017-18,29,MIN,NBA,4.9,3.4,1.1,16.4,0.4
146,Mirza Teletović,2017-18,32,MIL,NBA,0.3,0.2,2.1,13.5,0.4
147,Kentavious Caldwell-Pope,2017-18,24,LAL,NBA,5.3,2.6,-0.4,13.2,0.3
148,Goran Dragić,2017-18,31,MIA,NBA,5.3,2.9,0.9,16.6,0.3
149,Aaron Gordon,2017-18,22,ORL,NBA,2.9,0.9,0.9,16.5,0.3
150,Jerami Grant,2017-18,23,OKC,NBA,5.4,3.5,0,16.2,0.3
151,Gerald Green,2017-18,32,HOU,NBA,2.1,1,1,14.1,0.3
152,Alex Len,2017-18,24,PHO,NBA,4.5,3.2,0.6,19.4,0.3
153,C.J. Miles,2017-18,30,TOR,NBA,2.9,1.4,1,13,0.3
154,Mike Muscala,2017-18,26,ATL,NBA,2.4,1.5,0.3,14.4,0.3
155,Daniel Theis,2017-18,25,BOS,NBA,3.5,1.6,-2,16.1,0.3
156,DeMarre Carroll,2017-18,31,BRK,NBA,4.1,2.3,0.5,14.3,0.2
157,Luke Kornet,2017-18,22,NYK,NBA,0.5,0.2,0.4,13.6,0.2
158,Kyle Korver,2017-18,36,CLE,NBA,3.4,2.8,1.5,13.4,0.2
159,Jamil Wilson,2017-18,27,LAC,NBA,0.5,0.4,0,11.4,0.2
160,Thaddeus Young,2017-18,29,IND,NBA,5.5,2.3,-0.2,14.8,0.2
161,Ryan Anderson,2017-18,29,HOU,NBA,4.8,3.1,0.9,12.6,0.1
162,Nemanja Bjelica,2017-18,29,MIN,NBA,2.8,1.7,-0.1,12.6,0.1
163,Jordan Clarkson,2017-18,25,TOT,NBA,3,1.9,1.5,16.4,0.1
164,Dewayne Dedmon,2017-18,28,ATL,NBA,3.7,1.8,-0.4,15.8,0.1
165,Dante Exum,2017-18,22,UTA,NBA,0.7,0.3,-0.3,16.7,0.1
166,Langston Galloway,2017-18,26,DET,NBA,1.4,0.5,-0.2,12.2,0.1
167,Joe Harris,2017-18,26,BRK,NBA,4,3,0.7,13.3,0.1
168,Rondae Hollis-Jefferson,2017-18,23,BRK,NBA,4.1,2.1,-0.3,16.9,0.1
169,Jonas Jerebko,2017-18,30,UTA,NBA,3.4,1.8,-0.4,13.2,0.1
170,T.J. McConnell,2017-18,25,PHI,NBA,3.8,1.3,-1.9,12.5,0
171,Khris Middleton,2017-18,26,MIL,NBA,6.9,4.6,0.8,17.4,0
172,Jusuf Nurkić,2017-18,23,POR,NBA,4.7,0.8,-1.1,19.2,0
173,Zaza Pachulia,2017-18,33,GSW,NBA,3.3,1.8,-0.7,17,0
174,Ish Smith,2017-18,29,DET,NBA,4.4,2.4,-0.3,15.4,0
175,Willie Cauley-Stein,2017-18,24,SAC,NBA,3.9,1.7,-0.4,17.6,-0.1
176,Josh Hart,2017-18,22,LAL,NBA,3.4,1.9,-0.6,12.2,-0.1
177,Rodney Hood,2017-18,25,TOT,NBA,2.7,1.2,0.8,14.3,-0.1
178,Dwight Howard,2017-18,32,CHO,NBA,6.8,2.9,-0.3,20.5,-0.1
179,Serge Ibaka,2017-18,28,TOR,NBA,5.1,2.1,-0.1,14.7,-0.1
180,Marcus Morris,2017-18,28,BOS,NBA,3.2,1.1,-0.1,14.5,-0.1
181,Andre Roberson,2017-18,26,OKC,NBA,2.2,0.8,-1.9,10.9,-0.1
182,D.J. Augustin,2017-18,30,ORL,NBA,4.1,3.3,1,15.4,-0.2
183,Michael Beasley,2017-18,29,NYK,NBA,2.4,0.9,0.6,17.8,-0.2
184,John Collins,2017-18,20,ATL,NBA,5.4,3.4,-0.4,18.3,-0.2
185,Frank Kaminsky,2017-18,24,CHO,NBA,3.6,2.3,0.6,14.4,-0.2
186,Kevon Looney,2017-18,21,GSW,NBA,2.8,1.5,-1.2,14.8,-0.2
187,Lauri Markkanen,2017-18,20,CHI,NBA,3.3,1.7,1,15.6,-0.2
188,Luc Mbah a Moute,2017-18,31,HOU,NBA,2.8,0.8,-1.6,10.3,-0.2
189,Royce O'Neale,2017-18,24,UTA,NBA,2.4,0.5,-2,10.8,-0.2
190,Patrick Patterson,2017-18,28,OKC,NBA,2.6,1.2,-1.2,10,-0.2
191,Elfrid Payton,2017-18,23,TOT,NBA,2.8,1.4,0.1,16.5,-0.2
192,Myles Turner,2017-18,21,IND,NBA,4.7,2.2,-0.6,16.6,-0.2
193,Jameel Warney,2017-18,24,DAL,NBA,0.1,0.1,2.5,22.5,-0.2
194,Andre Iguodala,2017-18,34,GSW,NBA,3.2,1.6,-1.1,11.2,-0.3
195,Dakari Johnson,2017-18,22,OKC,NBA,0.6,0.4,-1.2,16.4,-0.3
196,Tyler Johnson,2017-18,25,MIA,NBA,4.2,1.9,-0.5,13,-0.3
197,Courtney Lee,2017-18,32,NYK,NBA,3.9,2.7,-0.1,13,-0.3
198,Jamal Murray,2017-18,20,DEN,NBA,5.5,4.3,1.2,16.1,-0.3
199,Rajon Rondo,2017-18,31,NOP,NBA,3.6,1.9,0,15.3,-0.3
200,Bam Adebayo,2017-18,20,MIA,NBA,4.2,2.3,-1.1,15.7,-0.4
201,Ron Baker,2017-18,24,NYK,NBA,0.5,0.1,-2.8,9.3,-0.4
202,Reggie Jackson,2017-18,27,DET,NBA,2,1.1,1,15.9,-0.4
203,Brice Johnson,2017-18,23,TOT,NBA,0.2,0,-2.1,18.2,-0.4
204,Kosta Koufos,2017-18,28,SAC,NBA,3.9,2.3,-0.2,17.5,-0.4
205,Cameron Payne,2017-18,23,CHI,NBA,0.8,0.3,-0.1,14,-0.4
206,Klay Thompson,2017-18,27,GSW,NBA,4.9,3.1,1.7,16,-0.4
207,Harrison Barnes,2017-18,25,DAL,NBA,3.8,2,0.8,15.8,-0.5
208,Marco Belinelli,2017-18,31,TOT,NBA,3.7,2.4,0.4,14.1,-0.5
209,Jaylen Brown,2017-18,21,BOS,NBA,4.5,1.2,-0.8,13.6,-0.5
210,Channing Frye,2017-18,34,TOT,NBA,1.5,0.9,-0.5,13.1,-0.5
211,Danilo Gallinari,2017-18,29,LAC,NBA,1.2,0.8,0.4,13.8,-0.5
212,Taj Gibson,2017-18,32,MIN,NBA,7.2,5.4,0.1,15.4,-0.5
213,Mario Hezonja,2017-18,22,ORL,NBA,2.3,0.5,-0.9,13.7,-0.5
214,Maxi Kleber,2017-18,26,DAL,NBA,2.8,1.6,-1,13.4,-0.5
215,Troy Williams,2017-18,23,TOT,NBA,0.5,0.2,-1,15.1,-0.5
216,OG Anunoby,2017-18,20,TOR,NBA,3,1.4,-1.2,10,-0.6
217,Trevor Booker,2017-18,30,TOT,NBA,2.9,1.6,-0.6,14.9,-0.6
218,Jack Cooley,2017-18,26,SAC,NBA,0.3,0.3,0.9,19.7,-0.6
219,Ed Davis,2017-18,28,POR,NBA,5,2.5,-1.2,15.5,-0.6
220,Raymond Felton,2017-18,33,OKC,NBA,2.2,0.9,-0.3,13,-0.6
221,Evan Fournier,2017-18,25,ORL,NBA,3.3,2.4,0.8,15.5,-0.6
222,Marcin Gortat,2017-18,33,WAS,NBA,4.9,2.4,-0.8,14.7,-0.6
223,Tim Hardaway,2017-18,25,NYK,NBA,2.6,1.6,0.5,14.4,-0.6
224,Ersan İlyasova,2017-18,30,TOT,NBA,4,2.2,-0.2,14.9,-0.6
225,Dennis Schröder,2017-18,24,ATL,NBA,2.6,1.5,1.2,17.3,-0.6
226,Bojan Bogdanović,2017-18,28,IND,NBA,5.4,3.8,0.5,13.9,-0.7
227,Matt Costello,2017-18,24,SAS,NBA,0.1,0,-6,9.7,-0.7
228,Allen Crabbe,2017-18,25,BRK,NBA,3.2,1.8,0,12.3,-0.7
229,Shaquille Harrison,2017-18,24,PHO,NBA,0.8,0.4,-2.3,15.6,-0.7
230,Wesley Johnson,2017-18,30,LAC,NBA,1.7,-0.1,-2.5,9.8,-0.7
231,Kyle Kuzma,2017-18,22,LAL,NBA,3.8,1.5,0.3,14.2,-0.7
232,Glenn Robinson,2017-18,24,IND,NBA,0.6,0.4,-1.2,10.8,-0.7
233,T.J. Warren,2017-18,24,PHO,NBA,3.4,2.6,0.8,17.6,-0.7
234,Okaro White,2017-18,25,MIA,NBA,0.2,0.1,-1,8.9,-0.7
235,Jarrett Allen,2017-18,19,BRK,NBA,4.2,2.7,-0.9,17.5,-0.8
236,George Hill,2017-18,31,TOT,NBA,3.2,2.3,-0.2,13.3,-0.8
237,Luke Kennard,2017-18,21,DET,NBA,2.6,1.1,-0.9,12.1,-0.8
238,Caris LeVert,2017-18,23,BRK,NBA,2.3,0.7,-0.8,14.2,-0.8
239,Joakim Noah,2017-18,32,NYK,NBA,0.1,0,-2.5,15.6,-0.8
240,Jabari Parker,2017-18,22,MIL,NBA,1.2,0.6,0.9,17.1,-0.8
241,Justin Anderson,2017-18,24,PHI,NBA,1.2,0.6,-0.6,13,-0.9
242,Khem Birch,2017-18,25,ORL,NBA,1.8,1.2,-0.7,16.4,-0.9
243,Alec Burks,2017-18,26,UTA,NBA,1.9,0.2,-1.3,13.1,-0.9
244,Omri Casspi,2017-18,29,GSW,NBA,2.2,1.2,-0.9,15.5,-0.9
245,Tim Frazier,2017-18,27,WAS,NBA,1.4,0.4,-2.8,11.3,-0.9
246,John Henson,2017-18,27,MIL,NBA,4.9,2.8,-1,15.7,-0.9
247,Wesley Matthews,2017-18,31,DAL,NBA,2.6,1,-1,11.4,-0.9
248,Gorgui Dieng,2017-18,28,MIN,NBA,2.9,1.6,-0.9,14.7,-1
249,Nenê Hilário,2017-18,35,HOU,NBA,2.6,1.5,-1.6,16.4,-1
250,Joffrey Lauvergne,2017-18,26,SAS,NBA,1.3,0.6,-0.4,16.5,-1
251,Malcolm Miller,2017-18,24,TOR,NBA,0.2,0.1,-0.8,8.9,-1
252,Patty Mills,2017-18,29,SAS,NBA,4.1,2,-0.6,11.8,-1
253,Zach Randolph,2017-18,36,SAC,NBA,1.5,0.3,0.5,17.3,-1
254,Denzel Valentine,2017-18,24,CHI,NBA,2.5,1,-1,12.1,-1
255,Dwyane Wade,2017-18,36,TOT,NBA,1.1,-0.4,-0.9,15,-1
256,Jodie Meeks,2017-18,30,WAS,NBA,2,1.3,-0.3,12.4,-1.1
257,Domantas Sabonis,2017-18,21,IND,NBA,4.7,2.5,-0.6,17.5,-1.1
258,Marreese Speights,2017-18,30,ORL,NBA,0.6,0.1,0.2,13.7,-1.1
259,P.J. Tucker,2017-18,32,HOU,NBA,3.9,1,-1.9,8.3,-1.1
260,Taurean Waller-Prince,2017-18,23,ATL,NBA,2,0,-0.5,12.8,-1.1
261,Justise Winslow,2017-18,21,MIA,NBA,2.6,0.2,-2.2,11.5,-1.1
262,Malcolm Brogdon,2017-18,25,MIL,NBA,2.7,2,-0.1,14.3,-1.2
263,Vince Carter,2017-18,41,SAC,NBA,1.2,0.3,-1.9,10.8,-1.2
264,Cheick Diallo,2017-18,21,NOP,NBA,1.9,1.1,-1.3,17,-1.2
265,James Ennis,2017-18,27,TOT,NBA,3.1,2,-1.1,11.6,-1.2
266,Brandon Ingram,2017-18,20,LAL,NBA,2.8,1,-0.9,13.8,-1.2
267,Emeka Okafor,2017-18,35,NOP,NBA,1,0.5,-1.1,16.4,-1.2
268,Austin Rivers,2017-18,25,LAC,NBA,2.4,1.4,-0.3,12.6,-1.2
269,D'Angelo Russell,2017-18,21,BRK,NBA,0.4,-0.5,0.8,15.2,-1.2
270,JaKarr Sampson,2017-18,24,SAC,NBA,0.8,0.4,-2.3,13.9,-1.2
271,Marcus Smart,2017-18,23,BOS,NBA,1.9,-0.6,-2.1,10.8,-1.2
272,Guerschon Yabusele,2017-18,22,BOS,NBA,0.6,0.3,-1.4,12.3,-1.2
273,Cody Zeller,2017-18,25,CHO,NBA,1.9,1.2,-1.2,15.9,-1.2
274,Corey Brewer,2017-18,31,TOT,NBA,2.3,0.7,-3.2,11.2,-1.3
275,Isaiah Canaan,2017-18,26,TOT,NBA,0.6,0.5,-0.5,13.5,-1.3
276,Kris Dunn,2017-18,23,CHI,NBA,0.9,-1,-2.4,14.5,-1.3
277,Manu Ginóbili,2017-18,40,SAS,NBA,2.2,0.6,-1.5,12.9,-1.3
278,Jerian Grant,2017-18,25,CHI,NBA,3.3,2.3,-0.9,14.3,-1.3
279,Myke Henry,2017-18,25,MEM,NBA,0.1,-0.3,-3.1,9.7,-1.3
280,Markieff Morris,2017-18,28,WAS,NBA,3.3,1.2,-1.3,13.2,-1.3
281,Julyan Stone,2017-18,29,CHO,NBA,0.3,0.2,-3.2,7.6,-1.3
282,Noah Vonleh,2017-18,22,TOT,NBA,1.6,0.5,-1.1,12.8,-1.3
283,Briante Weber,2017-18,25,TOT,NBA,0.4,0,-4.1,10.1,-1.3
284,Tyson Chandler,2017-18,35,PHO,NBA,2.7,1.9,-0.8,14.2,-1.4
285,Yogi Ferrell,2017-18,24,DAL,NBA,3,1.5,-1.3,11.4,-1.4
286,Jonathan Isaac,2017-18,20,ORL,NBA,0.2,-0.6,-3.8,9.8,-1.4
287,Shelvin Mack,2017-18,27,ORL,NBA,1.9,1,-1.2,13.3,-1.4
288,Rodney McGruder,2017-18,26,MIA,NBA,0.8,0.5,-1,12,-1.4
289,Raul Neto,2017-18,25,UTA,NBA,0.9,0.3,-1.6,11.9,-1.4
290,Tyler Zeller,2017-18,28,TOT,NBA,2.9,2,-0.5,16,-1.4
291,Álex Abrines,2017-18,24,OKC,NBA,2.2,1.3,-1.9,9,-1.5
292,Bogdan Bogdanović,2017-18,25,SAC,NBA,2.9,1.8,-0.6,13.5,-1.5
293,Michael Carter-Williams,2017-18,26,CHO,NBA,0.9,-0.2,-3.3,10.8,-1.5
294,Deyonta Davis,2017-18,21,MEM,NBA,2.7,1.9,-0.9,16.6,-1.5
295,Andrew Harrison,2017-18,23,MEM,NBA,1.7,1,-1,12.7,-1.5
296,Mike James,2017-18,27,TOT,NBA,0.2,-0.1,-0.5,13.9,-1.5
297,Cory Joseph,2017-18,26,IND,NBA,3.1,1.2,-1.8,11,-1.5
298,Quinn Cook,2017-18,24,GSW,NBA,1.6,1.1,-0.1,12.8,-1.6
299,Danuel House,2017-18,24,PHO,NBA,0.6,0.4,-0.8,12.4,-1.6
300,E'Twaun Moore,2017-18,28,NOP,NBA,4.4,2.8,-1,12.1,-1.6
301,Dante Cunningham,2017-18,30,TOT,NBA,2.4,1.1,-1.5,10,-1.7
302,Shane Larkin,2017-18,25,BOS,NBA,1.4,0.3,-2.8,10.3,-1.7
303,Jahlil Okafor,2017-18,22,TOT,NBA,0.6,0.3,-1.8,15.3,-1.7
304,Kelly Oubre,2017-18,22,WAS,NBA,3.7,1.4,-1.6,11.9,-1.7
305,Mike Scott,2017-18,29,WAS,NBA,2.5,1.4,-0.6,13.6,-1.7
306,Miloš Teodosić,2017-18,30,LAC,NBA,1.4,0.9,-0.3,11.6,-1.7
