Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Thabo Sefolosha,2018,UTA,38,798.20,-0.23,0.93,0.7,1.7
Kentavious Caldwell-Pope,2018,LAL,74,"2,447.40",0.45,0.24,0.69,5.1
Eric Moreland,2018,DET,67,799.6,-2.6,3.28,0.67,1.7
Marcus Smart,2018,BOS,69,"2,049.60",-0.45,1.11,0.66,4.2
Willie Reed,2018,TOT,42,425.10,-0.11,0.76,0.65,0.9
Marc Gasol,2018,MEM,73,"2,394.20",-0.32,0.95,0.63,4.9
Alec Peters,2018,PHO,20,221.00,0.53,0.1,0.63,0.5
Isaiah Canaan,2018,TOT,20,419.00,1,-0.38,0.62,0.9
JaKarr Sampson,2018,SAC,22,341.00,-1.58,2.2,0.62,0.7
Taj Gibson,2018,MIN,87,"2,837.40",0.03,0.57,0.6,5.7
Buddy Hield,2018,SAC,80,"2,008.20",0.37,0.23,0.6,4.1
Yogi Ferrell,2018,DAL,82,"2,267.80",-0.45,1.03,0.58,4.6
Ron Baker,2018,NYK,29,380.10,-0.64,1.21,0.57,0.8
Jared Dudley,2018,PHO,48,682.7,-0.4,0.96,0.56,1.4
JaVale McGee,2018,GSW,78,771.90,-0.18,0.73,0.54,1.5
Danuel House,2018,PHO,23,400.30,0.22,0.29,0.5,0.8
Brook Lopez,2018,LAL,74,"1,728.60",0.39,0.09,0.49,3.4
Langston Galloway,2018,DET,58,856,-0.43,0.9,0.47,1.7
Pau Gasol,2018,SAS,82,"1,892.10",-1.02,1.48,0.45,3.7
Marcin Gortat,2018,WAS,88,"2,225.20",-0.72,1.14,0.42,4.2
Ersan Ilyasova,2018,TOT,79,"1,949.90",0.23,0.18,0.42,3.7
Ish Smith,2018,DET,82,"2,031.40",0.18,0.23,0.41,3.9
Marreese Speights,2018,ORL,52,671.20,0.7,-0.3,0.4,1.3
Anthony Tolliver,2018,DET,79,"1,744.60",0.33,0.06,0.39,3.3
DeAndre Jordan,2018,LAC,77,"2,408.10",-0.47,0.85,0.38,4.5
Davis Bertans,2018,SAS,82,"1,154.30",0.05,0.33,0.38,2.2
Nicolas Batum,2018,CHO,64,"1,968.40",0.47,-0.16,0.3,3.6
DeMarre Carroll,2018,BRK,73,"2,166.00",0.41,-0.14,0.27,3.9
Tyler Johnson,2018,MIA,77,"2,116.80",-0.1,0.37,0.27,3.8
Luke Kennard,2018,DET,73,"1,448.40",-0.16,0.43,0.27,2.6
Milos Teodosic,2018,LAC,45,"1,127.50",0.81,-0.54,0.27,2
Josh Magette,2018,ATL,18,213,-0.13,0.38,0.25,0.4
Jeremy Lamb,2018,CHO,80,"1,958.60",0.56,-0.33,0.24,3.5
Aron Baynes,2018,BOS,100,"1,866.40",-2.12,2.35,0.23,3.3
Carmelo Anthony,2018,OKC,84,"2,676.30",0.7,-0.49,0.21,4.7
Josh Richardson,2018,MIA,86,"2,802.70",-0.85,1.06,0.2,4.9
Michael Kidd-Gilchrist,2018,CHO,74,"1,839.30",-0.83,1.03,0.2,3.2
Bruno Caboclo,2018,TOT,12,103.8,-0.28,0.47,0.19,0.2
Tim Hardaway,2018,NYK,57,"1,874.10",1.07,-0.89,0.18,3.3
Trey Burke,2018,NYK,36,776.90,2.71,-2.53,0.18,1.4
Lou Williams,2018,LAC,79,"2,571.90",3.84,-3.68,0.17,4.5
Jakob Poltl,2018,TOR,91,"1,651.20",-0.36,0.52,0.16,2.9
Alex Len,2018,PHO,69,"1,386.00",-0.3,0.46,0.16,2.4
Gian Clavell,2018,DAL,7,63.4,-0.11,0.27,0.16,0.1
Jeff Withey,2018,DAL,9,38.7,-0.02,0.18,0.16,0.1
Wayne Ellington,2018,MIA,82,"2,125.90",0.81,-0.66,0.15,3.7
Jamil Wilson,2018,LAC,15,271,-0.46,0.62,0.15,0.5
Derrick White,2018,SAS,20,153.8,-0.19,0.31,0.13,0.3
Alan Williams,2018,PHO,5,70.1,-0.29,0.42,0.13,0.1
Andre Ingram,2018,LAL,2,63.9,-0.07,0.2,0.13,0.1
Royce O'Neale,2018,UTA,80,"1,392.60",-1.26,1.37,0.11,2.4
Kent Bazemore,2018,ATL,65,"1,780.40",-0.3,0.39,0.09,3
MarShon Brooks,2018,MEM,7,189.8,1.17,-1.07,0.09,0.3
Jack Cooley,2018,SAC,7,85.5,-0.07,0.13,0.07,0.1
Vander Blue,2018,LAL,5,44.40,-0.12,0.17,0.05,0.1
Ed Davis,2018,POR,82,"1,535.80",-0.82,0.86,0.04,2.5
Dewayne Dedmon,2018,ATL,62,"1,532.10",-1.12,1.15,0.04,2.5
Danny Green,2018,SAS,75,"1,884.40",-1.22,1.25,0.03,3.1
Mike James,2018,TOT,36,682.5,0.3,-0.26,0.03,1.1
Jacob Wiley,2018,BRK,5,32.6,-0.13,0.16,0.03,0.1
Matt Williams,2018,MIA,3,10.9,0,0.03,0.03,0
Nicolas Brussino,2018,ATL,4,9.5,-0.01,0.04,0.03,0
Justise Winslow,2018,MIA,73,"1,793.70",-1.45,1.47,0.02,2.9
Vince Carter,2018,SAC,58,"1,019.50",-0.88,0.9,0.02,1.7
Ivica Zubac,2018,LAL,43,405.00,-1.48,1.5,0.02,0.7
Devin Robinson,2018,WAS,1,13.1,-0.02,0.04,0.02,0
Jameel Warney,2018,DAL,3,26.30,-0.01,0.02,0.01,0
Vince Hunter,2018,MEM,4,7.10,0,0.01,0.01,0
Brice Johnson,2018,TOT,18,95.8,-0.27,0.27,0,0.2
Joakim Noah,2018,NYK,7,39.90,-0.17,0.18,0,0.1
Matt Costello,2018,SAS,4,31.5,-0.02,0.02,0,0.1
Jarell Eddie,2018,TOT,3,8.3,-0.01,0.01,0,0
Josh McRoberts,2018,DAL,2,5.7,-0.01,0.02,0,0
Mindaugas Kuzminskas,2018,NYK,1,1.80,-0.01,0.01,0,0
Trey McKinney-Jones,2018,IND,1,1,0,0,0,0
Naz Mitrou-Long,2018,UTA,1,0.50,0,0,0,0
Wilson Chandler,2018,DEN,74,"2,330.00",-0.52,-0.49,-1,2.3
Andrew Harrison,2018,MEM,56,"1,317.60",-0.91,-0.09,-1,1.2
Scotty Hopson,2018,DAL,1,8.40,-0.02,0.01,-0.01,0
Gordon Hayward,2018,BOS,1,5.30,-0.02,0,-0.01,0
Jeremy Evans,2018,ATL,1,5.20,-0.01,0,-0.01,0
Chris Boucher,2018,GSW,1,1.00,-0.01,0,-0.01,0
Nerlens Noel,2018,DAL,30,470.20,-2.6,2.57,-0.02,0.8
Dakari Johnson,2018,OKC,33,159.90,-0.76,0.74,-0.02,0.3
Kendrick Perkins,2018,CLE,1,14.5,-0.03,0.02,-0.02,0
Reggie Hearn,2018,DET,3,6.2,-0.02,0,-0.02,0
Anthony Brown,2018,MIN,1,3.7,-0.01,-0.01,-0.02,0
Justin Patton,2018,MIN,1,3.70,-0.01,-0.01,-0.02,0
PJ Dozier,2018,OKC,2,2.70,-0.01,0,-0.02,0
Edmond Sumner,2018,IND,1,2.2,-0.01,-0.01,-0.02,0
Tyler Lydon,2018,DEN,1,2,-0.01,-0.01,-0.02,0
Reggie Bullock,2018,DET,62,"1,720.60",0.1,-0.13,-0.03,2.8
Maxi Kleber,2018,DAL,72,"1,200.40",-1.33,1.3,-0.03,1.9
Derrick Williams,2018,LAL,2,8.1,-0.06,0.03,-0.03,0
Luis Montero,2018,DET,2,7.6,-0.04,0.01,-0.03,0
Xavier Silas,2018,BOS,2,7.20,-0.02,-0.01,-0.03,0
Omari Johnson,2018,MEM,4,73.5,0.19,-0.23,-0.04,0.1
Luol Deng,2018,LAL,1,13.1,-0.05,0.01,-0.04,0
Erik McCree,2018,UTA,4,7.2,-0.02,-0.02,-0.04,0
Jacob Pullen,2018,PHI,3,5.80,-0.04,0,-0.04,0
Tomas Satoransky,2018,WAS,79,"1,690.40",0.11,-0.15,-0.05,2.7
Mangok Mathiang,2018,CHO,4,19.1,-0.08,0.03,-0.05,0
Frank Mason,2018,SAC,52,975.9,-0.07,0,-0.06,1.5
Ante Zizic,2018,CLE,40,230.8,-0.33,0.27,-0.06,0.4
Wade Baldwin,2018,POR,11,98.2,-0.22,0.16,-0.06,0.2
Marcus Paige,2018,CHO,5,27.3,-0.03,-0.03,-0.06,0
Jeremy Lin,2018,BRK,1,25.2,-0.04,-0.02,-0.07,0
Ben Moore,2018,IND,2,9.3,-0.04,-0.03,-0.07,0
Kyle Collinsworth,2018,DAL,32,475.40,-0.89,0.81,-0.08,0.7
Nigel Hayes,2018,TOT,9,120.30,-0.44,0.35,-0.08,0.2
David Stockton,2018,UTA,5,14.3,-0.03,-0.05,-0.08,0
Josh Smith,2018,NOP,3,11.4,-0.06,-0.02,-0.08,0
Rondae Hollis-Jefferson,2018,BRK,68,"1,910.60",-0.22,0.13,-0.09,3
Jose Calderon,2018,CLE,70,"1,007.30",-0.53,0.44,-0.09,1.6
Tony Bradley,2018,UTA,10,29.6,-0.06,-0.03,-0.09,0.1
Nate Wolters,2018,UTA,5,17.80,-0.04,-0.05,-0.09,0
James Michael McAdoo,2018,PHI,3,17.40,-0.08,-0.02,-0.1,0
Shabazz Napier,2018,POR,76,"1,561.30",-0.36,0.25,-0.11,2.4
Monte Morris,2018,DEN,3,24.80,-0.1,-0.01,-0.11,0
Tobias Harris,2018,TOT,80,"2,650.40",0.74,-0.86,-0.12,4.1
Milton Doyle,2018,BRK,10,122.50,-0.55,0.43,-0.12,0.2
Adreian Payne,2018,ORL,5,41,-0.08,-0.04,-0.12,0.1
Jonathan Gibson,2018,BOS,4,39.5,-0.02,-0.1,-0.12,0.1
Georges Niang,2018,UTA,9,30.6,-0.12,-0.01,-0.13,0.1
Tim Quarterman,2018,HOU,3,12.5,-0.11,-0.02,-0.13,0
Rodney McGruder,2018,MIA,22,312.90,-0.05,-0.09,-0.14,0.5
Mike Muscala,2018,ATL,53,"1,053.50",-0.4,0.24,-0.16,1.6
Xavier Munford,2018,MIL,6,19.70,-0.12,-0.04,-0.16,0
Evan Fournier,2018,ORL,57,"1,828.40",1.5,-1.67,-0.17,2.8
Kevon Looney,2018,GSW,87,"1,284.70",-1.3,1.12,-0.18,1.9
Thomas Bryant,2018,LAL,15,70.4,-0.18,0,-0.18,0.1
Daniel Hamilton,2018,OKC,6,26.7,-0.14,-0.04,-0.18,0
Enes Kanter,2018,NYK,71,"1,822.40",0.58,-0.78,-0.2,2.7
Cody Zeller,2018,CHO,33,623.90,-1.12,0.92,-0.2,0.9
Damion Lee,2018,ATL,15,402.80,-0.85,0.64,-0.21,0.6
Jabari Bird,2018,BOS,13,112.40,-0.15,-0.06,-0.21,0.2
Joel Bolomboy,2018,MIL,6,36.8,-0.24,0.03,-0.21,0.1
Bam Adebayo,2018,MIA,74,"1,435.90",-1.55,1.34,-0.22,2.1
Udonis Haslem,2018,MIA,14,69.90,-0.32,0.11,-0.22,0.1
Marshall Plumlee,2018,MIL,8,50.50,-0.33,0.11,-0.22,0.1
Ike Anigbogu,2018,IND,11,28.80,-0.06,-0.16,-0.22,0
Daniel Theis,2018,BOS,63,929.40,-1.39,1.16,-0.23,1.4
Lorenzo Brown,2018,TOR,18,164.4,-0.7,0.47,-0.23,0.2
Okaro White,2018,MIA,6,79.00,-0.24,0,-0.23,0.1
CJ McCollum,2018,POR,85,"3,065.70",0.75,-1,-0.24,4.5
Julius Randle,2018,LAL,82,"2,180.20",0.84,-1.08,-0.24,3.2
Jarrett Jack,2018,NYK,62,"1,541.90",0.09,-0.33,-0.24,2.3
Georgios Papagiannis,2018,TOT,17,119.4,-0.16,-0.08,-0.24,0.2
C.J. Miles,2018,TOR,80,"1,553.80",0.56,-0.81,-0.25,2.3
Trey Lyles,2018,DEN,73,"1,379.00",0.2,-0.44,-0.25,2
Alfonzo McKinnie,2018,TOR,14,50.6,-0.11,-0.14,-0.25,0.1
Wesley Johnson,2018,LAC,74,"1,475.90",-1.9,1.64,-0.26,2.1
Travis Wear,2018,LAL,17,225.00,-0.76,0.5,-0.26,0.3
Chinanu Onuaku,2018,HOU,2,24.3,-0.23,-0.04,-0.26,0
Jeff Green,2018,CLE,100,"2,333.30",-0.54,0.26,-0.28,3.4
Cole Aldrich,2018,MIN,21,45.7,-0.21,-0.07,-0.28,0.1
James Johnson,2018,MIA,78,"2,092.40",-0.25,-0.04,-0.29,3
Cedi Osman,2018,CLE,75,722.3,-0.73,0.43,-0.29,1
Josh Gray,2018,PHO,5,85.2,-0.46,0.15,-0.3,0.1
Luke Kornet,2018,NYK,20,322.20,-0.24,-0.07,-0.31,0.5
Julyan Stone,2018,CHO,23,171.90,-0.69,0.38,-0.31,0.2
R.J. Hunter,2018,HOU,5,44.20,-0.26,-0.05,-0.31,0.1
Reggie Jackson,2018,DET,45,"1,191.40",0.65,-0.96,-0.32,1.7
Sam Dekker,2018,LAC,73,875.10,-0.74,0.42,-0.32,1.2
Johnathan Motley,2018,DAL,11,173.80,-0.26,-0.05,-0.32,0.2
Marquis Teague,2018,MEM,3,73.40,-0.21,-0.11,-0.32,0.1
London Perrantes,2018,CLE,14,63.30,-0.28,-0.04,-0.32,0.1
Meyers Leonard,2018,POR,35,258.50,-0.07,-0.26,-0.33,0.4
Walt Lemon,2018,NOP,5,34.70,-0.14,-0.18,-0.33,0.1
Jeff Teague,2018,MIN,75,"2,453.90",0.67,-1.02,-0.34,3.4
Shelvin Mack,2018,ORL,69,"1,353.20",-0.58,0.24,-0.34,1.9
Kyle Singler,2018,OKC,12,56.70,-0.34,-0.01,-0.34,0.1
Terry Rozier,2018,BOS,99,"2,748.00",-0.2,-0.15,-0.35,3.8
George Hill,2018,TOT,86,"2,356.90",0.13,-0.48,-0.35,3.3
Maurice Harkless,2018,POR,61,"1,310.90",-1.11,0.76,-0.35,1.8
Ty Lawson,2018,WAS,5,95.10,-0.18,-0.17,-0.35,0.1
Chris McCullough,2018,WAS,19,87,-0.18,-0.17,-0.35,0.1
Charles Cooke,2018,NOP,13,35.60,-0.23,-0.13,-0.36,0.1
Markel Brown,2018,HOU,4,30.50,-0.23,-0.14,-0.37,0
Darrun Hilliard,2018,SAS,14,92.30,-0.15,-0.24,-0.39,0.1
Kosta Koufos,2018,SAC,71,"1,383.10",-1.42,1.03,-0.4,1.9
Jon Leuer,2018,DET,8,136.50,-0.78,0.36,-0.42,0.2
Terrence Ross,2018,ORL,24,598.8,-1,0.57,-0.43,0.8
Nick Collison,2018,OKC,15,73.5,-0.4,-0.03,-0.43,0.1
Quincy Acy,2018,BRK,70,"1,348.60",-0.84,0.4,-0.44,1.8
Noah Vonleh,2018,TOT,54,867.1,-1.44,1,-0.44,1.1
E'Twaun Moore,2018,NOP,91,"2,855.20",-0.21,-0.25,-0.46,3.8
Derrick Walton,2018,MIA,16,144.3,-0.51,0.05,-0.46,0.2
Antonius Cleveland,2018,TOT,17,121.9,-0.91,0.45,-0.46,0.2
Luc Mbah a Moute,2018,HOU,70,"1,700.30",-1.52,1.05,-0.47,2.2
Andrew Wiggins,2018,MIN,87,"3,128.60",-0.01,-0.49,-0.5,4.1
Troy Williams,2018,TOT,21,304,-0.16,-0.35,-0.51,0.4
Rudy Gay,2018,SAS,62,"1,380.00",-0.35,-0.17,-0.52,1.8
Malcolm Miller,2018,TOR,15,123.8,-0.45,-0.09,-0.54,0.2
Jaylen Morris,2018,ATL,6,97.90,-0.65,0.11,-0.54,0.1
James Young,2018,PHI,6,60.30,-0.37,-0.19,-0.56,0.1
Mario Chalmers,2018,MEM,66,"1,411.10",-1.19,0.61,-0.58,1.7
Bojan Bogdanovic,2018,IND,87,"2,686.60",-0.42,-0.18,-0.59,3.3
Marquese Chriss,2018,PHO,72,"1,518.80",-1.64,1.03,-0.6,1.9
Willie Cauley-Stein,2018,SAC,73,"2,031.70",-1.37,0.76,-0.61,2.5
Aaron Jackson,2018,HOU,8,50.20,-0.43,-0.19,-0.62,0.1
David West,2018,GSW,91,"1,166.00",-2.13,1.5,-0.63,1.4
D.J. Wilson,2018,MIL,22,68.50,-0.5,-0.13,-0.63,0.1
Goran Dragic,2018,MIA,80,"2,518.40",0.44,-1.08,-0.64,3
D.J. Augustin,2018,ORL,75,"1,750.40",-0.29,-0.35,-0.64,2.1
Gary Payton,2018,TOT,23,218.50,-0.51,-0.13,-0.64,0.3
Tyler Ennis,2018,LAL,54,678.60,-1.54,0.89,-0.65,0.8
Jordan Crawford,2018,NOP,7,67.60,-0.13,-0.53,-0.66,0.1
Allen Crabbe,2018,BRK,75,"2,183.40",0.39,-1.07,-0.68,2.6
Stanley Johnson,2018,DET,69,"1,881.30",-1.86,1.18,-0.68,2.2
James Webb,2018,BRK,10,117.7,-0.56,-0.12,-0.68,0.1
Larry Drew,2018,TOT,10,69.3,-0.33,-0.35,-0.68,0.1
Josh Hart,2018,LAL,63,"1,451.20",-0.11,-0.58,-0.69,1.7
Ryan Anderson,2018,HOU,77,"1,810.60",0.61,-1.31,-0.7,2.1
Dwyane Wade,2018,TOT,72,"1,653.20",-0.95,0.25,-0.7,1.9
Tyler Cavanaugh,2018,ATL,39,514.20,0.13,-0.83,-0.7,0.6
Raul Neto,2018,UTA,49,563.4,-0.64,-0.08,-0.72,0.6
Kadeem Allen,2018,BOS,18,104.5,-0.69,-0.04,-0.73,0.1
Jonas Jerebko,2018,UTA,84,"1,202.50",-0.14,-0.6,-0.74,1.4
Cameron Payne,2018,CHI,25,576.4,-0.35,-0.42,-0.77,0.6
Jarrett Allen,2018,BRK,72,"1,432.50",-0.97,0.19,-0.78,1.6
Jonathan Isaac,2018,ORL,27,531.30,-3.48,2.69,-0.79,0.6
Jalen Jones,2018,TOT,16,177.9,-0.19,-0.6,-0.8,0.2
Amir Johnson,2018,PHI,82,"1,254.20",-2.02,1.19,-0.83,1.3
C.J. Williams,2018,LAC,38,699.80,-1.25,0.42,-0.83,0.8
Austin Rivers,2018,LAC,61,"2,041.20",0.87,-1.71,-0.84,2.2
Tyler Zeller,2018,TOT,73,"1,165.80",-1.12,0.29,-0.84,1.2
Iman Shumpert,2018,CLE,14,275.40,-1.54,0.7,-0.84,0.3
Demetrius Jackson,2018,TOT,15,78.90,-0.73,-0.11,-0.84,0.1
Domantas Sabonis,2018,IND,81,"1,961.30",-0.41,-0.44,-0.85,2.1
Rajon Rondo,2018,NOP,74,"1,995.80",-0.24,-0.62,-0.86,2.1
John Collins,2018,ATL,74,"1,772.40",-1.56,0.7,-0.86,1.9
Jake Layman,2018,POR,35,163.3,-0.83,-0.04,-0.87,0.2
Chandler Parsons,2018,MEM,36,687,0.55,-1.43,-0.89,0.7
Jerami Grant,2018,OKC,87,"1,763.50",-1.06,0.16,-0.9,1.8
Skal Labissiere,2018,SAC,60,"1,231.70",-0.65,-0.24,-0.9,1.3
Furkan Korkmaz,2018,PHI,15,79.40,-0.5,-0.41,-0.9,0.1
Isaiah Whitehead,2018,BRK,16,177.30,-1.05,0.14,-0.91,0.2
Alex Poythress,2018,IND,25,101.4,-0.37,-0.54,-0.91,0.1
Isaiah Taylor,2018,ATL,67,"1,154.70",-0.91,-0.02,-0.93,1.2
Al Jefferson,2018,IND,36,480.60,-0.76,-0.18,-0.93,0.5
Myke Henry,2018,MEM,20,373.20,-0.65,-0.29,-0.94,0.4
