Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Damian Jones,2019,GSW,28,417.70,-1.41,0.2,-1.21,0.4
Doug McDermott,2019,IND,80,"1,372.60",-0.57,-0.66,-1.23,1.2
Allen Crabbe,2019,BRK,43,"1,134.70",-1.33,0.09,-1.23,1
Devin Booker,2019,PHO,64,"2,243.80",2.51,-3.78,-1.27,2
Kosta Koufos,2019,SAC,42,503,-1.97,0.71,-1.27,0.4
Daniel Hamilton,2019,ATL,19,204.5,-1.32,0.05,-1.27,0.2
DeAndre' Bembry,2019,ATL,82,"1,935.00",-2.13,0.85,-1.28,1.7
Delon Wright,2019,TOT,75,"1,701.20",-0.76,-0.52,-1.28,1.5
Jeff Green,2019,WAS,77,"2,098.50",0.35,-1.64,-1.29,1.8
Bismack Biyombo,2019,CHO,54,782.70,-2.13,0.84,-1.29,0.7
Malcolm Miller,2019,TOR,20,95.30,-0.88,-0.42,-1.29,0.1
Thon Maker,2019,TOT,68,"1,042.40",-2.21,0.92,-1.3,0.9
Juan Hernangomez,2019,DEN,75,"1,375.30",-1.41,0.1,-1.31,1.2
Malik Beasley,2019,DEN,95,"2,162.90",0.34,-1.66,-1.32,1.8
Bruce Brown,2019,DET,77,"1,481.20",-2.64,1.31,-1.33,1.2
Jake Layman,2019,POR,77,"1,349.00",-0.89,-0.43,-1.33,1.1
Shai Gilgeous-Alexander,2019,LAC,88,"2,360.90",-1.35,0.01,-1.35,1.9
Jaylen Brown,2019,BOS,83,"2,190.20",-1.55,0.19,-1.36,1.8
Justin Jackson,2019,TOT,80,"1,589.40",-0.51,-0.85,-1.36,1.3
Julian Washburn,2019,MEM,18,254.30,-1.32,-0.04,-1.36,0.2
T.J. Warren,2019,PHO,43,"1,361.30",0.07,-1.44,-1.37,1.1
Dario Saric,2019,TOT,81,"2,024.90",-0.48,-0.9,-1.38,1.6
Wesley Matthews,2019,TOT,73,"2,211.60",-0.63,-0.76,-1.39,1.7
Nerlens Noel,2019,OKC,82,"1,117.00",-3.65,2.27,-1.39,0.8
Edmond Sumner,2019,IND,24,212.00,-1.32,-0.08,-1.4,0.2
James Johnson,2019,MIA,55,"1,166.20",-1.75,0.34,-1.41,0.9
Matthew Dellavedova,2019,TOT,48,813.3,-0.89,-0.53,-1.42,0.6
Brandon Ingram,2019,LAL,52,"1,763.00",-0.98,-0.46,-1.43,1.3
Taurean Waller-Prince,2019,ATL,55,"1,554.30",0.13,-1.55,-1.43,1.2
Robin Lopez,2019,CHI,74,"1,607.30",-1.02,-0.41,-1.43,1.2
Michael Beasley,2019,LAL,26,278.2,-1.11,-0.32,-1.43,0.2
Jerome Robinson,2019,LAC,38,367.40,-1.08,-0.35,-1.44,0.3
Ivan Rabb,2019,MEM,49,721.40,-0.73,-0.73,-1.45,0.5
Dwayne Bacon,2019,CHO,43,759.60,-0.43,-1.03,-1.46,0.6
Wade Baldwin,2019,POR,16,93.90,-1.17,-0.29,-1.46,0.1
Malik Monk,2019,CHO,73,"1,260.60",-0.28,-1.2,-1.47,0.9
Trevor Ariza,2019,TOT,69,"2,348.90",-0.47,-1.01,-1.48,1.8
Austin Rivers,2019,TOT,86,"2,245.20",-0.56,-0.92,-1.48,1.7
Jason Smith,2019,TOT,20,191.70,-1.53,0.05,-1.48,0.1
Tony Snell,2019,MIL,83,"1,335.40",-0.75,-0.75,-1.5,1
Tyrone Wallace,2019,LAC,64,640.90,-2.17,0.67,-1.5,0.5
Sindarius Thornwell,2019,LAC,68,325.30,-3.28,1.77,-1.5,0.2
Cameron Reynolds,2019,MIN,19,260.10,-0.86,-0.64,-1.5,0.2
Miles Bridges,2019,CHO,80,"1,698.50",-1.14,-0.37,-1.51,1.2
Tony Parker,2019,CHO,56,"1,003.60",-0.45,-1.06,-1.51,0.7
Malachi Richardson,2019,TOR,22,103.3,-1.2,-0.32,-1.52,0.1
Tyler Johnson,2019,TOT,57,"1,542.90",-0.91,-0.64,-1.54,1.1
Donte DiVincenzo,2019,MIL,27,412.4,-1.13,-0.43,-1.56,0.3
Alex Poythress,2019,ATL,21,305.90,-1.74,0.18,-1.56,0.2
Darius Miller,2019,NOP,69,"1,758.20",-0.58,-1,-1.58,1.2
Zaza Pachulia,2019,DET,70,900.40,-2.82,1.24,-1.58,0.6
Jahlil Okafor,2019,NOP,59,935.70,-1.35,-0.24,-1.59,0.6
Shake Milton,2019,PHI,20,269.50,-0.71,-0.87,-1.59,0.2
Andrew Wiggins,2019,MIN,73,"2,544.80",-0.11,-1.51,-1.61,1.7
Mario Hezonja,2019,NYK,57,"1,185.80",-1.46,-0.14,-1.61,0.8
Isaiah Thomas,2019,DEN,12,181.60,-1.13,-0.48,-1.61,0.1
Kelly Oubre,2019,TOT,69,"1,961.50",-0.4,-1.22,-1.62,1.3
Markelle Fultz,2019,PHI,19,427.5,-2.06,0.44,-1.62,0.3
Marvin Bagley,2019,SAC,61,"1,538.10",-0.34,-1.29,-1.64,1
Jonah Bolden,2019,PHI,54,719.9,-2.07,0.43,-1.64,0.4
Trey Lyles,2019,DEN,67,"1,130.60",-1.44,-0.21,-1.65,0.7
Rodney McGruder,2019,MIA,66,"1,551.10",-1.47,-0.19,-1.66,0.9
Semi Ojeleye,2019,BOS,62,630.20,-1.42,-0.24,-1.66,0.4
Shaquille Harrison,2019,CHI,72,"1,413.20",-2.2,0.53,-1.67,0.8
Jevon Carter,2019,MEM,39,576.80,-1.86,0.18,-1.67,0.3
Dairis Bertans,2019,NOP,12,167.6,-1.2,-0.48,-1.68,0.1
Dragan Bender,2019,PHO,46,814.90,-1.5,-0.21,-1.7,0.5
Joe Harris,2019,BRK,81,"2,444.10",0.31,-2.02,-1.71,1.5
Wesley Iwundu,2019,ORL,73,"1,295.20",-2.55,0.82,-1.72,0.7
Jaylen Adams,2019,ATL,34,428.40,-1.87,0.14,-1.72,0.2
Andrew Bogut,2019,GSW,30,312.80,-2.41,0.68,-1.72,0.2
JaMychal Green,2019,TOT,71,"1,502.30",-1.46,-0.27,-1.73,0.8
Luke Kennard,2019,DET,66,"1,547.00",-0.74,-1,-1.74,0.9
Guerschon Yabusele,2019,BOS,45,265.7,-1.32,-0.43,-1.74,0.2
Devonte' Graham,2019,CHO,46,677.60,-0.83,-0.92,-1.75,0.4
Jabari Parker,2019,TOT,64,"1,726.10",-1.22,-0.6,-1.81,0.9
John Jenkins,2019,TOT,25,306.6,-1.21,-0.6,-1.81,0.1
E'Twaun Moore,2019,NOP,53,"1,464.90",-0.22,-1.6,-1.82,0.8
Marcin Gortat,2019,LAC,47,750.50,-2.18,0.35,-1.83,0.4
Anfernee Simons,2019,POR,25,152.50,-0.86,-0.98,-1.84,0.1
Enes Kanter,2019,TOT,83,"2,103.70",-0.42,-1.43,-1.85,1
James Ennis,2019,TOT,69,"1,463.00",-0.85,-1,-1.85,0.8
Troy Daniels,2019,PHO,51,760.40,-0.7,-1.15,-1.85,0.4
Chandler Hutchison,2019,CHI,44,895.9,-2.4,0.54,-1.86,0.4
Troy Williams,2019,SAC,21,311.7,-1.97,0.11,-1.86,0.1
Kentavious Caldwell-Pope,2019,LAL,82,"2,037.00",0.14,-2.04,-1.89,1
Harry Giles,2019,SAC,58,822.60,-1.84,-0.05,-1.89,0.4
Dwyane Wade,2019,MIA,72,"1,888.90",-0.31,-1.63,-1.94,0.8
Kent Bazemore,2019,ATL,67,"1,645.10",-2.29,0.34,-1.95,0.7
D.J. Wilson,2019,MIL,56,925.10,-2.13,0.18,-1.95,0.4
Wendell Carter,2019,CHI,44,"1,110.90",-3.34,1.38,-1.96,0.4
Dennis Schroder,2019,OKC,84,"2,468.50",-0.97,-1,-1.97,1
T.J. McConnell,2019,PHI,85,"1,546.40",-1.29,-0.7,-1.98,0.6
Lance Stephenson,2019,LAL,68,"1,124.50",-1.02,-0.95,-1.98,0.5
Chasson Randle,2019,WAS,49,745.20,-1.43,-0.55,-1.99,0.3
Iman Shumpert,2019,TOT,70,"1,591.70",-1.41,-0.59,-2,0.7
Raymond Felton,2019,OKC,38,436.80,-2.34,0.33,-2.01,0.1
Keita Bates-Diop,2019,MIN,30,503.90,-1.69,-0.34,-2.03,0.2
Mike Scott,2019,TOT,89,"1,590.90",-1.53,-0.52,-2.05,0.6
Terrance Ferguson,2019,OKC,79,"2,060.30",-1.57,-0.5,-2.07,0.7
Terry Rozier,2019,BOS,88,"1,957.50",-2.22,0.16,-2.07,0.6
Jodie Meeks,2019,TOR,22,171.00,-1.23,-0.84,-2.07,0.1
Anthony Tolliver,2019,MIN,65,"1,080.60",-2.02,-0.1,-2.12,0.3
Omari Spellman,2019,ATL,46,805,-1.38,-0.74,-2.12,0.3
Deonte Burton,2019,OKC,35,245.00,-2.72,0.6,-2.12,0.1
Chandler Parsons,2019,MEM,25,497.20,-1.63,-0.5,-2.14,0.1
Jerian Grant,2019,ORL,63,953.60,-2.42,0.26,-2.16,0.2
Sviatoslav Mykhailiuk,2019,TOT,42,441.40,-1.2,-0.97,-2.17,0.1
Jonas Jerebko,2019,GSW,90,"1,343.80",-1.51,-0.69,-2.2,0.4
Dante Exum,2019,UTA,42,665.40,-1.11,-1.1,-2.2,0.2
Georges Niang,2019,UTA,64,572.40,-0.51,-1.71,-2.21,0.2
Dillon Brooks,2019,MEM,18,329.90,-1.42,-0.79,-2.21,0.1
Cristiano Felicio,2019,CHI,59,724.3,-1.07,-1.16,-2.22,0.2
Isaiah Briscoe,2019,ORL,39,560.80,-2.91,0.67,-2.24,0.1
Seth Curry,2019,POR,90,"1,728.70",-1.67,-0.59,-2.26,0.4
Frank Mason,2019,SAC,38,436.20,-1.13,-1.16,-2.28,0.1
Glenn Robinson,2019,DET,50,646.30,-2.72,0.39,-2.33,0.1
Will Barton,2019,DEN,57,"1,518.50",-1.59,-0.77,-2.36,0.3
Rajon Rondo,2019,LAL,46,"1,370.80",-1.16,-1.23,-2.39,0.2
Allonzo Trier,2019,NYK,64,"1,460.10",-1.58,-0.83,-2.41,0.1
Tim Frazier,2019,TOT,69,"1,112.60",-1.16,-1.26,-2.42,0.2
Cameron Payne,2019,TOT,40,713.30,-1.9,-0.51,-2.42,0.1
Meyers Leonard,2019,POR,72,"1,050.00",-0.76,-1.67,-2.43,0.2
Tim Hardaway,2019,TOT,65,"2,059.60",-0.07,-2.37,-2.44,0.2
Emmanuel Mudiay,2019,NYK,59,"1,607.30",-0.26,-2.18,-2.45,0.2
Dante Cunningham,2019,SAS,69,943.9,-2.6,0.14,-2.46,0.1
Caleb Swanigan,2019,TOT,21,178.70,-2.37,-0.09,-2.47,0
Alec Burks,2019,TOT,64,"1,377.70",-1.36,-1.12,-2.48,0.1
Amir Johnson,2019,PHI,54,524.20,-1.85,-0.63,-2.48,0.1
Brandon Knight,2019,TOT,39,737.80,-1.62,-0.9,-2.52,0
Markieff Morris,2019,TOT,63,"1,330.90",-1.6,-0.95,-2.55,0.1
MarShon Brooks,2019,MEM,29,387.5,-1.06,-1.5,-2.56,0
Evan Turner,2019,POR,89,"1,853.70",-1.93,-0.64,-2.57,0.1
Carmelo Anthony,2019,HOU,10,294.20,-1.83,-0.76,-2.59,0
Moritz Wagner,2019,LAL,43,447.50,-2.75,0.16,-2.59,0
Channing Frye,2019,CLE,36,341.50,-1.47,-1.12,-2.6,0
Frank Ntilikina,2019,NYK,43,904.20,-2.23,-0.37,-2.6,0
Justin Holiday,2019,TOT,82,"2,608.50",-2.44,-0.16,-2.6,-0.1
Ian Clark,2019,NOP,60,974.20,-1.48,-1.15,-2.64,0
Lorenzo Brown,2019,TOR,26,212.8,-2.68,-0.04,-2.72,0
Rodney Hood,2019,TOT,88,"2,269.50",-1.41,-1.39,-2.8,-0.3
Zach Collins,2019,POR,92,"1,621.10",-2.91,0.09,-2.82,-0.2
Wesley Johnson,2019,TOT,38,535.00,-2.7,-0.18,-2.88,-0.1
Mo Bamba,2019,ORL,47,767.6,-4.05,1.16,-2.89,-0.2
C.J. Miles,2019,TOT,53,858.10,-2.12,-0.8,-2.92,-0.2
Stanley Johnson,2019,TOT,66,"1,207.70",-4.09,1.15,-2.94,-0.4
Jeremy Lin,2019,TOT,82,"1,466.20",-2.62,-0.39,-3.01,-0.5
Avery Bradley,2019,TOT,63,"1,906.30",-1.61,-1.41,-3.02,-0.5
Antonio Blakeney,2019,CHI,56,815.8,-1.57,-1.5,-3.07,-0.3
Jon Leuer,2019,DET,42,407.60,-3.26,0.19,-3.08,-0.2
Norman Powell,2019,TOR,85,"1,518.90",-2.51,-0.58,-3.09,-0.5
Lance Thomas,2019,NYK,46,784.30,-3.11,0.01,-3.1,-0.3
Sterling Brown,2019,MIL,69,"1,198.00",-2.3,-0.84,-3.14,-0.4
Marquese Chriss,2019,TOT,43,500.4,-2.41,-0.75,-3.16,-0.2
Alex Abrines,2019,OKC,31,590.00,-3.09,-0.12,-3.21,-0.3
Damion Lee,2019,GSW,32,376.70,-2.18,-1.14,-3.32,-0.2
Elie Okobo,2019,PHO,53,959.4,-2.44,-0.91,-3.35,-0.5
Ryan Anderson,2019,TOT,25,321.7,-2.83,-0.55,-3.38,-0.2
Frank Jackson,2019,NOP,61,"1,170.50",-1.6,-1.81,-3.41,-0.6
Cedi Osman,2019,CLE,76,"2,446.50",-0.95,-2.53,-3.47,-1.3
Solomon Hill,2019,NOP,44,879.70,-2.36,-1.12,-3.48,-0.5
Jerryd Bayless,2019,MIN,34,658.20,-1.49,-2.02,-3.51,-0.4
Timothe Luwawu-Cabarrot,2019,TOT,50,670.40,-2.57,-0.96,-3.54,-0.4
Shelvin Mack,2019,TOT,57,"1,249.00",-2.35,-1.22,-3.57,-0.9
Alfonzo McKinnie,2019,GSW,96,"1,252.70",-2.32,-1.27,-3.59,-0.7
Isaiah Canaan,2019,TOT,30,628.10,-1.86,-1.77,-3.62,-0.4
Josh Jackson,2019,PHO,79,"1,990.30",-2.87,-0.76,-3.63,-1.3
Shaun Livingston,2019,GSW,88,"1,334.90",-2.88,-0.75,-3.64,-0.8
Jordan Bell,2019,GSW,83,894.60,-3,-0.65,-3.65,-0.6
Wayne Selden,2019,TOT,75,"1,441.30",-1.98,-1.73,-3.72,-1
Jose Calderon,2019,DET,50,638.20,-3.8,0.08,-3.73,-0.5
Patrick McCaw,2019,TOT,41,447.3,-3.3,-0.44,-3.74,-0.3
Nik Stauskas,2019,TOT,68,"1,017.00",-2.18,-1.56,-3.74,-0.7
Jacob Evans,2019,GSW,37,221.9,-3.04,-0.72,-3.76,-0.2
Jonathon Simmons,2019,TOT,63,"1,120.30",-3.15,-0.7,-3.85,-0.9
Greg Monroe,2019,TOT,53,570.80,-2.87,-1.13,-4.01,-0.5
Jamal Crawford,2019,PHO,64,"1,225.60",-1.41,-2.73,-4.14,-1.2
OG Anunoby,2019,TOR,67,"1,355.10",-3.27,-0.97,-4.24,-1.4
Hamidou Diallo,2019,OKC,51,526.7,-2.94,-1.41,-4.35,-0.6
Collin Sexton,2019,CLE,82,"2,609.30",-1.33,-3.39,-4.72,-3.3
Patrick Patterson,2019,OKC,63,862.60,-3.17,-1.73,-4.89,-1.3
Kevin Knox,2019,NYK,74,"2,132.00",-2.48,-2.41,-4.9,-3.1
Grayson Allen,2019,UTA,40,431.7,-1.99,-3.22,-5.22,-0.7
Abdel Nader,2019,OKC,64,699.5,-4.18,-1.09,-5.28,-1.2
Quinn Cook,2019,GSW,93,"1,285.10",-2.97,-3.14,-6.1,-2.7
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
