Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Justin Patton,2019,PHI,3,20.70,-0.1,-0.02,-0.12,0
T.J. Leaf,2019,IND,59,532.60,-0.28,0.16,-0.13,0.9
Reggie Jackson,2019,DET,85,"2,373.90",1.07,-1.21,-0.14,3.8
Thomas Welsh,2019,DEN,11,36.7,-0.13,0,-0.14,0.1
Donatas Motiejunas,2019,SAS,8,31.40,-0.14,0,-0.14,0.1
Furkan Korkmaz,2019,PHI,51,698.4,0.16,-0.31,-0.15,1.1
Luc Mbah a Moute,2019,LAC,4,61.3,-0.22,0.06,-0.15,0.1
Melvin Frazier,2019,ORL,13,59.1,-0.31,0.16,-0.15,0.1
Corey Brewer,2019,TOT,30,468.90,-1.05,0.89,-0.16,0.8
Devin Robinson,2019,WAS,7,94.70,-0.24,0.07,-0.16,0.2
Ekpe Udoh,2019,UTA,53,326.4,-0.48,0.32,-0.17,0.5
Jaylen Morris,2019,MIL,4,28.5,-0.15,-0.02,-0.17,0.1
Haywood Highsmith,2019,PHI,4,24.9,-0.12,-0.05,-0.17,0
Ray Spalding,2019,TOT,14,148,-0.67,0.5,-0.18,0.2
B.J. Johnson,2019,ATL,6,43.4,-0.18,0,-0.18,0.1
Demetrius Jackson,2019,PHI,6,39.5,-0.11,-0.07,-0.18,0.1
Lou Williams,2019,LAC,81,"2,172.00",2.76,-2.95,-0.19,3.4
Theo Pinson,2019,BRK,21,233.70,-1.2,1,-0.2,0.4
Jarred Vanderbilt,2019,DEN,20,74.40,-0.46,0.26,-0.2,0.1
Kyle Korver,2019,TOT,74,"1,366.70",-0.11,-0.1,-0.21,2.1
Aaron Holiday,2019,IND,53,661.3,-0.35,0.15,-0.21,1
Brandon Goodwin,2019,DEN,16,57.40,-0.19,-0.04,-0.23,0.1
Walt Lemon,2019,CHI,6,167.40,-0.43,0.18,-0.25,0.3
Nick Young,2019,DEN,4,37.1,-0.22,-0.03,-0.25,0.1
Buddy Hield,2019,SAC,81,"2,601.70",1.08,-1.34,-0.26,4
Chris Chiozza,2019,HOU,7,32.70,-0.21,-0.05,-0.26,0.1
Daryl Macon,2019,DAL,8,90.00,-0.36,0.1,-0.27,0.1
Isaac Humphries,2019,ATL,5,56.50,-0.3,0.02,-0.28,0.1
Noah Vonleh,2019,NYK,68,"1,723.20",-0.68,0.39,-0.29,2.6
Deyonta Davis,2019,ATL,9,118.90,-0.62,0.32,-0.3,0.2
Kyle Anderson,2019,MEM,43,"1,281.80",-2.1,1.78,-0.31,1.9
Rawle Alkins,2019,CHI,9,101.3,-0.3,-0.01,-0.31,0.2
Rodions Kurucs,2019,BRK,67,"1,363.00",-1.04,0.72,-0.32,2
John Wall,2019,WAS,32,"1,104.50",0.25,-0.56,-0.32,1.7
Gorgui Dieng,2019,MIN,76,"1,032.70",-1.07,0.75,-0.32,1.5
Milos Teodosic,2019,LAC,15,150.80,-0.28,-0.05,-0.33,0.2
Alize Johnson,2019,IND,14,64.60,-0.16,-0.17,-0.33,0.1
Tony Bradley,2019,UTA,3,35.90,-0.13,-0.2,-0.33,0.1
Kevin Huerter,2019,ATL,75,"2,049.30",0.4,-0.74,-0.34,3
Zhaire Smith,2019,PHI,8,116.3,-0.27,-0.07,-0.34,0.2
Johnathan Williams,2019,LAL,24,372.2,-0.33,-0.03,-0.36,0.5
Jimmer Fredette,2019,PHO,6,65.50,-0.34,-0.01,-0.36,0.1
Trey Burke,2019,TOT,57,"1,113.90",0.88,-1.25,-0.37,1.6
Jaren Jackson,2019,MEM,58,"1,517.30",-2.08,1.7,-0.38,2.2
Drew Eubanks,2019,SAS,22,111.00,-0.6,0.21,-0.39,0.2
Gordon Hayward,2019,BOS,81,"2,134.20",0.02,-0.43,-0.41,3.1
Nene Hilario,2019,HOU,49,600.50,-1.2,0.78,-0.41,0.9
Josh Hart,2019,LAL,67,"1,717.20",-1.94,1.52,-0.42,2.4
Nicolas Batum,2019,CHO,75,"2,355.20",-0.73,0.31,-0.43,3.4
Tyson Chandler,2019,TOT,55,876.30,-2.4,1.94,-0.46,1.2
Yuta Watanabe,2019,MEM,15,174.60,-0.49,0.04,-0.46,0.2
Tyler Cavanaugh,2019,UTA,11,39.5,-0.24,-0.24,-0.48,0.1
Taj Gibson,2019,MIN,70,"1,687.70",-0.28,-0.23,-0.51,2.3
Derrick Jones,2019,MIA,60,"1,154.90",-1.34,0.83,-0.51,1.6
Udonis Haslem,2019,MIA,10,74.80,-0.52,0.01,-0.51,0.1
Jared Dudley,2019,BRK,63,"1,303.40",-0.97,0.44,-0.52,1.8
Elfrid Payton,2019,NOP,42,"1,250.90",0.15,-0.67,-0.52,1.7
Ian Mahinmi,2019,WAS,34,498.60,-2.55,2.02,-0.52,0.7
DeMar DeRozan,2019,SAS,83,"2,906.70",-0.01,-0.52,-0.53,3.9
Mikal Bridges,2019,PHO,81,"2,430.10",-0.77,0.24,-0.53,3.3
Justin Anderson,2019,ATL,48,464.40,-1.13,0.6,-0.53,0.6
Dwight Howard,2019,WAS,9,229.10,-1.03,0.5,-0.53,0.3
Ben McLemore,2019,SAC,19,158.1,-0.4,-0.14,-0.54,0.2
Klay Thompson,2019,GSW,101,"3,571.40",1.01,-1.56,-0.56,4.8
De'Anthony Melton,2019,PHO,50,984.3,-1.4,0.83,-0.56,1.3
Andrew Harrison,2019,TOT,17,186.00,-0.71,0.16,-0.56,0.3
Jarell Martin,2019,ORL,45,346.6,-1.43,0.86,-0.57,0.5
Ron Baker,2019,TOT,15,152.6,-1.3,0.74,-0.57,0.2
Devin Harris,2019,DAL,67,"1,039.40",-0.27,-0.31,-0.58,1.4
Miles Plumlee,2019,ATL,18,173.50,-0.48,-0.11,-0.58,0.2
Jawun Evans,2019,TOT,8,64.50,-0.55,-0.03,-0.58,0.1
Jae Crowder,2019,UTA,85,"2,300.60",0.51,-1.1,-0.59,3
Michael Kidd-Gilchrist,2019,CHO,64,"1,180.60",-1.66,1.07,-0.59,1.5
Dorian Finney-Smith,2019,DAL,80,"1,962.50",-0.82,0.23,-0.6,2.6
Bogdan Bogdanovic,2019,SAC,69,"1,922.90",0.14,-0.74,-0.6,2.5
Dirk Nowitzki,2019,DAL,51,797.00,-0.45,-0.15,-0.6,1
Mason Plumlee,2019,DEN,96,"1,952.20",-1.42,0.81,-0.62,2.5
Tyler Lydon,2019,DEN,25,94.00,-0.5,-0.12,-0.62,0.1
Fred VanVleet,2019,TOR,91,"2,444.10",-0.51,-0.14,-0.65,3.1
Mike Muscala,2019,TOT,64,"1,308.90",-0.72,0.07,-0.65,1.7
Aron Baynes,2019,BOS,60,937.10,-1.71,1.05,-0.65,1.2
Jordan Loyd,2019,TOR,12,55.00,-0.43,-0.22,-0.65,0.1
Ryan Arcidiacono,2019,CHI,80,"1,932.70",-0.58,-0.09,-0.67,2.4
Pat Connaughton,2019,MIL,76,"1,587.00",-0.31,-0.36,-0.67,2
Josh Okogie,2019,MIN,74,"1,758.10",-0.98,0.3,-0.68,2.2
Evan Fournier,2019,ORL,86,"2,729.30",0.52,-1.2,-0.69,3.4
Jordan McRae,2019,WAS,27,334.10,-0.69,-0.01,-0.69,0.4
Johnathan Motley,2019,LAC,22,156.40,-0.76,0.07,-0.7,0.2
Marcus Derrickson,2019,GSW,11,67.70,-0.48,-0.23,-0.71,0.1
Tyreke Evans,2019,IND,73,"1,488.80",-1.19,0.47,-0.72,1.8
Ish Smith,2019,DET,60,"1,333.90",-0.38,-0.34,-0.72,1.6
Troy Brown,2019,WAS,52,732.7,-0.49,-0.26,-0.74,0.9
James Nunnally,2019,TOT,15,101.6,-0.22,-0.53,-0.75,0.1
Bobby Portis,2019,TOT,50,"1,299.30",0.49,-1.26,-0.76,1.6
Treveon Graham,2019,BRK,40,794.4,-0.89,0.12,-0.77,1
Royce O'Neale,2019,UTA,87,"1,808.90",-2.03,1.25,-0.78,2.1
Monte Morris,2019,DEN,96,"2,198.80",-0.29,-0.5,-0.79,2.6
Torrey Craig,2019,DEN,89,"1,836.60",-0.31,-0.49,-0.8,2.2
Cheick Diallo,2019,NOP,64,897.50,-1.3,0.5,-0.8,1.1
Jordan Clarkson,2019,CLE,81,"2,218.00",1.27,-2.1,-0.83,2.6
Quincy Pondexter,2019,SAS,58,304.1,-1.5,0.66,-0.83,0.4
Gary Trent,2019,POR,15,110.40,-0.47,-0.36,-0.83,0.1
Bojan Bogdanovic,2019,IND,85,"2,722.20",0.36,-1.2,-0.84,3.1
Gerald Green,2019,HOU,84,"1,572.70",0.87,-1.71,-0.84,1.9
Christian Wood,2019,TOT,21,251.30,-0.6,-0.24,-0.84,0.3
John Henson,2019,MIL,14,188.30,-0.81,-0.04,-0.85,0.2
Isaiah Hartenstein,2019,HOU,30,225.00,-1.28,0.42,-0.86,0.3
Terrence Ross,2019,ORL,86,"2,299.80",-0.96,0.06,-0.89,2.5
Gary Clark,2019,HOU,53,646.60,-0.73,-0.16,-0.89,0.7
Yogi Ferrell,2019,SAC,70,"1,040.50",-0.29,-0.62,-0.91,1.2
Courtney Lee,2019,TOT,34,428.30,-1.08,0.17,-0.91,0.5
Lonnie Walker,2019,SAS,23,140.20,-0.98,0.06,-0.92,0.2
Bonzie Colson,2019,MIL,8,98.80,-0.47,-0.46,-0.92,0.1
Chris Boucher,2019,TOR,30,167.50,-1,0.07,-0.93,0.2
Dion Waiters,2019,MIA,44,"1,138.70",-0.26,-0.67,-0.94,1.2
Landry Shamet,2019,TOT,85,"1,979.20",0.13,-1.08,-0.95,2.2
Tyler Dorsey,2019,TOT,48,699.70,-0.1,-0.84,-0.95,0.8
Chimezie Metu,2019,SAS,29,145.80,-1.06,0.11,-0.95,0.2
Bryn Forbes,2019,SAS,88,"2,480.10",-0.64,-0.32,-0.96,2.7
Deng Adel,2019,CLE,19,194,-1.25,0.3,-0.96,0.2
Naz Mitrou-Long,2019,UTA,14,84,-0.39,-0.57,-0.96,0.1
Deandre Ayton,2019,PHO,71,"2,196.30",-0.46,-0.52,-0.97,2.3
Jalen Brunson,2019,DAL,72,"1,562.30",0.06,-1.04,-0.97,1.7
Wilson Chandler,2019,TOT,55,"1,217.80",-0.54,-0.43,-0.97,1.3
Khyri Thomas,2019,DET,29,211.50,-1.63,0.64,-0.99,0.2
Kris Dunn,2019,CHI,46,"1,391.20",-0.94,-0.07,-1.01,1.4
Skal Labissiere,2019,TOT,25,186.8,-0.54,-0.47,-1.01,0.2
Harrison Barnes,2019,TOT,76,"2,519.60",-0.64,-0.38,-1.02,2.6
Zach LaVine,2019,CHI,63,"2,172.40",0.37,-1.39,-1.02,2.2
Eric Moreland,2019,TOT,13,71.40,-0.96,-0.06,-1.02,0.1
Duncan Robinson,2019,MIA,14,161.40,-0.75,-0.29,-1.04,0.2
Garrett Temple,2019,TOT,81,"2,092.90",-2.18,1.13,-1.05,2.1
Tristan Thompson,2019,CLE,43,"1,199.00",-0.24,-0.81,-1.05,1.2
Kenrich Williams,2019,NOP,46,"1,080.10",-1.29,0.24,-1.05,1.1
C.J. Williams,2019,MIN,15,128.30,-0.86,-0.19,-1.05,0.1
Jared Terrell,2019,MIN,14,111.40,-0.91,-0.14,-1.05,0.1
Trae Young,2019,ATL,81,"2,504.30",2.36,-3.42,-1.06,2.6
Brandon Sampson,2019,CHI,14,214.60,-0.7,-0.37,-1.06,0.2
Wayne Ellington,2019,TOT,56,"1,411.20",-0.67,-0.4,-1.08,1.4
Dennis Smith,2019,TOT,53,"1,508.60",-1.64,0.54,-1.09,1.5
Langston Galloway,2019,DET,83,"1,838.30",-0.33,-0.76,-1.1,1.8
Sam Dekker,2019,TOT,47,790,-0.73,-0.37,-1.1,0.8
Reggie Bullock,2019,TOT,63,"1,879.70",-0.18,-0.95,-1.13,1.8
Spencer Dinwiddie,2019,BRK,73,"2,049.40",0.59,-1.74,-1.15,2
Vince Carter,2019,ATL,76,"1,332.60",-1.55,0.39,-1.16,1.2
Willy Hernangomez,2019,CHO,58,814.90,-0.02,-1.15,-1.17,0.8
Damyean Dotson,2019,NYK,72,"1,976.00",-0.85,-0.34,-1.18,1.8
Marco Belinelli,2019,SAS,85,"1,932.80",0.79,-1.98,-1.19,1.8
