Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Jeff Adrien,2014,TOT,53,961.9,0.07,0.24,0.31,1.8
MarShon Brooks,2014,TOT,35,319.2,0.18,0.13,0.31,0.6
P.J. Tucker,2014,PHO,81,"2,484.80",0.22,0.06,0.28,4.6
Kentavious Caldwell-Pope,2014,DET,80,"1,578.20",-0.86,1.14,0.27,2.9
Lorenzo Brown,2014,PHI,26,225.1,-0.66,0.93,0.27,0.4
Kenneth Faried,2014,DEN,80,"2,172.70",1.27,-1.03,0.24,3.9
Chris Johnson,2014,BOS,40,786.6,0.46,-0.23,0.23,1.4
Jon Leuer,2014,MEM,52,664.7,0.46,-0.22,0.23,1.2
Kirk Hinrich,2014,CHI,78,"2,280.60",-1.12,1.34,0.22,4.1
Tony Mitchell,2014,DET,21,81.4,-0.08,0.29,0.22,0.2
DeMar DeRozan,2014,TOR,86,"3,295.30",1.17,-0.96,0.21,5.9
Chuck Hayes,2014,TOT,66,788.2,-1.57,1.77,0.19,1.4
Terrence Ross,2014,TOR,88,"2,313.70",0.53,-0.34,0.19,4.1
Austin Rivers,2014,NOP,69,"1,337.20",0.6,-0.43,0.16,2.4
Nick Collison,2014,OKC,98,"1,528.70",-0.72,0.88,0.16,2.7
Josh Harrellson,2014,DET,32,317.5,-0.99,1.14,0.15,0.6
Adonis Thomas,2014,TOT,6,38.2,0.02,0.1,0.12,0.1
Chris Wright,2014,MIL,8,125.7,0.09,0.04,0.12,0.2
Ryan Anderson,2014,NOP,22,792.1,2.8,-2.7,0.11,1.4
Daniel Orton,2014,PHI,22,251.2,-1.57,1.65,0.08,0.4
Josh Smith,2014,DET,77,"2,720.90",-0.53,0.61,0.08,4.7
Carrick Felix,2014,CLE,7,38.1,0.01,0.06,0.07,0.1
Josh Childress,2014,NOP,4,24.1,0.06,-0.01,0.06,0
Boris Diaw,2014,SAS,102,"2,572.10",0.8,-0.75,0.05,4.3
James Southerland,2014,TOT,4,30.4,-0.02,0.06,0.04,0.1
Ricky Ledo,2014,DAL,11,33.7,-0.02,0.06,0.04,0.1
Tyler Zeller,2014,CLE,70,"1,045.90",-1.04,1.08,0.04,1.8
Vander Blue,2014,BOS,3,14.7,0.01,0.02,0.04,0
Tony Mitchell,2014,MIL,3,9.9,0.02,0.01,0.03,0
Andris Biedrins,2014,UTA,6,44.5,-0.13,0.15,0.02,0.1
D.J. Stephens,2014,MIL,3,14.9,-0.02,0.04,0.02,0
Darius Johnson-Odom,2014,PHI,3,15.3,-0.04,0.06,0.02,0
Marcus Morris,2014,PHO,82,"1,793.40",0.64,-0.62,0.02,3
Rashard Lewis,2014,MIA,78,"1,285.30",-0.46,0.49,0.02,2.1
Seth Curry,2014,TOT,2,13.1,-0.03,0.05,0.02,0
Elias Harris,2014,LAL,2,11.7,0,0.01,0.01,0
JaVale McGee,2014,DEN,5,79.5,-0.19,0.2,0.01,0.1
Keith Bogans,2014,BOS,6,54.8,-0.07,0.08,0.01,0.1
Kyrie Irving,2014,CLE,71,"2,489.30",1.29,-1.28,0.01,4.1
Chris Smith,2014,NYK,2,2,0,0,0,0
DeAndre Liggins,2014,MIA,1,1.4,0,0,0,0
Scotty Hopson,2014,CLE,2,7.1,-0.01,0.01,0,0
C.J. Watson,2014,IND,82,"1,535.00",-1.11,1.09,-0.01,2.5
Chris Copeland,2014,IND,53,350.4,1.17,-2.17,-1,0.4
Dexter Pittman,2014,ATL,2,2.8,-0.01,0,-0.01,0
Othyus Jeffers,2014,TOT,6,46.8,-0.03,0.02,-0.01,0.1
Taj Gibson,2014,CHI,87,"2,499.10",-0.4,0.39,-0.01,4.1
D.J. White,2014,CHA,3,13,-0.01,-0.01,-0.02,0
Jarvis Varnado,2014,TOT,24,337.3,-1.41,1.39,-0.02,0.6
Kris Humphries,2014,BOS,69,"1,372.90",-0.8,0.78,-0.02,2.3
Matt Bonner,2014,SAS,83,823.6,-0.09,0.06,-0.02,1.4
Nick Calathes,2014,MEM,71,"1,169.70",-1.43,1.42,-0.02,1.9
Nick Young,2014,LAL,64,"1,805.20",1.67,-1.69,-0.02,3
Royce White,2014,SAC,3,9.1,-0.01,-0.01,-0.02,0
Shane Edwards,2014,CLE,2,11.8,-0.03,0,-0.02,0
Arinze Onuaku,2014,TOT,5,30.4,-0.01,-0.02,-0.03,0.1
Robert Covington,2014,HOU,7,34.4,-0.04,0.01,-0.03,0.1
Royal Ivey,2014,OKC,2,4.8,-0.02,-0.02,-0.03,0
Melvin Ely,2014,NOP,2,27,0.05,-0.09,-0.04,0
Shavlik Randolph,2014,PHO,14,95.1,-0.26,0.22,-0.04,0.2
Ian Clark,2014,UTA,23,172.6,-0.55,0.49,-0.06,0.3
Kevin Martin,2014,MIN,68,"2,168.20",0.95,-1.01,-0.06,3.5
Maalik Wayns,2014,LAC,2,9.4,-0.05,-0.02,-0.06,0
Giannis Antetokounmpo,2014,MIL,77,"1,893.00",-0.1,0.03,-0.07,3
Markieff Morris,2014,PHO,81,"2,144.60",0.16,-0.23,-0.07,3.4
Mustafa Shakur,2014,OKC,3,11.6,-0.08,-0.01,-0.09,0
Sasha Vujacic,2014,LAC,2,10.8,-0.07,-0.02,-0.09,0
Solomon Jones,2014,ORL,11,84.5,-0.19,0.1,-0.09,0.1
Malcolm Thomas,2014,TOT,8,63.2,-0.09,-0.01,-0.1,0.1
Reggie Williams,2014,OKC,3,17.4,-0.07,-0.03,-0.1,0
Andre Miller,2014,TOT,69,"1,087.90",-0.52,0.4,-0.12,1.7
Josh Powell,2014,HOU,1,19.1,-0.1,-0.02,-0.12,0
Jeremy Lamb,2014,OKC,89,"1,637.30",-0.17,0.04,-0.14,2.6
Chris Babb,2014,BOS,14,133.2,-0.17,0.02,-0.15,0.2
Jeremy Evans,2014,UTA,66,"1,205.90",-1.32,1.17,-0.15,1.9
Rudy Gay,2014,TOT,73,"2,525.10",0.21,-0.36,-0.15,3.9
Shaun Livingston,2014,BRK,88,"2,295.60",-0.23,0.07,-0.15,3.6
Jared Cunningham,2014,TOT,13,80.6,-0.14,-0.02,-0.16,0.1
Pero Antic,2014,ATL,56,"1,093.00",-0.61,0.46,-0.16,1.7
Damion James,2014,SAS,5,50.8,-0.07,-0.1,-0.17,0.1
Anthony Tolliver,2014,CHA,68,"1,319.00",0.04,-0.23,-0.19,2
Lance Thomas,2014,NOP,5,42.2,-0.11,-0.07,-0.19,0.1
Anthony Morrow,2014,NOP,76,"1,421.70",0.41,-0.63,-0.21,2.1
Omri Casspi,2014,HOU,71,"1,280.90",-0.28,0.07,-0.21,1.9
Ryan Gomes,2014,OKC,5,34.3,-0.21,0,-0.21,0.1
Troy Daniels,2014,HOU,9,142.7,0.33,-0.55,-0.21,0.2
Brandon Jennings,2014,DET,80,"2,720.30",1.48,-1.71,-0.23,4.1
Greg Monroe,2014,DET,82,"2,680.80",0.35,-0.6,-0.25,4
Courtney Lee,2014,TOT,86,"2,190.10",-0.59,0.33,-0.26,3.2
Larry Sanders,2014,MIL,23,583.5,-1.99,1.72,-0.26,0.9
Luigi Datome,2014,DET,34,239.7,-0.55,0.28,-0.27,0.4
Matt Barnes,2014,LAC,76,"2,133.50",1.07,-1.35,-0.28,3.1
Mike James,2014,CHI,11,77.1,-0.15,-0.14,-0.29,0.1
Ronnie Price,2014,ORL,31,377.4,-1.45,1.16,-0.29,0.6
Hamady N'Diaye,2014,SAC,14,74.6,-0.3,0,-0.3,0.1
Darius Miller,2014,NOP,45,721.1,-0.78,0.46,-0.32,1
Jamaal Franklin,2014,MEM,23,167.1,-0.6,0.27,-0.32,0.2
Bernard James,2014,DAL,32,155.7,-0.87,0.54,-0.33,0.2
Kelly Olynyk,2014,BOS,70,"1,396.60",0.58,-0.9,-0.33,2
Metta World Peace,2014,NYK,29,389.4,-1.23,0.9,-0.33,0.6
Joel Anthony,2014,TOT,32,186,-0.66,0.31,-0.34,0.3
Shane Larkin,2014,DAL,50,497.5,-1.41,1.04,-0.37,0.7
Trey Burke,2014,UTA,70,"2,258.70",1.43,-1.81,-0.38,3.2
Rajon Rondo,2014,BOS,30,995.6,0.37,-0.77,-0.4,1.4
Omer Asik,2014,HOU,54,"1,129.70",-1.59,1.19,-0.41,1.6
Derrick Favors,2014,UTA,73,"2,197.00",-0.71,0.29,-0.42,3
Andray Blatche,2014,BRK,85,"1,782.70",0.38,-0.8,-0.43,2.4
Bradley Beal,2014,WAS,84,"2,982.20",0.13,-0.57,-0.43,4
Jordan Farmar,2014,LAL,41,909.8,0.42,-0.86,-0.43,1.2
Stephen Jackson,2014,LAC,9,106.6,-0.76,0.31,-0.45,0.1
Dwight Buycks,2014,TOR,14,146.9,-0.61,0.14,-0.47,0.2
Gordon Hayward,2014,UTA,77,"2,792.80",0.46,-0.93,-0.47,3.7
Dwyane Wade,2014,MIA,74,"2,461.40",-0.12,-0.35,-0.48,3.3
Glen Rice,2014,WAS,11,108.4,-0.62,0.14,-0.48,0.1
Jamaal Tinsley,2014,UTA,8,109.8,-0.58,0.09,-0.49,0.1
Lou Amundson,2014,TOT,19,185,-0.91,0.42,-0.49,0.2
Victor Oladipo,2014,ORL,80,"2,481.10",-2.2,1.71,-0.49,3.2
Avery Bradley,2014,BOS,60,"1,853.10",-0.45,-0.05,-0.5,2.4
Chris Kaman,2014,LAL,39,734,-1.47,0.97,-0.5,1
Derek Fisher,2014,OKC,100,"1,722.30",-0.47,-0.03,-0.5,2.3
Tyler Hansbrough,2014,TOR,67,"1,004.40",-1.52,1.02,-0.5,1.3
Jameer Nelson,2014,ORL,68,"2,175.00",1.46,-1.97,-0.51,2.8
Steve Novak,2014,TOR,58,555.5,-0.08,-0.45,-0.52,0.7
Miles Plumlee,2014,PHO,80,"1,959.10",-1.94,1.41,-0.53,2.5
J.R. Smith,2014,NYK,74,"2,413.70",1.26,-1.82,-0.56,3.1
D.J. Augustin,2014,TOT,76,"2,076.00",0.32,-0.9,-0.57,2.6
Justin Hamilton,2014,TOT,8,72.5,-0.26,-0.31,-0.57,0.1
Allen Crabbe,2014,POR,15,100.5,-0.51,-0.07,-0.58,0.1
Viacheslav Kravtsov,2014,PHO,20,60.4,-0.36,-0.23,-0.59,0.1
Evan Fournier,2014,DEN,76,"1,498.70",-1.14,0.52,-0.62,1.8
Randy Foye,2014,DEN,81,"2,481.00",0.76,-1.38,-0.62,3.1
Thabo Sefolosha,2014,OKC,75,"1,817.00",-1.38,0.76,-0.62,2.2
Erik Murphy,2014,CHI,24,63.8,-0.47,-0.16,-0.63,0.1
E'Twaun Moore,2014,ORL,79,"1,506.20",-1.35,0.69,-0.66,1.8
Greg Smith,2014,HOU,11,100.4,-0.39,-0.26,-0.66,0.1
Wayne Ellington,2014,DAL,46,406.3,-0.05,-0.62,-0.67,0.5
Austin Daye,2014,TOT,23,155.9,-0.16,-0.53,-0.69,0.2
Anthony Randolph,2014,DEN,43,526.1,-1.91,1.21,-0.7,0.6
Dion Waiters,2014,CLE,70,"2,065.90",-0.46,-0.24,-0.7,2.4
James Nunnally,2014,TOT,13,165,-0.79,0.1,-0.7,0.2
A.J. Price,2014,MIN,28,101.3,-0.65,-0.07,-0.72,0.1
Hilton Armstrong,2014,GSW,21,114,-0.59,-0.12,-0.72,0.1
Jeremy Lin,2014,HOU,77,"2,228.70",-0.62,-0.1,-0.72,2.6
Charlie Villanueva,2014,DET,20,179.6,-0.31,-0.44,-0.75,0.2
Henry Sims,2014,TOT,46,874.5,-0.86,0.11,-0.75,1
Jonas Valanciunas,2014,TOR,88,"2,479.70",-0.71,-0.03,-0.75,2.9
Gerald Henderson,2014,CHA,81,"2,576.40",-1.27,0.49,-0.78,2.9
Robert Sacre,2014,LAL,65,"1,087.80",-1.43,0.65,-0.78,1.2
Manny Harris,2014,LAL,9,179.8,-0.42,-0.37,-0.79,0.2
Alexis Ajinca,2014,NOP,56,948.1,-1.49,0.68,-0.81,1
Elton Brand,2014,ATL,80,"1,490.00",-1.5,0.68,-0.82,1.6
Bismack Biyombo,2014,CHA,80,"1,119.00",-2.65,1.82,-0.83,1.2
Julyan Stone,2014,TOR,21,120.8,-0.83,-0.01,-0.84,0.1
Kobe Bryant,2014,LAL,6,176.7,-0.68,-0.16,-0.84,0.2
Dewayne Dedmon,2014,TOT,31,391.7,-2.33,1.48,-0.85,0.4
Arnett Moultrie,2014,PHI,12,187.8,-0.83,-0.04,-0.86,0.2
Jannero Pargo,2014,CHA,30,247.1,0.17,-1.03,-0.86,0.3
Al-Farouq Aminu,2014,NOP,80,"2,042.00",-0.86,-0.01,-0.87,2.2
Brandon Davies,2014,PHI,51,574.8,-1.99,1.12,-0.87,0.6
Chris Douglas-Roberts,2014,CHA,53,"1,084.80",-0.33,-0.56,-0.88,1.1
Maurice Harkless,2014,ORL,80,"1,947.20",-1.22,0.34,-0.88,2
Ronny Turiaf,2014,MIN,31,604.6,-2.49,1.58,-0.91,0.6
Hedo Turkoglu,2014,LAC,43,432.7,-1.77,0.84,-0.93,0.4
Miroslav Raduljica,2014,MIL,48,466,-0.48,-0.45,-0.93,0.5
Antawn Jamison,2014,LAC,22,246.7,-1.73,0.79,-0.94,0.2
Jose Calderon,2014,DAL,88,"2,649.70",1.4,-2.34,-0.94,2.7
Sergey Karasev,2014,CLE,22,157.3,-1.14,0.19,-0.94,0.2
Spencer Hawes,2014,TOT,80,"2,463.50",-0.69,-0.29,-0.97,2.4
Zaza Pachulia,2014,MIL,53,"1,322.30",-0.54,-0.44,-0.97,1.3
Jason Smith,2014,NOP,31,828.1,-0.76,-0.25,-1.01,0.8
