RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
28,"Draymond Green, PF",GS,66,31.3,-0.34,3.74,3.4,8.66
29,"Marc Gasol, C",TOR/MEM,79,30.8,0.39,2.98,3.37,9.71
30,"Mike Conley, PG",MEM,70,33.5,3.72,-0.45,3.27,9.4
31,"Kawhi Leonard, SF",TOR,60,34,3.24,0.02,3.26,8.32
32,"Blake Griffin, PF",DET,75,35,2.55,0.46,3.01,9.82
33,"Joe Ingles, SG",UTAH,82,31.3,1.6,1.31,2.91,10.04
34,"Davis Bertans, SF",SA,76,21.5,2.46,0.43,2.89,6.31
35,"Kemba Walker, PG",CHA,82,34.9,4.21,-1.45,2.76,10.69
36,"Patrick Beverley, PG",LAC,78,27.4,1.39,1.32,2.71,7.82
37,"Robert Covington, PF",MIN/PHI,35,34.4,-0.81,3.52,2.71,4.34
38,"Ed Davis, C",BKN,81,17.9,-1.44,4.13,2.69,5.34
39,"DeMarcus Cousins, C",GS,30,25.7,-0.89,3.57,2.68,2.83
40,"Derrick Favors, C",UTAH,76,23.2,-0.48,3.07,2.59,6.51
41,"Andre Iguodala, SG",GS,68,23.2,0.6,1.91,2.51,5.54
42,"Russell Westbrook, PG",OKC,73,36,2.59,-0.08,2.51,9.76
43,"Andre Drummond, C",DET,79,33.5,0.55,1.79,2.34,8.76
44,"Dwight Powell, C",DAL,77,21.6,2.31,0,2.31,5.7
45,"Marcus Smart, PG",BOS,80,27.5,0.98,1.27,2.25,7.43
46,"Rudy Gay, SF",SA,69,26.7,0.44,1.78,2.22,6.21
47,"Victor Oladipo, SG",IND,36,31.9,0.96,1.26,2.22,3.74
48,"Kelly Olynyk, PF",MIA,79,22.9,0.74,1.34,2.08,5.91
49,"Justise Winslow, SF",MIA,66,29.7,0.15,1.9,2.05,6.28
50,"George Hill, PG",CLE/MIL,60,21.7,0.15,1.89,2.04,4.25
51,"Malcolm Brogdon, PG",MIL,64,28.6,2.07,-0.05,2.02,6.11
52,"Donovan Mitchell, SG",UTAH,77,33.7,1.69,0.33,2.02,8.7
53,"Derrick White, PG",SA,67,25.8,0.53,1.45,1.98,5.6
54,"Thaddeus Young, PF",IND,81,30.7,0.57,1.32,1.89,7.72
55,"Khris Middleton, SF",MIL,77,31.1,1.74,0.15,1.89,7.91
56,"Steven Adams, C",OKC,80,33.4,-0.29,2.15,1.86,8.73
57,"Josh Richardson, SG",MIA,73,34.8,1.5,0.35,1.85,7.9
58,"De'Aaron Fox, PG",SAC,81,31.4,1.3,0.52,1.82,8.48
59,"Nemanja Bjelica, PF",SAC,77,23.2,0.74,1.05,1.79,5.82
60,"Daniel Theis, C",BOS,66,13.8,-0.03,1.8,1.77,2.76
61,"Willie Cauley-Stein, C",SAC,81,27.3,-0.77,2.52,1.75,7.15
62,"Clint Capela, C",HOU,67,33.6,-0.23,1.98,1.75,6.68
63,"Ben Simmons, PG",PHI,79,34.2,1.21,0.53,1.74,8.48
64,"Monte Morris, PG",DEN,82,24,1.64,0.05,1.69,5.78
65,"Al-Farouq Aminu, PF",POR,81,28.3,0.22,1.46,1.68,6.85
66,"Nikola Mirotic, F",NO/MIL,46,27.1,0.64,1.01,1.65,3.98
67,"Fred VanVleet, SG",TOR,64,27.5,1.24,0.41,1.65,5.32
68,"Tobias Harris, SF",LAC/PHI,82,34.7,1.33,0.3,1.63,8.68
69,"Dewayne Dedmon, C",ATL,64,25.1,-0.45,2,1.55,4.87
70,"Domantas Sabonis, PF",IND,74,24.8,0.57,0.98,1.55,5.32
71,"Hassan Whiteside, C",MIA,72,23.3,-2.07,3.61,1.54,4.89
72,"Jeremy Lamb, SG",CHA,79,28.5,1.05,0.49,1.54,6.63
73,"LaMarcus Aldridge, PF",SA,81,33.2,0.37,1.16,1.53,7.84
74,"Maxi Kleber, PF",DAL,71,21.2,-0.57,2.1,1.53,4.45
75,"Myles Turner, C",IND,74,28.6,-1.9,3.43,1.53,6.14
76,"D'Angelo Russell, SG",BKN,81,30.2,2.1,-0.57,1.53,7.32
77,"Bradley Beal, SG",WSH,82,36.9,3.22,-1.71,1.51,8.84
78,"DeAndre Jordan, C",DAL/NY,69,29.7,-1.62,3.11,1.49,6.02
79,"Thabo Sefolosha, SF",UTAH,50,12.2,-0.85,2.33,1.48,1.88
80,"Luke Kornet, C",NY,46,17,-0.81,2.27,1.46,2.27
81,"Ersan Ilyasova, PF",MIL,67,18.4,-0.25,1.64,1.39,3.71
82,"Jayson Tatum, PF",BOS,79,31.1,0.14,1.25,1.39,6.93
83,"Kevin Love, PF",CLE,22,27.2,-0.12,1.49,1.37,1.74
84,"Ricky Rubio, PG",UTAH,68,27.9,0.33,1.03,1.36,5.57
85,"Bam Adebayo, PF",MIA,82,23.3,-1.09,2.4,1.31,5.25
86,"Luka Doncic, SG",DAL,72,32.2,2.36,-1.07,1.29,6.56
87,"Otto Porter Jr., SF",CHI/WSH,56,30.1,1.05,0.19,1.24,4.59
88,"Delon Wright, PG",TOR/MEM,75,22.7,1.04,0.19,1.23,4.57
89,"Mike Muscala, PF",LAL/PHI,64,20.4,-0.61,1.83,1.22,3.52
90,"Larry Nance Jr., PF",CLE,67,26.8,0.22,0.99,1.21,4.9
91,"D.J. Augustin, PG",ORL,81,28,2.06,-0.86,1.2,6.16
92,"JJ Redick, SG",PHI,76,31.3,1.73,-0.55,1.18,6.64
93,"Jamal Murray, PG",DEN,75,32.6,2.37,-1.19,1.18,6.57
94,"CJ McCollum, SG",POR,70,33.9,2.19,-1.05,1.14,6.32
95,"Joakim Noah, C",MEM,42,16.5,-1.77,2.89,1.12,1.86
96,"Nene Hilario, C",HOU,42,13,-1.82,2.9,1.08,1.42
97,"P.J. Tucker, PF",HOU,82,34.2,-0.8,1.86,1.06,7.19
98,"Mason Plumlee, PF",DEN,82,21.1,-0.57,1.63,1.06,4.46
99,"Jakob Poeltl, C",SA,77,16.5,-0.37,1.4,1.03,3.35
100,"Danuel House Jr., SF",HOU,39,25.1,1.18,-0.16,1.02,2.5
101,"Nerlens Noel, C",OKC,77,13.7,-2.79,3.81,1.02,2.82
102,"Darren Collison, G",IND,76,28.2,1.43,-0.42,1.01,5.55
103,"Thomas Bryant, C",WSH,72,20.8,0.01,0.95,0.96,3.75
104,"Khem Birch, PF",ORL,50,12.9,-0.58,1.48,0.9,1.61
105,"Boban Marjanovic, C",LAC/PHI,58,11.7,-0.76,1.64,0.88,1.78
106,"Aaron Gordon, PF",ORL,78,33.8,0.09,0.78,0.87,6.52
107,"Cory Joseph, PG",IND,82,25.2,-0.68,1.53,0.85,5.1
108,"Tyus Jones, PG",MIN,68,22.9,0.13,0.7,0.83,3.91
109,"Goran Dragic, PG",MIA,36,27.5,0.47,0.33,0.8,2.42
110,"Luol Deng, F",MIN,22,17.8,-0.66,1.45,0.79,1.01
111,"Royce O'Neale, SF",UTAH,82,20.4,-1.49,2.28,0.79,4.29
112,"Noah Vonleh, PF",NY,68,25.3,-0.89,1.6,0.71,4.21
113,"Jonas Valanciunas, C",TOR/MEM,49,22.3,-1,1.64,0.64,2.64
114,"Maurice Harkless, SF",POR,60,23.6,-1.05,1.69,0.64,3.31
115,"Aron Baynes, C",BOS,51,16.1,-2.01,2.63,0.62,2.02
116,"Jerami Grant, PF",OKC,80,32.7,-0.26,0.86,0.6,6.38
117,"Devin Booker, SG",PHX,64,35,3.02,-2.44,0.58,5.18
118,"Tomas Satoransky, SG",WSH,80,27.1,0.65,-0.09,0.56,4.98
119,"Buddy Hield, SG",SAC,82,31.9,1.92,-1.4,0.52,6.34
120,"Jarrett Allen, C",BKN,80,26.2,-0.79,1.25,0.46,4.81
121,"Marvin Williams, PF",CHA,75,28.4,0.15,0.3,0.45,4.84
122,"Gordon Hayward, SF",BOS,72,25.9,1.03,-0.62,0.41,4.15
123,"Terrence Ross, SG",ORL,81,26.5,1.03,-0.64,0.39,4.72
124,"Brad Wanamaker, PG",BOS,36,9.5,-0.64,1.02,0.38,0.79
125,"Eric Gordon, SG",HOU,68,31.7,1.69,-1.32,0.37,4.71
126,"Landry Shamet, SG",LAC/PHI,79,22.8,1.96,-1.59,0.37,3.91
127,"Montrezl Harrell, PF",LAC,82,26.3,0.86,-0.5,0.36,4.81
128,"Gary Harris, SG",DEN,57,28.8,-0.6,0.96,0.36,3.58
129,"Tyson Chandler, C",LAL/PHX,55,15.9,-3.31,3.64,0.33,1.98
130,"Reggie Jackson, PG",DET,82,27.9,1.38,-1.06,0.32,4.75
131,"Omri Casspi, F",MEM,36,14.4,-0.91,1.2,0.29,1.15
132,"Bojan Bogdanovic, SF",IND,81,31.8,1.19,-0.92,0.27,5.42
133,"Ekpe Udoh, F",UTAH,51,6.3,-1.01,1.27,0.26,0.72
134,"DeMar DeRozan, SF",SA,77,34.9,0.68,-0.46,0.22,5.62
135,"Raul Neto, PG",UTAH,37,12.8,0.29,-0.07,0.22,1.02
136,"Alex Len, C",ATL,77,20.1,-0.58,0.78,0.2,3.43
137,"Zaza Pachulia, C",DET,68,12.9,-2.87,3.06,0.19,1.76
138,"Cody Zeller, C",CHA,49,25.4,-1.05,1.23,0.18,2.65
139,"Patty Mills, PG",SA,82,23.3,2.12,-1.97,0.15,4
140,"Julius Randle, PF",NO,73,30.6,1.52,-1.38,0.14,4.76
141,"Langston Galloway, SG",DET,80,21.8,2.22,-2.1,0.12,3.44
142,"Frank Kaminsky, C",CHA,47,16.1,-0.07,0.19,0.12,1.56
143,"Seth Curry, SG",POR,74,18.9,0.28,-0.18,0.1,2.7
144,"Pat Connaughton, SG",MIL,61,20.7,0.24,-0.14,0.1,2.66
145,"Richaun Holmes, C",PHX,70,16.9,-1.48,1.58,0.1,2.37
146,"Jared Dudley, SF",BKN,59,20.7,-0.65,0.74,0.09,2.35
147,"Meyers Leonard, C",POR,61,14.4,1.04,-0.95,0.09,1.66
148,"Ryan Arcidiacono, PG",CHI,81,24.2,0.69,-0.61,0.08,3.87
149,"Mitchell Robinson, C",NY,66,20.6,-0.97,1.05,0.08,2.68
150,"John Collins, PF",ATL,61,30,1.64,-1.57,0.07,3.89
151,"Alex Caruso, SG",LAL,25,21.2,-0.71,0.77,0.06,1.02
152,"Bogdan Bogdanovic, SG",SAC,70,27.8,0.9,-0.86,0.04,3.99
153,"Lauri Markkanen, PF",CHI,52,32.3,0.27,-0.24,0.03,3.25
154,"Kyle Kuzma, PF",LAL,70,33.1,0.78,-0.77,0.01,4.79
155,"Ryan Broekhoff, SG",DAL,42,10.8,-0.22,0.22,0,0.88
156,"Pau Gasol, PF",MIL/SA,30,12,-2.35,2.32,-0.03,0.68
157,"Lou Williams, SG",LAC,75,26.6,3.5,-3.54,-0.04,3.92
158,"Josh Hart, SF",LAL,67,25.6,-1.78,1.72,-0.06,3.51
159,"Tyler Zeller, C",ATL/MEM,6,15.5,-1.67,1.58,-0.09,0.18
160,"Shabazz Napier, PG",BKN,56,17.6,0.64,-0.74,-0.1,1.89
161,"Nicolas Batum, SG",CHA,75,31.4,-0.15,0.04,-0.11,4.52
162,"Joe Harris, SF",BKN,76,30.2,1.5,-1.65,-0.15,4.35
163,"Eric Moreland, C",PHX/TOR,5,8.6,-1.71,1.54,-0.17,0.01
164,"Kenneth Faried, F",HOU/BKN,37,19.7,-0.68,0.5,-0.18,1.4
165,"Taj Gibson, C",MIN,70,24.1,-0.43,0.24,-0.19,3.17
166,"Harrison Barnes, SF",DAL/SAC,77,32.9,-0.16,-0.05,-0.21,4.82
167,"Corey Brewer, F",PHI/SAC,31,15.9,-1.56,1.34,-0.22,0.91
168,"Jonas Jerebko, F",GS,73,16.7,0.45,-0.67,-0.22,2.23
169,"Jaren Jackson Jr., PF",MEM,58,26.1,-2.4,2.18,-0.22,2.72
170,"Salah Mejri, C",DAL,36,11.1,-1.79,1.54,-0.25,0.72
171,"Trey Burke, PG",DAL/NY,58,19.4,1.03,-1.32,-0.29,2
172,"John Henson, PF",MIL,14,13.4,-1.58,1.27,-0.31,0.36
173,"Jae Crowder, SF",UTAH,80,27.1,0.83,-1.15,-0.32,3.95
174,"Lonzo Ball, PG",LAL,47,30.3,-1.61,1.29,-0.32,2.67
175,"Klay Thompson, SG",GS,78,34,1.49,-1.82,-0.33,4.7
176,"Kyle Anderson, SF",MEM,43,29.8,-2.66,2.32,-0.34,2.2
177,"Ivica Zubac, C",LAC/LAL,59,17.6,-2.58,2.24,-0.34,1.81
178,"Thomas Welsh, C",DEN,11,3.3,-1.65,1.29,-0.36,0.06
179,"Deandre Ayton, C",PHX,71,30.7,-1.26,0.9,-0.36,3.72
180,"David Nwaba, SG",CLE,51,19.3,-0.91,0.54,-0.37,1.65
181,"Alan Williams, C",BKN,5,5.2,-1.67,1.27,-0.4,0.05
182,"Serge Ibaka, C",TOR,74,27.2,-0.76,0.32,-0.44,3.44
183,"Jonathan Isaac, PF",ORL,75,26.6,-1.57,1.13,-0.44,3.45
184,"Caris LeVert, SG",BKN,40,26.6,-0.03,-0.43,-0.46,1.76
185,"Kevin Huerter, SG",ATL,75,27.3,0.12,-0.58,-0.46,3.66
186,"Norman Powell, SG",TOR,60,18.8,-0.54,0.06,-0.48,1.87
187,"Damian Jones, C",GS,24,17.1,-1.45,0.97,-0.48,0.68
188,"Zach LaVine, PG",CHI,63,34.5,1.38,-1.87,-0.49,3.57
189,"Darius Miller, SF",NO,69,25.5,0.23,-0.76,-0.53,2.91
190,"Zach Collins, PF",POR,77,17.6,-1.46,0.93,-0.53,2.11
191,"Angel Delgado, C",LAC,2,7.5,-2.16,1.62,-0.54,0.03
192,"Wesley Matthews, SG",DAL/IND/NY,69,30.3,-0.02,-0.53,-0.55,3.43
193,"Tyler Davis, C",OKC,1,1,-1.67,1.12,-0.55,0
194,"Johnathan Williams, PF",LAL,24,15.5,-1.2,0.64,-0.56,0.58
195,"Jarell Martin, F",ORL,42,7.8,-1.98,1.41,-0.57,0.54
196,"Garrett Temple, SG",LAC/MEM,75,27.2,-1.47,0.88,-0.59,3.2
197,"Mikal Bridges, SF",PHX,82,29.5,0.01,-0.6,-0.59,3.79
198,"Luc Mbah a Moute, F",LAC,4,15.3,-2.15,1.54,-0.61,0.11
199,"DeMarre Carroll, SF",BKN,67,25.4,-0.07,-0.55,-0.62,2.74
200,"Rodney Hood, SF",CLE/POR,72,26.3,-0.16,-0.46,-0.62,2.97
201,"J.J. Barea, PG",DAL,38,19.8,-0.23,-0.4,-0.63,1.22
202,"Christian Wood, PF",NO/MIL,21,12,-1.23,0.58,-0.65,0.35
203,"Henry Ellenson, PF",DET/NY,19,13.6,-1.77,1.05,-0.72,0.03
204,"Cheick Diallo, PF",NO,64,14,-1.65,0.93,-0.72,1.39
205,"Juan Hernangomez, PF",DEN,70,19.4,-0.93,0.2,-0.73,1.95
206,"Jeff Teague, PG",MIN,42,30.1,0.05,-0.79,-0.74,1.94
207,"Ian Mahinmi, C",WSH,34,14.6,-3.09,2.33,-0.76,0.7
208,"Amile Jefferson, PF",ORL,12,5.7,-1.39,0.63,-0.76,0.1
209,"Kentavious Caldwell-Pope, SG",LAL,82,24.8,1.4,-2.17,-0.77,3.08
210,"Justin Patton, C",PHI,3,7,-2.01,1.22,-0.79,0.03
211,"Donatas Motiejunas, F",SA,3,4.3,-2.3,1.48,-0.82,0.02
212,"Justin Jackson, SF",DAL/SAC,81,19.9,0.13,-0.96,-0.83,2.43
213,"Jeff Green, PF",WSH,77,27.2,0.35,-1.21,-0.86,2.97
214,"Marcus Morris Sr., SF",BOS,75,27.9,0.31,-1.17,-0.86,3.04
215,"Dwight Howard, C",WSH,9,25.6,-2.29,1.42,-0.87,0.31
216,"Evan Fournier, SG",ORL,81,31.5,0.58,-1.45,-0.87,3.6
217,"Tyreke Evans, G",IND,69,20.3,-1.12,0.23,-0.89,1.95
218,"Quincy Acy, F",PHX,10,12.3,-1.97,1.08,-0.89,0.14
219,"T.J. Warren, SF",PHX,43,31.6,-0.19,-0.71,-0.9,1.94
220,"Michael Kidd-Gilchrist, SF",CHA,64,18.4,-2.01,1.08,-0.93,1.63
221,"Deyonta Davis, F",ATL,9,13.1,-2.06,1.13,-0.93,0.18
222,"Terry Rozier, PG",BOS,79,22.7,-0.91,-0.04,-0.95,2.46
223,"Isaiah Hartenstein, C",HOU,28,7.9,-1.81,0.85,-0.96,0.3
224,"Bryn Forbes, SG",SA,82,28,0.78,-1.75,-0.97,3.09
225,"Zhou Qi, C",HOU,1,1,-1.87,0.9,-0.97,0
226,"Ray Spalding, PF",DAL/PHX,14,10.6,-1.98,1,-0.98,0
227,"T.J. Leaf, PF",IND,58,9,-1.39,0.41,-0.98,0.72
228,"Wayne Ellington, SG",DET/MIA,53,24.5,-0.8,-0.2,-1,0.67
229,"Emanuel Terry, F",MIA/PHX,3,7.7,-1.85,0.85,-1,0.03
230,"Kostas Antetokounmpo, PF",DAL,2,5.5,-2.12,1.11,-1.01,0.01
231,"Kyle Korver, SG",CLE/UTAH,70,19.1,-0.43,-0.6,-1.03,1.85
232,"Ike Anigbogu, C",IND,3,2,-2.13,1.1,-1.03,0.01
233,"Doug McDermott, SF",IND,77,17.4,0.31,-1.36,-1.05,1.74
234,"Raymond Felton, G",OKC,33,11.5,-1.94,0.88,-1.06,0.51
235,"Drew Eubanks, PF",SA,23,4.9,-2,0.94,-1.06,0.12
236,"Marcus Derrickson, F",GS,11,6.1,-1.33,0.26,-1.07,0.09
237,"Vince Carter, SG",ATL,76,17.5,-1.01,-0.07,-1.08,1.81
238,"Bruno Caboclo, SF",MEM,34,23.5,-1.71,0.63,-1.08,0.11
239,"Semi Ojeleye, PF",BOS,56,10.6,-1.66,0.56,-1.1,0.76
240,"Malik Beasley, SG",DEN,81,23.2,1.46,-2.56,-1.1,2.34
241,"Miles Plumlee, C",ATL,18,9.6,-1.7,0.59,-1.11,0.24
242,"Jaylen Brown, SG",BOS,74,25.9,-1.22,0.1,-1.12,2.46
243,"JaKarr Sampson, SF",CHI,4,31.8,-1.59,0.46,-1.13,0.14
244,"Tyler Lydon, F",DEN,25,3.8,-1.97,0.83,-1.14,0.12
245,"Kelly Oubre Jr., SF",PHX/WSH,69,28,-0.13,-1.02,-1.15,2.39
246,"Yante Maten, F",MIA,2,6.5,-2.09,0.93,-1.16,0.02
247,"Jarred Vanderbilt, PF",DEN,17,4.1,-2.16,0.99,-1.17,0.08
248,"Jason Smith, F",NO/MIL/WSH,20,9.5,-2.9,1.72,-1.18,0.24
249,"Isaiah Hicks, F",NY,3,10.7,-2.03,0.85,-1.18,0.04
250,"Derrick Jones Jr., SF",MIA,60,19.2,-1.81,0.62,-1.19,1.36
251,"Ante Zizic, C",CLE,59,18.3,-2.46,1.27,-1.19,1.33
252,"Josh Okogie, SF",MIN,74,23.7,-1.07,-0.14,-1.21,2.2
253,"Austin Rivers, PG",HOU/WSH,76,26.7,-0.36,-0.86,-1.22,2.36
254,"Michael Beasley, F",LAL,26,10.7,-1.82,0.59,-1.23,0.3
255,"Jonah Bolden, PF",PHI,44,14.5,-1.94,0.69,-1.25,0.8
256,"Tony Bradley, C",UTAH,3,12,-1.96,0.71,-1.25,0.04
257,"Chris Boucher, PF",TOR,28,5.8,-1.91,0.64,-1.27,0.2
258,"Derrick Rose, PG",MIN,51,27.3,1.25,-2.53,-1.28,1.67
259,"Dario Saric, PF",MIN/PHI,81,25,0.3,-1.58,-1.28,2.38
260,"Jodie Meeks, G",TOR,8,13,-1.04,-0.25,-1.29,0.12
261,"Tim Hardaway Jr., SG",DAL/NY,65,31.6,0.39,-1.69,-1.3,2.42
262,"DeVaughn Akoon-Purcell, G",DEN,7,3.1,-1.07,-0.25,-1.32,0.02
263,"Kyle O'Quinn, C",IND,45,8.2,-2.09,0.74,-1.35,0.41
264,"Andrew Wiggins, SF",MIN,73,34.8,0.2,-1.55,-1.35,2.89
265,"Dorian Finney-Smith, SF",DAL,81,24.5,-0.92,-0.44,-1.36,2.22
266,"Isaac Humphries, C",ATL,5,11.2,-2.2,0.83,-1.37,0.07
267,"Dzanan Musa, SG",BKN,9,4.3,-2.15,0.78,-1.37,0.04
268,"Scott Machado, G",LAL,4,4.8,-1.23,-0.15,-1.38,0.02
269,"Jemerrio Jones, F",LAL,6,23.8,-2.1,0.72,-1.38,0.16
270,"Torrey Craig, SF",DEN,75,20,-0.43,-0.96,-1.39,1.6
271,"Marcin Gortat, C",LAC,47,16,-3.2,1.8,-1.4,0.81
272,"James Johnson, PF",MIA,55,21.2,-2.19,0.79,-1.4,1.24
273,"Donte Grantham, F",OKC,3,0.7,-2.12,0.72,-1.4,0
274,"Vincent Edwards, F",HOU,2,8,-2.03,0.63,-1.4,0.02
275,"Udonis Haslem, PF",MIA,10,7.4,-3.01,1.6,-1.41,0.07
276,"Jake Layman, SF",POR,71,18.7,-1.02,-0.39,-1.41,1.38
277,"Quincy Pondexter, F",SA,53,5.5,-1.67,0.24,-1.43,0.3
278,"Ish Smith, PG",DET,56,22.3,-0.42,-1.01,-1.43,1.29
279,"Yogi Ferrell, PG",SAC,71,15,0.01,-1.45,-1.44,1.14
280,"Deonte Burton, SG",OKC,32,7.5,-2.74,1.3,-1.44,0.26
281,"Dion Waiters, SG",MIA,44,25.9,-0.64,-0.81,-1.45,1.15
282,"Demetrius Jackson, G",PHI,6,6.5,-0.74,-0.72,-1.46,0.01
283,"Ron Baker, G",NY/WSH,15,10.1,-1.56,0.09,-1.47,0.12
284,"Jalen Jones, F",CLE,16,13.4,-1.23,-0.27,-1.5,0.17
285,"Rodions Kurucs, SF",BKN,63,20.5,-1.21,-0.29,-1.5,0.08
286,"Aaron Holiday, PG",IND,50,12.9,-1.11,-0.4,-1.51,0.66
287,"Shai Gilgeous-Alexander, SG",LAC,82,26.5,-0.41,-1.1,-1.51,2.23
288,"Cameron Reynolds, SG",MIN,19,13.6,-1.32,-0.2,-1.52,0.25
289,"D.J. Wilson, PF",MIL,48,18.4,-2.2,0.68,-1.52,0.92
290,"Johnathan Motley, PF",LAC,22,7.1,-1.88,0.33,-1.55,0.16
291,"John Wall, PG",WSH,32,34.5,-0.6,-0.96,-1.56,1.1
292,"Trevor Ariza, SF",PHX/WSH,69,34,-0.32,-1.25,-1.57,2.27
293,"Robin Lopez, C",CHI,74,21.7,-2.03,0.42,-1.61,1.51
294,"Kenrich Williams, SF",NO,46,23.5,-1.76,0.15,-1.61,1.08
295,"Gerald Green, SG",HOU,73,20.2,0.66,-2.28,-1.62,1.38
296,"Troy Caupain, G",ORL,4,4,-1.5,-0.12,-1.62,0.01
297,"PJ Dozier, PG",BOS,6,8.5,-1.94,0.31,-1.63,0.05
298,"Milos Teodosic, G",LAC,15,10,-1.03,-0.61,-1.64,0.15
299,"Gorgui Dieng, C",MIN,76,13.6,-1.17,-0.47,-1.64,0.97
300,"Luke Kennard, SG",DET,63,22.8,0.12,-1.76,-1.64,1.28
301,"Thon Maker, C",DET/MIL,64,15.2,-2.67,1.03,-1.64,0.87
302,"Dennis Schroder, PG",OKC,79,29.3,0.23,-1.88,-1.65,2.23
303,"Devin Robinson, F",WSH,7,13.6,-1.78,0.13,-1.65,0.08
304,"Jaylen Morris, G",MIL,4,7.3,-1.05,-0.6,-1.65,0.02
305,"Jordan McRae, SG",WSH,27,12.3,-1.68,0.01,-1.67,0.27
306,"Spencer Dinwiddie, PG",BKN,68,28.1,1.53,-3.21,-1.68,1.72
307,"Alex Abrines, G",OKC,31,19,-2.6,0.91,-1.69,0.56
308,"Dwayne Bacon, SG",CHA,43,17.7,-0.45,-1.24,-1.69,0.68
309,"Donte DiVincenzo, SG",MIL,27,15.2,-1.69,-0.01,-1.7,0.39
310,"Tahjere McCall, G",BKN,1,8,-1.76,0.03,-1.73,0.01
311,"Dusty Hannahs, G",MEM,2,13,-1.48,-0.25,-1.73,0.01
312,"Andre Ingram, G",LAL,4,3.8,-1.85,0.1,-1.75,0.01
313,"Kadeem Allen, SG",NY,19,21.9,-0.29,-1.46,-1.75,0.35
314,"DJ Stephens, G",MEM,1,7,-1.33,-0.43,-1.76,0.01
315,"Tony Snell, SF",MIL,74,17.6,-0.16,-1.6,-1.76,1.14
316,"Julian Washburn, F",MEM,18,14.1,-2.35,0.59,-1.76,0.2
317,"Brandon Ingram, SF",LAL,52,33.8,-1.23,-0.54,-1.77,1.55
318,"Enes Kanter, C",NY/POR,67,24.5,-0.32,-1.46,-1.78,0.97
319,"Davon Reed, G",IND,10,4.7,-1.7,-0.08,-1.78,0.04
320,"JR Smith, G",CLE,11,20.2,-2.75,0.96,-1.79,0.2
321,"Nick Young, G",DEN,4,9.3,-1.77,-0.05,-1.82,0.03
322,"Jabari Parker, PF",CHI/WSH,64,26.9,-0.91,-0.91,-1.82,1.44
323,"Amir Johnson, F",PHI,51,10.4,-1.96,0.13,-1.83,0.44
324,"Jalen Brunson, PG",DAL,73,21.8,-0.24,-1.61,-1.85,1.28
325,"Furkan Korkmaz, SG",PHI,48,14.1,-0.61,-1.25,-1.86,0.54
326,"Kris Dunn, PG",CHI,46,30.2,-1.4,-0.47,-1.87,1.07
327,"George King, F",PHX,1,6,-2,0.11,-1.89,0
328,"Courtney Lee, SG",DAL/NY,34,12.6,-2.2,0.3,-1.9,0.33
329,"Skal Labissiere, PF",POR/SAC,22,8,-1.79,-0.11,-1.9,0.13
330,"BJ Johnson, SF",ATL/SAC,7,7,-2.11,0.2,-1.91,0.02
331,"Guerschon Yabusele, F",BOS,41,6.1,-1.97,0.06,-1.91,0.2
332,"Alize Johnson, PF",IND,14,4.6,-2.2,0.29,-1.91,0.06
