RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
334,"Raymond Felton, PG",LAC,80,21.3,-1.4,-0.88,-2.28,0.9
337,"Tyler Zeller, C",BOS,51,10.3,-2.5,0.2,-2.3,0.3
336,"Omri Casspi, SF",NO/MIN/SAC,36,17.9,-2.35,0.05,-2.3,0.2
339,"Maurice Ndour, SF",NY,32,10.3,-1.94,-0.37,-2.31,0.1
338,"Michael Beasley, SF",MIL,56,16.7,-1.7,-0.61,-2.31,0.5
340,"Sheldon Mac, SG",WSH,30,9.6,-2.25,-0.08,-2.33,0.1
343,"Alex Len, C",PHX,77,20.3,-3.62,1.28,-2.34,0.8
342,"Michael Gbinije, SG",DET,9,3.6,-2.17,-0.17,-2.34,0
341,"Thomas Robinson, PF",LAL,48,11.7,-1.68,-0.66,-2.34,0.3
345,"Tim Quarterman, SG",POR,16,5,-1.95,-0.4,-2.35,0
344,"Kyle Singler, SF",OKC,32,12,-3.25,0.9,-2.35,0.2
346,"DeAndre Liggins, SG",CLE/DAL,62,12.5,-3.13,0.76,-2.37,0.4
348,"Stanley Johnson, SF",DET,77,17.8,-2.34,-0.04,-2.38,0.6
347,"Alex Poythress, SF",PHI,6,26.2,-1.91,-0.47,-2.38,0.1
349,"Tim Frazier, PG",NO,65,23.5,-0.73,-1.67,-2.4,0.7
352,"Malachi Richardson, SG",SAC,22,9,-2.29,-0.14,-2.43,0.1
351,"Kelly Oubre Jr., SF",WSH,79,20.3,-1.67,-0.76,-2.43,0.7
350,"Sean Kilpatrick, SG",BKN,70,25.1,-0.07,-2.36,-2.43,0.8
354,"Bobby Portis, PF",CHI,64,15.6,-1.94,-0.5,-2.44,0.4
353,"Cory Joseph, PG",TOR,80,25,-0.5,-1.94,-2.44,0.9
355,"Dennis Schroder, PG",ATL,79,31.5,0.31,-2.76,-2.45,1.1
356,"Joffrey Lauvergne, C",CHI/OKC,70,14,-1.22,-1.27,-2.49,0.4
357,"Bismack Biyombo, C",ORL,81,22.1,-3.33,0.77,-2.56,0.6
359,"Nik Stauskas, SG",PHI,80,27.4,-0.32,-2.25,-2.57,0.8
358,"Rodney Stuckey, PG",IND,39,17.8,-1.66,-0.91,-2.57,0.2
360,"Quincy Acy, SF",DAL/BKN,38,14.7,-2.38,-0.21,-2.59,0
361,"Georges Niang, SF",IND,23,4,-2.99,0.37,-2.62,0
363,"Allen Crabbe, SG",POR,79,28.5,0.22,-2.87,-2.65,0.7
362,"Brandon Bass, PF",LAC,52,11.1,-1.06,-1.59,-2.65,0.2
364,"Mike Scott, PF",ATL,18,10.8,-2.92,0.26,-2.66,0.1
365,"Jerryd Bayless, PG",PHI,3,23.7,-2.23,-0.47,-2.7,0
367,"Trey Lyles, PF",UTAH,71,16.3,-2.48,-0.23,-2.71,0.3
366,"Nicolas Laprovittola, G",SA,18,9.7,-1.52,-1.19,-2.71,0
368,"Wayne Selden, SG",NO/MEM,14,16.9,-2.44,-0.28,-2.72,0.1
370,"Gerald Green, SG",BOS,47,11.4,-1.27,-1.47,-2.74,0.1
369,"Shaun Livingston, PG",GS,76,17.7,-2.55,-0.19,-2.74,0.3
372,"Jose Calderon, PG",ATL/LAL,41,13.1,-2.4,-0.36,-2.76,0.1
371,"Kyle Korver, SG",ATL/CLE,67,26.2,-0.15,-2.61,-2.76,0.4
376,"Georgios Papagiannis, C",SAC,22,16.1,-2.47,-0.3,-2.77,0.1
375,"Jordan Mickey, C",BOS,25,5.6,-2.62,-0.15,-2.77,0
374,"Sergio Rodriguez, PG",PHI,68,22.3,-0.66,-2.11,-2.77,0.4
373,"Ronnie Price, PG",PHX,14,9.6,-2.24,-0.53,-2.77,0
378,"Dante Exum, PG",UTAH,66,18.6,-2.14,-0.65,-2.79,0.3
377,"Shelvin Mack, PG",UTAH,55,21.9,-1.51,-1.28,-2.79,0.3
379,"Dejounte Murray, PG",SA,38,8.5,-1.97,-0.83,-2.8,0.1
380,"Quinn Cook, PG",NO/DAL,14,13.4,-1.44,-1.38,-2.82,0
381,"Bobby Brown, PG",HOU,25,4.9,-1.69,-1.18,-2.87,0
382,"Josh McRoberts, PF",MIA,22,17.3,-2.87,-0.01,-2.88,0.1
384,"Malcolm Delaney, PG",ATL,73,17.1,-2.64,-0.25,-2.89,0.2
383,"Evan Turner, SG",POR,65,25.5,-3.04,0.15,-2.89,0.3
385,"Ian Clark, SG",GS,77,14.8,-1.08,-1.82,-2.9,0.2
386,"CJ Wilcox, SG",ORL,22,4.9,-2.55,-0.4,-2.95,0
387,"Monta Ellis, SG",IND,74,27,-1.32,-1.64,-2.96,0.2
388,"Zach LaVine, PG",MIN,47,37.2,-0.62,-2.35,-2.97,0.2
389,"Noah Vonleh, PF",POR,74,17.1,-4.02,1.03,-2.99,0.1
391,"Spencer Hawes, PF",MIL/CHA,54,14.8,-2.13,-0.87,-3,0.1
390,"Leandro Barbosa, SG",PHX,67,14.4,-1.5,-1.5,-3,0.1
392,"Patricio Garino, SG",ORL,5,8.6,-2.61,-0.4,-3.01,0
394,"Jake Layman, SF",POR,35,7.1,-2.99,-0.03,-3.02,0
393,"Ed Davis, PF",POR,46,17.2,-2.96,-0.06,-3.02,0.1
395,"Norris Cole, PG",OKC,13,9.6,-2.56,-0.48,-3.04,0
399,"Kris Dunn, PG",MIN,78,17.1,-2.64,-0.41,-3.05,0.1
398,"Jarrod Uthoff, SF",DAL,9,12.8,-2.29,-0.76,-3.05,0
397,"C.J. Watson, PG",ORL,62,16.3,-2.41,-0.64,-3.05,0.1
396,"Ramon Sessions, PG",CHA,50,16.2,-1.65,-1.4,-3.05,0
400,"Jarell Martin, PF",MEM,42,13.3,-4.23,1.17,-3.06,0
401,"Boris Diaw, C",UTAH,73,17.6,-2.58,-0.5,-3.08,0
403,"Isaiah Taylor, PG",HOU,4,13,-2.19,-0.9,-3.09,0
402,"Timofey Mozgov, C",LAL,54,20.4,-4.02,0.93,-3.09,0
404,"Isaiah Whitehead, SG",BKN,73,22.5,-1.95,-1.16,-3.11,0
405,"Deyonta Davis, C",MEM,36,6.6,-2.88,-0.24,-3.12,0
406,"Buddy Hield, SG",NO/SAC,82,23,-0.92,-2.28,-3.2,-0.1
408,"Ron Baker, SG",NY,52,16.5,-2.68,-0.56,-3.24,-0.1
407,"Jamal Crawford, SG",LAC,82,26.3,-0.06,-3.18,-3.24,-0.2
409,"Donatas Motiejunas, PF",NO,34,14.1,-2.51,-0.74,-3.25,0
411,"Damjan Rudez, SF",ORL,45,7,-2.38,-0.9,-3.28,0
410,"Aaron Brooks, PG",IND,65,13.8,-1.81,-1.47,-3.28,-0.1
412,"Ivica Zubac, C",LAL,38,16,-3.04,-0.26,-3.3,-0.1
413,"Briante Weber, PG",GS/CHA,20,10.3,-2.02,-1.29,-3.31,0
414,"Jeff Green, SF",ORL,69,22.2,-2.03,-1.31,-3.34,-0.2
415,"Jaylen Brown, SG",BOS,78,17.2,-2.95,-0.42,-3.37,-0.2
417,"Cheick Diallo, PF",NO,17,11.7,-2.54,-0.85,-3.39,0
416,"DeAndre' Bembry, SF",ATL,38,9.8,-2.72,-0.67,-3.39,-0.1
418,"Alec Burks, SG",UTAH,42,15.5,-2.47,-0.94,-3.41,-0.1
419,"Marcelo Huertas, PG",LAL,23,10.3,-2.17,-1.25,-3.42,-0.1
420,"Pascal Siakam, PF",TOR,55,15.6,-3.93,0.49,-3.44,-0.2
421,"Lavoy Allen, PF",IND,61,14.3,-2.56,-0.91,-3.47,-0.2
422,"Troy Williams, SF",HOU/MEM,30,18.6,-3.06,-0.45,-3.51,-0.1
423,"Reggie Jackson, PG",DET,52,27.4,-0.59,-2.94,-3.53,-0.4
424,"Paul Zipser, SF",CHI,44,19.2,-3.37,-0.19,-3.56,-0.2
425,"Alan Anderson, SG",LAC,30,10.3,-2.62,-1.04,-3.66,-0.1
426,"Brian Roberts, PG",CHA,41,10.1,-2.62,-1.07,-3.69,-0.2
427,"Shabazz Muhammad, SG",MIN,78,19.4,-0.56,-3.19,-3.75,-0.6
428,"Marquese Chriss, PF",PHX,82,21.3,-1.96,-1.82,-3.78,-0.8
429,"Chandler Parsons, SF",MEM,34,19.9,-3.51,-0.33,-3.84,-0.3
430,"Brandon Rush, SG",MIN,47,21.9,-3.13,-0.73,-3.86,-0.5
432,"Dragan Bender, PF",PHX,43,13.3,-3.2,-0.68,-3.88,-0.3
431,"Bojan Bogdanovic, SF",BKN/WSH,81,25.7,-0.46,-3.42,-3.88,-1
433,"Darrun Hilliard, SG",DET,39,9.8,-3.2,-0.69,-3.89,-0.2
435,"Emmanuel Mudiay, PG",DEN,55,25.6,-1.52,-2.38,-3.9,-0.7
434,"Justin Anderson, SG",DAL/PHI,75,16.4,-1.36,-2.54,-3.9,-0.6
436,"Derrick Williams, PF",CLE/MIA,50,16.1,-2.66,-1.25,-3.91,-0.4
437,"Justise Winslow, SF",MIA,18,34.7,-4.08,0.16,-3.92,-0.3
438,"Gerald Henderson, SG",PHI,72,23.2,-1.51,-2.42,-3.93,-0.9
439,"Kevin Seraphin, C",IND,49,11.4,-2.94,-1.07,-4.01,-0.3
440,"Jordan Clarkson, PG",LAL,82,29.2,-0.63,-3.39,-4.02,-1.4
442,"Jordan McRae, SG",CLE,37,10.4,-2.19,-1.87,-4.06,-0.2
441,"Joe Young, PG",IND,33,4.1,-2.64,-1.42,-4.06,-0.1
443,"Jonathan Gibson, PG",DAL,17,13.6,-1.95,-2.16,-4.11,-0.2
445,"Isaiah Canaan, PG",CHI,39,15.2,-3,-1.12,-4.12,-0.4
444,"Randy Foye, SG",BKN,69,18.6,-2.7,-1.42,-4.12,-0.9
446,"Joe Harris, SG",BKN,52,21.9,-2.46,-1.73,-4.19,-0.8
447,"Andrew Nicholson, PF",BKN/WSH,38,9,-3.54,-0.67,-4.21,-0.2
449,"Nicolas Brussino, SF",DAL,54,9.6,-2.42,-1.82,-4.24,-0.4
448,"Kay Felder, PG",CLE,42,9.2,-3.39,-0.85,-4.24,-0.3
450,"Tyler Ulis, PG",PHX,61,18.4,-2.03,-2.23,-4.26,-0.9
451,"Arron Afflalo, SG",SAC,61,25.9,-1.43,-2.85,-4.28,-1.1
452,"Rashad Vaughn, SG",MIL,41,11.2,-3.44,-0.89,-4.33,-0.4
453,"Bryn Forbes, SG",SA,36,7.9,-2.78,-1.62,-4.4,-0.2
454,"Cameron Payne, PG",CHI/OKC,31,14.9,-4.14,-0.31,-4.45,-0.4
455,"Ben McLemore, SG",SAC,61,19.3,-2.88,-1.58,-4.46,-1
456,"Doug McDermott, SF",CHI/OKC,66,22.8,-0.61,-3.92,-4.53,-1.3
457,"Lance Thomas, SF",NY,46,21,-2.87,-1.73,-4.6,-0.9
458,"Patrick McCaw, SG",GS,71,15.1,-3.09,-1.57,-4.66,-1.1
459,"Brandon Ingram, SF",LAL,79,28.8,-1.76,-2.93,-4.69,-2.3
460,"Jerami Grant, SF",PHI/OKC,80,19.1,-2.42,-2.29,-4.71,-1.6
461,"D.J. Augustin, PG",ORL,78,19.7,-1.53,-3.4,-4.93,-1.7
462,"Marcus Thornton, SG",WSH,33,17.4,-1.64,-3.31,-4.95,-0.7
463,"Trey Burke, PG",WSH,57,12.3,-2.15,-3.09,-5.24,-0.9
464,"Brandon Knight, PG",PHX,54,21.1,-2.24,-3.08,-5.32,-1.6
465,"Semaj Christon, PG",OKC,64,15.2,-3.76,-1.69,-5.45,-1.4
466,"Jahlil Okafor, C",PHI,50,22.7,-4.43,-1.26,-5.69,-1.9
467,"Wade Baldwin IV, PG",MEM,33,12.3,-4.36,-1.43,-5.79,-0.7
468,"Mario Hezonja, SG",ORL,65,14.8,-4.4,-2.2,-6.6,-2.1
