RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
46,"Patrick Patterson, PF",TOR,65,24.6,1.05,1.26,2.31,5.4
45,"Nene Hilario, C",HOU,67,17.9,-1.31,3.62,2.31,4.4
48,"John Wall, PG",WSH,78,36.4,3.52,-1.26,2.26,9.9
49,"Bradley Beal, SG",WSH,77,34.9,3.29,-1.04,2.25,9.3
50,"Nikola Mirotic, PF",CHI,70,24,0.92,1.31,2.23,5.7
51,"Karl-Anthony Towns, C",MIN,82,37,3.54,-1.41,2.13,10
52,"David West, PF",GS,68,12.6,-1.47,3.54,2.07,2.8
53,"Kyrie Irving, PG",CLE,72,35.1,4.35,-2.3,2.05,8.3
54,"Hassan Whiteside, C",MIA,77,32.6,-0.69,2.72,2.03,8.2
55,"Lou Williams, SG",HOU/LAL,81,24.6,3.65,-1.68,1.97,6.7
56,"Brook Lopez, C",BKN,75,29.6,1.4,0.55,1.95,7.6
57,"Trevor Ariza, SF",HOU,80,34.7,0.86,1.07,1.93,9.3
58,"Markieff Morris, PF",WSH,76,31.2,-0.55,2.41,1.86,7.6
59,"Isaiah Thomas, PG",BOS,76,33.8,5.72,-3.89,1.83,8.2
61,"Jrue Holiday, PG",NO,67,32.7,0.64,1.18,1.82,6.9
60,"Al Horford, PF",BOS,68,32.3,0.76,1.06,1.82,6.9
62,"Rudy Gay, SF",SAC,30,33.8,-0.21,1.96,1.75,3.1
63,"Ersan Ilyasova, PF",ATL/PHI/OKC,82,26.1,0.98,0.74,1.72,6.8
64,"Joel Embiid, C",PHI,31,25.4,-0.57,2.27,1.7,2.5
65,"Eric Bledsoe, PG",PHX,66,33,2.33,-0.64,1.69,6.9
66,"Victor Oladipo, SG",OKC,67,33.2,0.1,1.56,1.66,6.9
67,"Jeff Teague, PG",IND,82,32.4,1.86,-0.22,1.64,8.1
68,"Kristaps Porzingis, PF",NY,66,32.8,-0.31,1.9,1.59,6.5
69,"Jerian Grant, PG",CHI,63,16.3,0.5,1.07,1.57,3
70,"Greg Monroe, C",MIL,81,22.5,1.08,0.47,1.55,5.3
71,"Ryan Anderson, PF",HOU,72,29.4,1.63,-0.12,1.51,6.5
72,"Malcolm Brogdon, PG",MIL,75,26.4,1.86,-0.42,1.44,5.7
73,"Boban Marjanovic, C",DET,35,8.4,-0.24,1.66,1.42,0.8
74,"Khris Middleton, SF",MIL,29,30.7,0.14,1.26,1.4,2.4
75,"Steven Adams, C",OKC,80,29.9,-0.3,1.68,1.38,7
76,"Marreese Speights, PF",LAC,82,15.7,0.67,0.69,1.36,3.7
78,"Kyle Anderson, SF",SA,72,14.2,-1.81,3.11,1.3,2.8
77,"Vince Carter, SG",MEM,73,24.7,1.36,-0.06,1.3,4.8
80,"Al-Farouq Aminu, PF",POR,61,29.1,-1.86,3.13,1.27,4.9
79,"Patty Mills, PG",SA,80,21.9,2.53,-1.26,1.27,4.9
81,"Danny Green, SG",SA,68,26.6,-0.45,1.71,1.26,4.8
82,"Nerlens Noel, C",DAL/PHI,51,20.5,-1.33,2.58,1.25,3
83,"Andre Roberson, SG",OKC,79,30.1,-1.4,2.64,1.24,6.7
84,"Nemanja Bjelica, PF",MIN,65,18.3,-0.71,1.94,1.23,3.2
85,"Jared Dudley, SF",PHX,64,21.3,-0.67,1.89,1.22,3.9
87,"CJ McCollum, SG",POR,80,35,3.01,-1.87,1.14,7.5
86,"Tyson Chandler, C",PHX,47,27.6,-1.06,2.2,1.14,3.6
88,"David Lee, PF",SA,79,18.7,-0.38,1.5,1.12,4
89,"PJ Tucker, SF",PHX/TOR,81,27.6,-0.69,1.78,1.09,6
90,"Channing Frye, PF",CLE,74,18.9,1.62,-0.58,1.04,3.7
91,"Eric Gordon, SG",HOU,75,31,1.51,-0.48,1.03,6.4
92,"LaMarcus Aldridge, PF",SA,72,32.4,-0.09,1.05,0.96,5.8
94,"Salah Mejri, C",DAL,73,12.4,-2.71,3.66,0.95,2.2
93,"Nicolas Batum, SG",CHA,77,34,1.3,-0.35,0.95,6.7
96,"Tobias Harris, SF",DET,82,31.3,1.19,-0.25,0.94,6.6
95,"JaVale McGee, C",GS,77,9.6,0.83,0.11,0.94,2
97,"Mason Plumlee, C",DEN/POR,81,26.5,0.71,0.22,0.93,5.6
98,"Goran Dragic, PG",MIA,73,33.7,2.54,-1.62,0.92,6.3
100,"Larry Nance Jr., PF",LAL,63,22.9,-1.26,2.16,0.9,3.8
99,"Dwight Howard, C",ATL,74,29.7,-1.7,2.6,0.9,5.7
101,"Ian Mahinmi, C",WSH,31,17.9,-2.22,3.11,0.89,1.4
102,"Maurice Harkless, SF",POR,77,28.9,0.38,0.49,0.87,5.7
103,"Thaddeus Young, PF",IND,74,30.2,-1.09,1.94,0.85,5.7
104,"DeMarre Carroll, SF",TOR,72,26.1,0,0.83,0.83,4.7
105,"Tim Hardaway Jr., SF",ATL,79,27.3,1.9,-1.08,0.82,5.5
106,"Nikola Vucevic, C",ORL,75,28.8,-1.38,2.15,0.77,5.4
107,"Luc Mbah a Moute, PF",LAC,80,22.3,-1.56,2.32,0.76,4.4
108,"Marcus Smart, PG",BOS,79,30.4,0.26,0.49,0.75,6
109,"Devin Harris, PG",DAL,65,16.7,0.38,0.32,0.7,2.6
110,"Wayne Ellington, SG",MIA,62,24.2,2.26,-1.6,0.66,3.6
111,"Nick Young, SG",LAL,60,25.9,2.28,-1.63,0.65,3.8
112,"Jusuf Nurkic, C",DEN/POR,65,21.4,-2.11,2.73,0.62,3.3
113,"Luke Babbitt, SF",MIA,68,15.7,-0.64,1.24,0.6,2.5
114,"Serge Ibaka, PF",ORL/TOR,79,30.7,-0.51,1.08,0.57,5.7
115,"Alan Williams, PF",PHX,47,15.1,-0.94,1.49,0.55,1.8
117,"Seth Curry, SG",DAL,70,29,0.52,0.01,0.53,4.5
116,"Ish Smith, PG",DET,81,24.1,0.28,0.25,0.53,4.5
118,"Marcus Morris, PF",DET,79,32.5,-0.11,0.63,0.52,5.9
119,"Gary Harris, SG",DEN,57,31.3,2.88,-2.37,0.51,4.3
121,"Kelly Olynyk, C",BOS,75,20.5,-0.31,0.81,0.5,3.5
120,"Michael Kidd-Gilchrist, SF",CHA,81,29,-1.97,2.47,0.5,5.3
122,"Aron Baynes, C",DET,75,15.5,-2.45,2.93,0.48,2.6
123,"Aaron Gordon, PF",ORL,80,28.7,1.25,-0.78,0.47,5.3
125,"Frank Kaminsky, PF",CHA,75,26.1,0.96,-0.51,0.45,4.4
124,"Jeremy Lin, PG",BKN,36,24.5,0.48,-0.03,0.45,2.2
126,"Solomon Hill, SF",NO,80,29.7,-1.06,1.49,0.43,5.4
127,"CJ Miles, SF",IND,76,23.4,1.3,-0.95,0.35,3.9
129,"Elfrid Payton, PG",ORL,82,29.4,1.12,-0.78,0.34,5.4
128,"Thabo Sefolosha, SF",ATL,62,25.7,-1.93,2.27,0.34,3.6
130,"Andrew Bogut, C",CLE/DAL,27,21.6,-4.01,4.34,0.33,1.2
131,"Tyler Johnson, SG",MIA,73,29.8,0.13,0.18,0.31,4.7
132,"James Ennis III, SF",MEM,64,23.5,-1.13,1.4,0.27,2.5
134,"Taj Gibson, PF",CHI/OKC,78,25.5,-1.76,2.02,0.26,4.3
133,"Dirk Nowitzki, PF",DAL,54,26.4,-0.38,0.64,0.26,3
136,"Wesley Matthews, SG",DAL,73,34.2,0.09,0.11,0.2,5.1
135,"Jason Terry, SG",MIL,74,18.4,-0.41,0.61,0.2,2.8
137,"DeMar DeRozan, SG",TOR,74,35.4,2.21,-2.04,0.17,5.5
138,"Terrence Ross, SG",ORL/TOR,78,25.1,1.36,-1.23,0.13,4.1
140,"Tony Allen, SG",MEM,71,27,-2.03,2.15,0.12,3.8
139,"Carmelo Anthony, PF",NY,74,34.3,1.87,-1.75,0.12,5.3
141,"Davis Bertans, SF",SA,67,12.1,0.07,-0.01,0.06,1.6
143,"Dion Waiters, SG",MIA,46,30.1,0.12,-0.07,0.05,2.8
142,"Kosta Koufos, C",SAC,71,20,-2.78,2.83,0.05,2.8
146,"Jonas Valanciunas, C",TOR,80,25.8,-0.74,0.75,0.01,4.1
145,"Cole Aldrich, C",MIN,62,8.6,-1.82,1.83,0.01,1
144,"Jameer Nelson, PG",DEN,75,27.3,0.45,-0.44,0.01,4.2
147,"Tristan Thompson, C",CLE,78,29.9,-1.31,1.31,0,4.6
148,"Shawn Long, PF",PHI,18,13,-0.31,0.3,-0.01,0.5
149,"JaMychal Green, PF",MEM,77,27.3,-0.41,0.39,-0.02,3.9
150,"Marcin Gortat, C",WSH,82,31.2,-1.25,1.18,-0.07,5
151,"Marvin Williams, PF",CHA,76,30.2,-0.02,-0.07,-0.09,4.4
152,"Kyle O'Quinn, C",NY,79,15.6,-1.28,1.16,-0.12,2.3
153,"Deron Williams, PG",CLE/DAL,64,25.9,0.69,-0.91,-0.22,3
154,"Tyus Jones, PG",MIN,60,12.9,0.11,-0.34,-0.23,1.4
155,"Andre Drummond, C",DET,81,29.7,-1.8,1.55,-0.25,4.3
156,"Beno Udrih, PG",DET,39,14.4,-0.39,0.13,-0.26,1
157,"Trevor Booker, PF",BKN,71,24.7,-2.29,2,-0.29,3.3
158,"Delon Wright, PG",TOR,27,16.5,-1.28,0.98,-0.3,0.8
162,"Adreian Payne, PF",MIN,18,7.5,-1.69,1.36,-0.33,0.2
161,"Justin Holiday, SG",NY,82,20,-0.58,0.25,-0.33,2.9
160,"Harrison Barnes, SF",DAL,79,35.5,-0.44,0.11,-0.33,4.8
159,"Luol Deng, SF",LAL,56,26.5,-1.87,1.54,-0.33,2.7
164,"Clint Capela, C",HOU,65,23.9,-1.47,1.12,-0.35,2.8
163,"Willy Hernangomez, C",NY,72,18.4,-0.75,0.4,-0.35,2.4
168,"Rondae Hollis-Jefferson, SF",BKN,78,22.6,-2.16,1.78,-0.38,3.3
167,"Mike Muscala, PF",ATL,70,17.7,-0.02,-0.36,-0.38,2.1
166,"JJ Redick, SF",LAC,78,28.2,1.73,-2.11,-0.38,3.9
165,"Chris Andersen, PF",CLE,12,9.5,-1.4,1.02,-0.38,0.2
169,"Roy Hibbert, C",DEN/CHA,48,14.2,-2.48,2.08,-0.4,1.2
171,"Reggie Bullock, SF",DET,31,15.1,-0.98,0.57,-0.41,0.8
170,"Darren Collison, PG",SAC,68,30.3,1.06,-1.47,-0.41,3.4
172,"Brandan Wright, PF",MEM,28,16,-0.86,0.4,-0.46,0.7
174,"Spencer Dinwiddie, PG",BKN,59,22.6,-0.8,0.31,-0.49,2.3
173,"Ryan Kelly, PF",ATL,16,6.9,-1.94,1.45,-0.49,0.1
175,"Richaun Holmes, PF",PHI,57,20.9,-0.32,-0.18,-0.5,2
176,"Raul Neto, PG",UTAH,40,8.7,-1.43,0.92,-0.51,0.5
178,"Tarik Black, PF",LAL,67,16.3,-2.5,1.96,-0.54,1.8
177,"Jason Smith, PF",WSH,74,14.4,-1.08,0.54,-0.54,1.8
180,"Kentavious Caldwell-Pope, SG",DET,76,33.3,0.71,-1.31,-0.6,4
179,"Garrett Temple, SG",SAC,65,26.6,-0.14,-0.46,-0.6,2.7
181,"Enes Kanter, C",OKC,72,21.3,0.56,-1.24,-0.68,2.4
182,"Derrick Favors, PF",UTAH,50,23.7,-2.76,2.06,-0.7,1.7
183,"Darrell Arthur, PF",DEN,41,15.6,-0.91,0.2,-0.71,1
184,"Ty Lawson, PG",SAC,69,25.1,0.49,-1.21,-0.72,2.6
185,"Corey Brewer, SF",HOU/LAL,82,15.6,-1.75,1,-0.75,2
187,"Rodney Hood, SG",UTAH,59,27,-0.26,-0.51,-0.77,2.2
186,"Joe Johnson, SG",UTAH,78,23.6,0.79,-1.56,-0.77,2.6
188,"Jabari Parker, PF",MIL,51,33.9,0.83,-1.61,-0.78,2.6
189,"Paul Pierce, SF",LAC,25,11.1,-2.04,1.24,-0.8,0.4
190,"Jon Leuer, PF",DET,75,25.9,-1.43,0.58,-0.85,2.8
191,"Tony Snell, SG",MIL,80,29.2,-0.02,-0.85,-0.87,3.3
192,"Derrick Jones Jr., SF",PHX,32,17,-1.06,0.18,-0.88,0.8
194,"Jonathon Simmons, SF",SA,78,17.8,-2.03,1.12,-0.91,1.9
193,"Dwyane Wade, SG",CHI,60,29.9,-0.45,-0.46,-0.91,2.5
196,"Joel Bolomboy, PF",UTAH,12,4.4,-1.95,1.03,-0.92,0.1
195,"Mike Tobey, C",CHA,2,12.5,-1.91,0.99,-0.92,0
199,"Jeff Withey, C",UTAH,51,8.5,-1.5,0.57,-0.93,0.6
198,"Dante Cunningham, SF",NO,66,25,-0.37,-0.56,-0.93,2.3
197,"Courtney Lee, SG",NY,77,31.9,0.58,-1.51,-0.93,3.4
200,"Joel Anthony, PF",SA,19,6.4,-2.41,1.44,-0.97,0.2
201,"Kevon Looney, SF",GS,53,8.4,-2.03,1.05,-0.98,0.6
202,"Montrezl Harrell, PF",HOU,58,18.3,-0.39,-0.6,-0.99,1.5
203,"Tomas Satoransky, SF",WSH,57,12.6,-2.1,1.08,-1.02,0.9
205,"Jonas Jerebko, PF",BOS,78,15.8,-0.89,-0.14,-1.03,1.6
204,"Omer Asik, C",NO,31,15.5,-2.97,1.94,-1.03,0.7
206,"Anthony Tolliver, PF",SAC,65,22.7,-0.07,-0.97,-1.04,1.9
210,"Thon Maker, C",MIL,57,9.9,-1.23,0.17,-1.06,0.7
209,"Terry Rozier, PG",BOS,74,17.1,-1.05,-0.01,-1.06,1.7
208,"Joakim Noah, C",NY,46,22.1,-2.23,1.17,-1.06,1.3
207,"Nick Collison, PF",OKC,20,6.4,-2.18,1.12,-1.06,0.2
214,"Christian Wood, PF",CHA,13,8.2,-2.06,0.97,-1.09,0.1
213,"T.J. McConnell, PG",PHI,81,26.3,-1.32,0.23,-1.09,2.9
212,"Anderson Varejao, C",GS,14,6.6,-1.74,0.65,-1.09,0.1
211,"Luis Scola, PF",BKN,36,12.8,-0.8,-0.29,-1.09,0.6
216,"Marshall Plumlee, C",NY,21,8.1,-1.75,0.65,-1.1,0.2
215,"Evan Fournier, SF",ORL,68,32.9,0.07,-1.17,-1.1,2.9
218,"Josh Huestis, SF",OKC,2,15.5,-1.97,0.83,-1.14,0
217,"Iman Shumpert, SG",CLE,76,25.5,-0.98,-0.16,-1.14,2.4
220,"Will Barton, SG",DEN,60,28.4,0.05,-1.2,-1.15,2.2
219,"Jordan Hill, C",MIN,7,6.7,-2.31,1.16,-1.15,0.1
221,"Cristiano Felicio, C",CHI,66,15.8,-1.55,0.39,-1.16,1.3
225,"Willie Cauley-Stein, C",SAC,75,18.9,-2.07,0.9,-1.17,1.7
224,"Dwight Powell, PF",DAL,77,17.3,-0.66,-0.51,-1.17,1.6
223,"Willie Reed, C",MIA,71,14.5,-2.42,1.25,-1.17,1.3
222,"Wesley Johnson, SF",LAC,68,11.9,-3.79,2.62,-1.17,1
226,"Kent Bazemore, SG",ATL,73,26.9,-0.69,-0.5,-1.19,2.4
227,"Marco Belinelli, SG",CHA,74,24,0.67,-1.87,-1.2,2.2
228,"Taurean Prince, SF",ATL,59,16.6,-3.7,2.47,-1.23,1.2
231,"Brice Johnson, PF",LAC,3,3,-2.32,1.08,-1.24,0
230,"Meyers Leonard, C",POR,74,16.5,-1.5,0.26,-1.24,1.5
229,"Wilson Chandler, SF",DEN,71,30.9,0.3,-1.54,-1.24,2.7
233,"Norman Powell, SF",TOR,76,18,-0.24,-1.01,-1.25,1.6
232,"Brandon Jennings, PG",NY/WSH,81,22.2,0.25,-1.5,-1.25,2.2
235,"Jakob Poeltl, C",TOR,54,11.6,-2.36,1.09,-1.27,0.7
234,"Matt Barnes, SF",GS/SAC,74,24,-1.18,-0.09,-1.27,2.1
237,"Jeremy Lamb, SG",CHA,62,18.4,0.04,-1.32,-1.28,1.3
236,"Tiago Splitter, C",PHI,8,9.5,-1.97,0.69,-1.28,0.1
242,"Ben Bentil, PF",DAL,3,3.3,-1.95,0.65,-1.3,0
241,"Devin Booker, SG",PHX,78,35,1.28,-2.58,-1.3,3.3
240,"David Nwaba, PG",LAL,20,19.9,-1.89,0.59,-1.3,0.5
239,"Caris LeVert, SG",BKN,57,21.7,-0.46,-0.84,-1.3,1.5
238,"JR Smith, SG",CLE,41,29,-0.32,-0.98,-1.3,1.4
243,"Sam Dekker, SF",HOU,77,18.4,0.05,-1.42,-1.37,1.6
244,"Chris McCullough, PF",BKN/WSH,16,5,-1.58,0.18,-1.4,0.1
246,"J.J. Barea, PG",DAL,35,22,0.15,-1.57,-1.42,0.8
245,"Zach Randolph, PF",MEM,73,24.5,-0.37,-1.05,-1.42,1.8
247,"Robin Lopez, C",CHI,81,28,-2.07,0.63,-1.44,2.4
248,"Al Jefferson, C",IND,66,14.1,-1,-0.45,-1.45,1
249,"Rodney McGruder, SG",MIA,78,25.2,-0.58,-0.9,-1.48,2
250,"Mirza Teletovic, PF",MIL,70,16.2,-1.05,-0.44,-1.49,1.2
252,"AJ Hammons, C",DAL,22,7.4,-2.77,1.27,-1.5,0.2
251,"Tyreke Evans, SG",NO/SAC,40,19.7,-1.52,0.02,-1.5,0.8
254,"Jamal Murray, PG",DEN,82,21.5,0.06,-1.57,-1.51,1.9
253,"Shabazz Napier, PG",POR,53,9.7,-0.12,-1.39,-1.51,0.5
256,"Malik Beasley, SG",DEN,22,7.5,-1.74,0.21,-1.53,0.2
255,"Alexis Ajinca, C",NO,39,15,-3.17,1.64,-1.53,0.6
257,"Juan Hernangomez, PF",DEN,62,13.6,-0.85,-0.69,-1.54,0.9
258,"Langston Galloway, SG",NO/SAC,74,20.2,0.1,-1.65,-1.55,1.5
259,"Josh Richardson, SF",MIA,53,30.5,-1.63,0.06,-1.57,1.6
261,"Andrew Harrison, SG",MEM,72,20.5,-1.2,-0.38,-1.58,1.4
260,"Mike Miller, SG",DEN,20,7.6,-1.93,0.35,-1.58,0.2
262,"Andrew Wiggins, SF",MIN,82,37.2,1.56,-3.16,-1.6,2.9
264,"Fred VanVleet, PG",TOR,37,7.9,-2.44,0.83,-1.61,0.3
263,"Lamar Patterson, SG",ATL,5,8,-2.23,0.62,-1.61,0
266,"Johnny O'Bryant III, PF",DEN/CHA,11,7.3,-1.92,0.3,-1.62,0.1
265,"Kenneth Faried, PF",DEN,61,21.2,-0.07,-1.55,-1.62,1.3
267,"John Henson, PF",MIL,58,19.4,-3.42,1.79,-1.63,1.1
268,"Richard Jefferson, SF",CLE,79,20.4,-1.16,-0.48,-1.64,1.5
270,"Bruno Caboclo, SF",TOR,9,4.4,-1.76,0.11,-1.65,0
269,"Jodie Meeks, SG",ORL,36,20.5,-0.05,-1.6,-1.65,0.7
272,"Jordan Crawford, SG",NO,19,23.3,0.82,-2.48,-1.66,0.4
271,"Tony Parker, PG",SA,63,25.2,-0.69,-0.97,-1.66,1.4
273,"Alonzo Gee, SF",DEN,13,6.8,-2.11,0.43,-1.68,0.1
274,"Jarell Eddie, SG",PHX,5,12.4,-2.31,0.62,-1.69,0.1
278,"Timothe Luwawu-Cabarrot, SG",PHI,69,17.2,-2.27,0.57,-1.7,1.1
277,"D'Angelo Russell, PG",LAL,63,28.7,0.75,-2.45,-1.7,1.7
276,"Rakeem Christmas, PF",IND,29,7.6,-2.2,0.5,-1.7,0.2
275,"Michael Carter-Williams, PG",CHI,45,18.8,-2.82,1.12,-1.7,0.8
279,"Pierre Jackson, PG",DAL,8,10.5,-0.96,-0.76,-1.72,0
280,"Aaron Harrison, SG",CHA,5,3.4,-1.42,-0.32,-1.74,0
281,"Anthony Brown, SF",NO/ORL,11,14.5,-1.42,-0.34,-1.76,0.1
282,"Damian Jones, C",GS,10,8.5,-2.58,0.8,-1.78,0.1
285,"Danuel House Jr., SF",WSH,1,1,-1.76,-0.04,-1.8,0
284,"Daniel Ochefu, PF",WSH,19,3.9,-2.35,0.55,-1.8,0.1
283,"Jared Sullinger, C",TOR,11,10.7,-2.7,0.9,-1.8,0.1
287,"Julius Randle, PF",LAL,74,28.8,-0.79,-1.03,-1.82,1.8
286,"E'Twaun Moore, SG",NO,73,24.9,-0.24,-1.58,-1.82,1.5
289,"Rajon Rondo, PG",CHI,69,26.7,-1.35,-0.49,-1.84,1.5
288,"Jarrett Jack, PG",NO,2,16.5,-1.85,0.01,-1.84,0
291,"Tyler Ennis, PG",HOU/LAL,53,11.1,-1.36,-0.51,-1.87,0.5
290,"Dario Saric, PF",PHI,81,26.3,-1.25,-0.62,-1.87,1.7
293,"Matthew Dellavedova, PG",MIL,76,26.1,-0.88,-1.01,-1.89,1.5
292,"Kris Humphries, PF",ATL,56,12.3,-2.3,0.41,-1.89,0.5
294,"Austin Rivers, PG",LAC,74,27.8,-0.17,-1.73,-1.9,1.6
295,"John Lucas III, PG",MIN,5,2.2,-1.3,-0.61,-1.91,0
296,"Glenn Robinson III, SG",IND,69,20.7,-1.25,-0.67,-1.92,1.1
297,"Henry Ellenson, PF",DET,19,7.7,-2.32,0.38,-1.94,0.1
299,"Skal Labissiere, PF",SAC,33,18.5,-1.93,-0.04,-1.97,0.5
298,"Kyle Wiltjer, F",HOU,14,3.1,-2.54,0.57,-1.97,0
300,"Mindaugas Kuzminskas, F",NY,68,14.9,-0.8,-1.2,-2,0.7
301,"Domantas Sabonis, C",OKC,81,20.1,-3.9,1.86,-2.04,1.1
303,"Anthony Bennett, PF",BKN,23,11.5,-0.76,-1.29,-2.05,0.2
302,"Hollis Thompson, SF",NO/PHI,40,18.8,-0.82,-1.23,-2.05,0.4
306,"Justin Hamilton, C",BKN,64,18.4,-1.64,-0.42,-2.06,0.8
305,"Udonis Haslem, PF",MIA,16,8.1,-2.79,0.73,-2.06,0.1
304,"Dahntay Jones, SG",CLE,1,12,-1.68,-0.38,-2.06,0
308,"Demetrius Jackson, PG",BOS,5,3.4,-1.77,-0.3,-2.07,0
307,"Pat Connaughton, SG",POR,39,8.1,-1.28,-0.79,-2.07,0.2
311,"Denzel Valentine, SF",CHI,57,17.1,-2.21,0.13,-2.08,0.6
310,"James Michael McAdoo, SF",GS,52,8.8,-3.15,1.07,-2.08,0.3
309,"Metta World Peace, SF",LAL,25,6.4,-2.61,0.53,-2.08,0.1
312,"Sasha Vujacic, SG",NY,42,9.7,-2.35,0.26,-2.09,0.3
315,"Chinanu Onuaku, C",HOU,5,10.4,-2.25,0.15,-2.1,0
314,"Chasson Randle, PG",NY/PHI,26,11.5,-0.74,-1.36,-2.1,0.2
313,"Terrence Jones, PF",NO/MIL,54,23.5,-1.38,-0.72,-2.1,0.8
316,"R.J. Hunter, SG",CHI,3,3,-1.38,-0.73,-2.11,0
319,"Alex Abrines, SG",OKC,68,15.5,0.13,-2.25,-2.12,0.7
318,"Troy Daniels, SG",MEM,67,17.7,-0.02,-2.1,-2.12,0.7
317,"Anthony Morrow, SG",CHI/OKC,49,14.6,-0.66,-1.46,-2.12,0.5
320,"TJ Warren, SF",PHX,66,31,0.3,-2.44,-2.14,1.3
321,"Greivis Vasquez, PG",BKN,3,13,-1.77,-0.38,-2.15,0
324,"James Young, SG",BOS,29,7.6,-1.88,-0.28,-2.16,0.1
323,"Okaro White, PF",MIA,35,13.5,-2.13,-0.03,-2.16,0.3
322,"Avery Bradley, SG",BOS,55,33.4,-0.44,-1.72,-2.16,1.1
325,"Treveon Graham, SG",CHA,27,7,-2.19,0.02,-2.17,0.1
326,"James Jones, SG",CLE,48,7.9,-0.91,-1.27,-2.18,0.2
327,"Yogi Ferrell, PG",DAL/BKN,46,26,-0.99,-1.21,-2.2,0.4
328,"Mike Dunleavy, SG",ATL/CLE,53,15.9,-2.26,0.05,-2.21,0.5
331,"Stephen Zimmerman, C",ORL,19,5.7,-2.79,0.57,-2.22,0.1
330,"Dorian Finney-Smith, SF",DAL,81,20.3,-1.92,-0.3,-2.22,0.9
329,"KJ McDaniels, SG",HOU/BKN,49,10.3,-1.54,-0.68,-2.22,0.3
332,"Derrick Rose, PG",NY,64,32.5,0.11,-2.36,-2.25,1.2
333,"Miles Plumlee, C",MIL/CHA,45,10.8,-2.79,0.52,-2.27,0.3
335,"Diamond Stone, C",LAC,7,3.4,-2.77,0.49,-2.28,0
