RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
331,"Cartier Martin, PF",ATL/CHI,59,14.7,-2.28,-0.51,-2.79,-0.2
332,"Evan Turner, SG",IND/PHI,81,30.3,-1.51,-1.28,-2.79,-0.7
333,"Chris Babb, SG",BOS,14,9.4,-2.34,-0.46,-2.8,0
334,"Julyan Stone, PG",TOR,21,5.7,-1.45,-1.37,-2.82,0
335,"Jerryd Bayless, PG",BOS/MEM,72,23.4,0.84,-3.68,-2.84,-0.5
336,"O.J. Mayo, SG",MIL,52,25.9,-1.5,-1.35,-2.85,-0.4
337,"Ronnie Price, PG",ORL,31,12.2,-3.09,0.21,-2.88,-0.1
338,"Harrison Barnes, SF",GS,78,28.3,-2.4,-0.48,-2.88,-0.7
339,"Tyler Hansbrough, PF",TOR,64,15.3,-2.93,0.04,-2.89,-0.3
340,"Eric Gordon, SG",NO,64,32.1,1.85,-4.75,-2.9,-0.7
341,"Tyreke Evans, SG",NO,72,28.2,0.76,-3.72,-2.96,-0.8
342,"Bernard James, C",DAL,30,4.9,-3.15,0.19,-2.96,-0.1
343,"Jordan Farmar, PG",LAL,41,22.2,0.64,-3.63,-2.99,-0.4
344,"Luis Scola, PF",IND,82,17.1,-3.58,0.55,-3.03,-0.6
345,"Jordan Hamilton, SG",DEN/HOU,60,17,-1.81,-1.22,-3.03,-0.5
346,"Mason Plumlee, C",BKN,70,18.2,-1.42,-1.62,-3.04,-0.5
347,"Michael Carter-Williams, PG",PHI,70,34.5,-0.95,-2.1,-3.05,-1.1
348,"Norris Cole, PG",MIA,82,24.6,-1.32,-1.74,-3.06,-0.8
349,"Richard Jefferson, SF",UTAH,82,27,-1.93,-1.14,-3.07,-1
350,"Keith Bogans, SG",BOS,6,9.2,-2.24,-0.83,-3.07,0
351,"Travis Outlaw, SF",SAC,63,16.9,-2.33,-0.76,-3.09,-0.5
352,"Kevin Seraphin, C",WSH,53,10.9,-4.77,1.68,-3.09,-0.3
353,"Nazr Mohammed, C",CHI,80,7,-4.8,1.68,-3.12,-0.2
354,"Aaron Brooks, PG",DEN/HOU,72,21.6,0.7,-3.84,-3.14,-0.8
355,"Marco Belinelli, SG",SA,80,25.2,0.46,-3.63,-3.17,-1
356,"Brandon Knight, PG",MIL,72,33.3,-1.2,-1.98,-3.18,-1.2
357,"Arron Afflalo, SG",ORL,73,35,-0.24,-2.95,-3.19,-1.3
358,"Jarrett Jack, PG",CLE,80,28.2,-1.59,-1.61,-3.2,-1.2
359,"J.J. Barea, PG",MIN,79,18.6,-1.9,-1.33,-3.23,-0.8
360,"Alex Len, C",PHX,42,8.6,-3.02,-0.23,-3.25,-0.2
361,"Jordan Hill, C",LAL,72,20.8,-2.82,-0.47,-3.29,-0.9
362,"Nando De Colo, PG",SA/TOR,47,10.5,-1.82,-1.5,-3.32,-0.3
363,"Trevor Booker, PF",WSH,72,21.6,-0.44,-2.9,-3.34,-0.9
364,"Chris Singleton, SF",WSH,25,10,-5.04,1.69,-3.35,-0.2
365,"Ognjen Kuzmic, C",GS,21,4.4,-2.57,-0.92,-3.49,-0.1
366,"Otto Porter Jr., SF",WSH,37,8.6,-2.69,-0.8,-3.49,-0.2
367,"Gorgui Dieng, C",MIN,60,13.6,-3.73,0.18,-3.55,-0.6
368,"Jorge Gutierrez, PG",BKN,15,16.3,-2.15,-1.42,-3.57,-0.2
369,"Steven Adams, C",OKC,81,14.8,-3.35,-0.3,-3.65,-1
370,"JaVale McGee, C",DEN,5,16,-3.16,-0.5,-3.66,-0.1
371,"Cory Joseph, PG",SA,68,13.8,-0.74,-2.94,-3.68,-0.8
372,"Hollis Thompson, SF",PHI,77,22.6,-0.22,-3.46,-3.68,-1.5
373,"Brian Roberts, PG",NO,72,23.2,-1.45,-2.33,-3.78,-1.5
374,"Andrew Nicholson, PF",ORL,76,15.4,-4.79,1,-3.79,-1
375,"Udonis Haslem, PF",MIA,46,14.2,-4.81,1.01,-3.8,-0.6
376,"Vitor Faverani, C",BOS,37,13.2,-4.32,0.5,-3.82,-0.4
377,"D.J. Augustin, PG",CHI/TOR,71,27.3,0.03,-3.88,-3.85,-1.7
378,"Aaron Gray, C",SAC/TOR,37,9.6,-4.35,0.46,-3.89,-0.3
379,"Thomas Robinson, PF",POR,70,12.5,-2.34,-1.55,-3.89,-0.8
380,"Doron Lamb, SG",ORL,53,13.1,-1.61,-2.29,-3.9,-0.7
381,"Peyton Siva, PG",DET,24,9.3,-1.41,-2.53,-3.94,-0.2
382,"Jannero Pargo, PG",CHA,29,8.3,-1.13,-2.84,-3.97,-0.2
383,"Brandon Jennings, PG",DET,80,34.1,0.39,-4.37,-3.98,-2.8
384,"Bismack Biyombo, C",CHA,77,13.9,-3.9,-0.11,-4.01,-1.1
385,"Luke Ridnour, PG",MIL/CHA,61,18.7,-1.26,-2.76,-4.02,-1.1
386,"Diante Garrett, PG",UTAH,71,14.8,-2.71,-1.41,-4.12,-1.1
387,"Carlos Boozer, PF",CHI,76,28.2,-4.11,-0.02,-4.13,-2.3
388,"John Lucas III, PG",UTAH,42,14.1,-2.38,-1.75,-4.13,-0.6
389,"Erik Jay Murphy, PF",CHI,24,2.6,-3.47,-0.66,-4.13,-0.1
390,"Arnett Moultrie, PF",PHI,12,15.6,-1.94,-2.21,-4.15,-0.2
391,"E'Twaun Moore, SG",ORL,79,19.1,-2.99,-1.21,-4.2,-1.7
392,"Rasual Butler, SF",IND,50,7.6,-2.3,-1.93,-4.23,-0.4
393,"Greg Oden, C",MIA,23,9.2,-3.6,-0.66,-4.26,-0.3
394,"Gal Mekel, PG",DAL,31,9.4,-1.67,-2.6,-4.27,-0.4
395,"Jan Vesely, PF",DEN/WSH,54,14.4,-4.44,0.14,-4.3,-1
396,"Kendrick Perkins, C",OKC,62,19.5,-7.25,2.94,-4.31,-1.5
397,"Isaiah Canaan, PG",HOU,22,11.5,-1.25,-3.06,-4.31,-0.3
398,"Wesley Johnson, SF",LAL,79,28.4,-3.54,-0.83,-4.37,-3
399,"Mike Muscala, PF",ATL,20,10.8,-3.2,-1.18,-4.38,-0.3
400,"Jeffery Taylor, SF",CHA,26,24.2,-3.58,-0.82,-4.4,-0.8
401,"Mike Scott, PF",ATL,80,18.5,-1.94,-2.46,-4.4,-1.9
402,"Gary Neal, PG",MIL/CHA,52,21.4,0.49,-4.92,-4.43,-1.4
403,"Andrea Bargnani, C",NY,42,29.9,-3.31,-1.13,-4.44,-1.6
404,"Jeremy Tyler, C",NY,41,9.7,-2.9,-1.61,-4.51,-0.5
405,"John Jenkins, SG",ATL,13,12.2,-2.09,-2.45,-4.54,-0.2
406,"MarShon Brooks, SG",BOS/GS/LAL,35,9,-2.17,-2.41,-4.58,-0.5
407,"Nemanja Nedovic, PG",GS,24,5.9,-2.67,-1.95,-4.62,-0.2
408,"Alonzo Gee, SF",CLE,65,15.7,-2.67,-1.96,-4.63,-1.5
409,"Enes Kanter, C",UTAH,80,26.7,-2.88,-1.75,-4.63,-3
410,"Caron Butler, SF",MIL/OKC,56,25.3,-1.19,-3.53,-4.72,-2.1
411,"Shabazz Muhammad, SG",MIN,37,7.8,-1.99,-2.89,-4.88,-0.5
412,"Anthony Randolph, SF",DEN,43,12.3,-3.87,-1.02,-4.89,-0.9
413,"Jimmer Fredette, PG",CHI/SAC,49,10.6,0.64,-5.64,-5,-0.8
414,"Sergey Karasev, SG",CLE,22,7.1,-3.59,-1.47,-5.06,-0.3
415,"D.J. White, PF",CHA,2,5,-4.1,-0.99,-5.09,0
416,"Will Barton, SG",POR,41,9.4,-4.53,-0.56,-5.09,-0.7
417,"Maurice Harkless, SF",ORL,80,24.4,-2.42,-2.67,-5.09,-3.3
418,"JJ Hickson, C",DEN,69,26.9,-4.57,-0.62,-5.19,-3.4
419,"Will Bynum, PG",DET,56,18.8,-1.67,-3.57,-5.24,-1.9
420,"Anthony Bennett, PF",CLE,52,12.8,-3.31,-1.94,-5.25,-1.2
421,"Meyers Leonard, C",POR,40,8.9,-4.22,-1.04,-5.26,-0.6
422,"Amar'e Stoudemire, C",NY,65,22.6,-3.25,-2.16,-5.41,-2.6
423,"Marreese Speights, PF",GS,79,12.4,-4.99,-0.43,-5.42,-1.9
424,"Ben McLemore, SG",SAC,82,26.7,-2.81,-2.68,-5.49,-4.3
425,"Kent Bazemore, SG",GS/LAL,67,13.6,-4.11,-1.44,-5.55,-2
426,"Shannon Brown, PG",NY/SA,29,8.7,-2.13,-3.46,-5.59,-0.5
427,"Tony Snell, SG",CHI,77,16,-3.94,-1.69,-5.63,-2.4
428,"Archie Goodwin, SG",PHX,52,10.3,-3.71,-1.94,-5.65,-1.1
429,"Michael Beasley, SF",MIA,55,15.1,-2.82,-2.9,-5.72,-1.7
430,"John Henson, PF",MIL,70,26.5,-3.42,-2.35,-5.77,-3.8
431,"Tony Wroten, SG",PHI,72,24.5,-2.8,-3.26,-6.06,-4.3
432,"Tim Hardaway Jr., SF",NY,81,23.1,-1.5,-4.89,-6.39,-4.5
433,"Marquis Teague, PG",CHI/BKN,40,11.1,-4.3,-2.45,-6.75,-1.2
434,"Donald Sloan, PG",IND,48,8.2,-3.85,-3.9,-7.75,-1.3
435,"Byron Mullens, C",LAC/PHI,45,9.2,-2.83,-5.27,-8.1,-1.5
436,"Dennis Schroder, PG",ATL,49,13.1,-3.28,-5.02,-8.3,-2.4
437,"Elliot Williams, SG",PHI,67,17.3,-5.29,-3.15,-8.44,-4.6
